"species_sci","First or Duplicate Entry?","KEY (species name & group size) _duplicates in red","Taxon","Group Size","Reference from 38 (see last tab)","Source(s) in reference from 38","Notes"
"Eulemur mongoz","ok","Eulemur_mongoz3.5","Eulemur_mongoz",3.5,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Eulemur mongoz","ok","Eulemur_mongoz2.6","Eulemur_mongoz",2.6,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Eulemur mongoz","ok","Eulemur_mongoz2","Eulemur_mongoz",2,"Smuts et al. 1987",,
"Eulemur mongoz","dup","Eulemur_mongoz2.6","Eulemur_mongoz",2.6,"Clutton-Brock & Harvey 1997",,
"Eulemur mongoz","dup","Eulemur_mongoz3.5","Eulemur_mongoz",3.5,"Rowe 1996",,
"Eulemur rubriventer","ok","Eulemur_rubriventer3.2","Eulemur_rubriventer",3.2,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Eulemur rubriventer","ok","Eulemur_rubriventer3","Eulemur_rubriventer",3,"Rowe 1996",,
"Euoticus elegantulus","ok","Euoticus_elegantulus1","Euoticus_elegantulus",1,"Clutton-Brock & Harvey 1997",,
"Euoticus elegantulus","ok","Euoticus_elegantulus4","Euoticus_elegantulus",4,"Rowe 1996",,"sleep"
"Galago alleni","ok","Galago_alleni1","Galago_alleni",1,"Clutton-Brock & Harvey 1997",,
"Galago alleni","ok","Galago_alleni2.5","Galago_alleni",2.5,"Rowe 1996",,"sleep"
"Galago moholi","ok","Galago_moholi2","Galago_moholi",2,"Rowe 1996",,
"Galago senegalensis","ok","Galago_senegalensis1","Galago_senegalensis",1,"Clutton-Brock & Harvey 1997",,
"Galagoides demidoff","ok","Galagoides_demidoff1","Galagoides_demidoff",1,"Clutton-Brock & Harvey 1997",,
"Galagoides demidoff","ok","Galagoides_demidoff3.5","Galagoides_demidoff",3.5,"Rowe 1996",,"sleep"
"Galagoides zanzibaricus","ok","Galagoides_zanzibaricus3.5","Galagoides_zanzibaricus",3.5,"Rowe 1996",,"sleep"
"Gorilla beringei","ok","Gorilla_beringei17","Gorilla_beringei",17,"Clutton-Brock & Harvey 1997",,
"Gorilla beringei","ok","Gorilla_beringei9","Gorilla_beringei",9,"Rowe 1996",,
"Gorilla sp.","ok","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Wrangham et al. 1993","Stewart & Harcourt 1986",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla6","Gorilla_gorilla_gorilla",6,"Dunbar 1991","Fossey & Harcourt 1977",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla12","Gorilla_gorilla_gorilla",12,"Rowe 1996",,
"Gorilla sp.","ok","Gorilla_gorilla_gorilla11","Gorilla_gorilla_gorilla",11,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla11","Gorilla_gorilla_gorilla",11,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla13","Gorilla_gorilla_gorilla",13,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla13","Gorilla_gorilla_gorilla",13,"Patterson et al. 2014","Masi et al. 2009",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla13.7","Gorilla_gorilla_gorilla",13.7,"Patterson et al. 2014","Schaller 1963","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Gorilla sp.","ok","Gorilla_gorilla_gorilla14","Gorilla_gorilla_gorilla",14,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla16","Gorilla_gorilla_gorilla",16,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla17","Gorilla_gorilla_gorilla",17,"Patterson et al. 2014","Schaller 1965; Fossey 1974; Fossey & Harcourt 1977","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b; G. beringei (exclude)"
"Gorilla sp.","ok","Gorilla_gorilla_gorilla2","Gorilla_gorilla_gorilla",2,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla27","Gorilla_gorilla_gorilla",27,"Patterson et al. 2014","Schaller 1963","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Gorilla sp.","ok","Gorilla_gorilla_gorilla3","Gorilla_gorilla_gorilla",3,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla3","Gorilla_gorilla_gorilla",3,"Patterson et al. 2014","Doran-Sheehy et al. 2007; Salmi et al. 2014",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla4","Gorilla_gorilla_gorilla",4,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla5","Gorilla_gorilla_gorilla",5,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla6","Gorilla_gorilla_gorilla",6,"Patterson et al. 2014","Watts 1985","Patterson et al. supplementary material; from Majolo et al. 2008"
"Gorilla sp.","dup","Gorilla_gorilla_gorilla6","Gorilla_gorilla_gorilla",6,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla7","Gorilla_gorilla_gorilla",7,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla7","Gorilla_gorilla_gorilla",7,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Patterson et al. 2014","Stewart & Harcourt 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Gorilla sp.","dup","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Patterson et al. 2014","Watts 1985","Patterson et al. supplementary material; from Majolo et al. 2008"
"Gorilla sp.","dup","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Patterson et al. 2014","Parnell 2002",
"Gorilla sp.","dup","Gorilla_gorilla_gorilla9","Gorilla_gorilla_gorilla",9,"Patterson et al. 2014","Doran-Sheehy et al. 2007; Salmi et al. 2013",
"Gorilla sp.","ok","Gorilla_gorilla_gorilla9.2","Gorilla_gorilla_gorilla",9.2,"Patterson et al. 2014","Goldsmith 1993","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Gorilla sp.","ok","Gorilla_gorilla_gorilla9.4","Gorilla_gorilla_gorilla",9.4,"Patterson et al. 2014","Watts 1991","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Gorilla sp.","ok","Gorilla_gorilla_gorilla9.5","Gorilla_gorilla_gorilla",9.5,"Patterson et al. 2014","Fossey and Harcourt 1977","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Hapalemur aureus","ok","Hapalemur_aureus3","Hapalemur_aureus",3,"Rowe 1996",,
"Hapalemur griseus","ok","Hapalemur_griseus2.6","Hapalemur_griseus",2.6,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Hapalemur griseus","ok","Hapalemur_griseus4.5","Hapalemur_griseus",4.5,"Smuts et al. 1987",,
"Hapalemur griseus","dup","Hapalemur_griseus4.5","Hapalemur_griseus",4.5,"Rowe 1996",,
"Hapalemur simus","ok","Hapalemur_simus8","Hapalemur_simus",8,"Rowe 1996",,
"Hylobates agilis","ok","Hylobates_agilis4.4","Hylobates_agilis",4.4,"Wrangham et al. 1993","Leighton 1986",
"Hylobates agilis","dup","Hylobates_agilis4.4","Hylobates_agilis",4.4,"Smuts et al. 1987",,
"Hylobates agilis","dup","Hylobates_agilis4.4","Hylobates_agilis",4.4,"Dunbar 1991","Gittins & Raemakers 1980",
"Hylobates agilis","ok","Hylobates_agilis3.5","Hylobates_agilis",3.5,"Clutton-Brock & Harvey 1997",,
"Hylobates agilis","dup","Hylobates_agilis4.4","Hylobates_agilis",4.4,"Rowe 1996",,
"Hylobates klossii","ok","Hylobates_klossii3.7","Hylobates_klossii",3.7,"Wrangham et al. 1993","Leighton 1986",
"Hylobates klossii","dup","Hylobates_klossii3.7","Hylobates_klossii",3.7,"Smuts et al. 1987",,
"Hylobates klossii","ok","Hylobates_klossii3.8","Hylobates_klossii",3.8,"Smuts et al. 1987",,
"Hylobates klossii","ok","Hylobates_klossii3.4","Hylobates_klossii",3.4,"Dunbar 1991","Whitten 1980",
"Hylobates klossii","ok","Hylobates_klossii3.5","Hylobates_klossii",3.5,"Clutton-Brock & Harvey 1997",,
"Hylobates klossii","dup","Hylobates_klossii3.4","Hylobates_klossii",3.4,"Rowe 1996",,
"Hylobates lar","ok","Hylobates_lar3.5","Hylobates_lar",3.5,"Wrangham et al. 1993","Leighton 1986",
"Hylobates lar","ok","Hylobates_lar3.3","Hylobates_lar",3.3,"Smuts et al. 1987",,
"Hylobates lar","dup","Hylobates_lar3.5","Hylobates_lar",3.5,"Smuts et al. 1987",,
"Hylobates lar","ok","Hylobates_lar3.8","Hylobates_lar",3.8,"Dunbar 1991","Ellefson 1974, Gittins & Raemakers 1980",
"Hylobates lar","dup","Hylobates_lar3.5","Hylobates_lar",3.5,"Clutton-Brock & Harvey 1997",,
"Hylobates lar","ok","Hylobates_lar5","Hylobates_lar",5,"Rowe 1996",,
"Hylobates lar","ok","Hylobates_lar2","Hylobates_lar",2,"Patterson et al. 2014","Reichard & Sommer 1997","Patterson et al. supplementary material; from Majolo et al. 2008"
"Hylobates lar","dup","Hylobates_lar2","Hylobates_lar",2,"Patterson et al. 2014","Brockelman et al. 1998",
"Hylobates lar","ok","Hylobates_lar3","Hylobates_lar",3,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar3","Hylobates_lar",3,"Patterson et al. 2014","Brockelman et al. 1998",
"Hylobates lar","dup","Hylobates_lar3","Hylobates_lar",3,"Patterson et al. 2014","Brockelman et al. 1998",
"Hylobates lar","dup","Hylobates_lar3.5","Hylobates_lar",3.5,"Patterson et al. 2014","Leighton 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Hylobates lar","dup","Hylobates_lar3.5","Hylobates_lar",3.5,"Patterson et al. 2014","Tenaza & Hamilton 1971; Chivers 1972a,b, 1974; Ellefson 1974","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Hylobates lar","ok","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Reichard & Sommer 1997","Patterson et al. supplementary material; from Majolo et al. 2008"
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Brockelman et al. 1998",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Raemaekers 1980",
"Hylobates lar","dup","Hylobates_lar4","Hylobates_lar",4,"Patterson et al. 2014","Palombit 1994",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Barelli et al. 2008",
"Hylobates lar","dup","Hylobates_lar5","Hylobates_lar",5,"Patterson et al. 2014","Palombit 1994",
"Hylobates moloch","ok","Hylobates_moloch3.5","Hylobates_moloch",3.5,"Clutton-Brock & Harvey 1997",,
"Hylobates moloch","dup","Hylobates_moloch3.5","Hylobates_moloch",3.5,"Rowe 1996",,
"Hylobates muelleri","ok","Hylobates_muelleri3.4","Hylobates_muelleri",3.4,"Smuts et al. 1987",,
"Hylobates muelleri","ok","Hylobates_muelleri3.5","Hylobates_muelleri",3.5,"Rowe 1996",,
"Hylobates pileatus","ok","Hylobates_pileatus3.7","Hylobates_pileatus",3.7,"Smuts et al. 1987",,
"Hylobates pileatus","ok","Hylobates_pileatus4","Hylobates_pileatus",4,"Rowe 1996",,
"Indri indri","ok","Indri_indri3.1","Indri_indri",3.1,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Indri indri","ok","Indri_indri3","Indri_indri",3,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Indri indri","ok","Indri_indri2","Indri_indri",2,"Smuts et al. 1987",,
"Indri indri","ok","Indri_indri4.3","Indri_indri",4.3,"Dunbar 1991","Pollock 1977",
"Indri indri","dup","Indri_indri3","Indri_indri",3,"Clutton-Brock & Harvey 1997",,
"Indri indri","ok","Indri_indri4","Indri_indri",4,"Rowe 1996",,
"Indri indri","dup","Indri_indri4","Indri_indri",4,"Kudo & Dunbar 2001","Pollock 1979",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha33","Lagothrix_lagotricha",33,"Wrangham et al. 1993","Robinson & Janson 1986",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha23.4","Lagothrix_lagotricha",23.4,"Smuts et al. 1987",,
"Lagothrix lagothricha","dup","Lagothrix_lagotricha33","Lagothrix_lagotricha",33,"Smuts et al. 1987",,
"Lagothrix lagothricha","dup","Lagothrix_lagotricha33","Lagothrix_lagotricha",33,"Rowe 1996",,
"Lagothrix lagothricha","ok","Lagothrix_lagotricha11","Lagothrix_lagotricha",11,"Patterson et al. 2014","Stevenson & Castellanos 2000","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lagothrix lagothricha","ok","Lagothrix_lagotricha12","Lagothrix_lagotricha",12,"Patterson et al. 2014","Stevenson et al. 1994; Nishimura 2003",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha17","Lagothrix_lagotricha",17,"Patterson et al. 2014","Stevenson et al. 1994",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha19","Lagothrix_lagotricha",19,"Patterson et al. 2014","Stevenson 2006","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lagothrix lagothricha","ok","Lagothrix_lagotricha22","Lagothrix_lagotricha",22,"Patterson et al. 2014","Stevenson & Castellanos 2000","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lagothrix lagothricha","ok","Lagothrix_lagotricha23","Lagothrix_lagotricha",23,"Patterson et al. 2014","Di Fiore 2003","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lagothrix lagothricha","dup","Lagothrix_lagotricha23","Lagothrix_lagotricha",23,"Patterson et al. 2014","Di Fiore & Rodman 2001",
"Lagothrix lagothricha","dup","Lagothrix_lagotricha23","Lagothrix_lagotricha",23,"Patterson et al. 2014","Defler & Defler 1996",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha25","Lagothrix_lagotricha",25,"Patterson et al. 2014","Di Fiore 2003","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lagothrix lagothricha","dup","Lagothrix_lagotricha25","Lagothrix_lagotricha",25,"Patterson et al. 2014","Nishimura 2003",
"Lagothrix lagothricha","dup","Lagothrix_lagotricha25","Lagothrix_lagotricha",25,"Patterson et al. 2014","Di Fiore & Rodman 2001",
"Lagothrix lagothricha","ok","Lagothrix_lagotricha30","Lagothrix_lagotricha",30,"Patterson et al. 2014","Stevenson 2000",
"Lagothrix lagothricha","dup","Lagothrix_lagotricha33","Lagothrix_lagotricha",33,"Patterson et al. 2014","Robinson & Janson 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Lagothrix lagothricha","ok","Lagothrix_lagotricha8","Lagothrix_lagotricha",8,"Patterson et al. 2014","Stevenson 2006","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lemur catta","ok","Lemur_catta15.3","Lemur_catta",15.3,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Lemur catta","ok","Lemur_catta18","Lemur_catta",18,"Wrangham et al. 1993","Clutton-Brock & Harvey 1977a",
"Lemur catta","ok","Lemur_catta17","Lemur_catta",17,"Smuts et al. 1987",,
"Lemur catta","ok","Lemur_catta17.2","Lemur_catta",17.2,"Dunbar 1991","Sussman 1977, Howarth et al 1986",
"Lemur catta","ok","Lemur_catta12","Lemur_catta",12,"Clutton-Brock & Harvey 1997",,
"Lemur catta","dup","Lemur_catta17","Lemur_catta",17,"Rowe 1996",,
"Lemur catta","ok","Lemur_catta15","Lemur_catta",15,"Kudo & Dunbar 2001","Jolly 1966; Oda 1996",
"Leontopithecus chrysomelas","ok","Leontopithecus_chrysomelas6.7","Leontopithecus_chrysomelas",6.7,"Rowe 1996",,
"Leontopithecus rosalia","ok","Leontopithecus_rosalia5","Leontopithecus_rosalia",5,"Smuts et al. 1987",,
"Leontopithecus rosalia","ok","Leontopithecus_rosalia5.8","Leontopithecus_rosalia",5.8,"Rowe 1996",,
"Lepilemur mustelinus","ok","Lepilemur_mustelinus2","Lepilemur_mustelinus",2,"Maclean et al. 2009","Kappeler and Heymann 1996, Kappeler 1997, Atsalis 2000, Fietz et al. 2000, Sterling and McCreless 2006, Eberle and Kappeler 2006, Lahann 2007a, and Rasoloharijaona et al. 2008",
"Lepilemur mustelinus","ok","Lepilemur_mustelinus1","Lepilemur_mustelinus",1,"Smuts et al. 1987",,
"Lepilemur mustelinus","dup","Lepilemur_mustelinus1","Lepilemur_mustelinus",1,"Clutton-Brock & Harvey 1997",,
"Lophocebus albigena","ok","Lophocebus_albigena14.4","Lophocebus_albigena",14.4,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Lophocebus albigena","ok","Lophocebus_albigena13","Lophocebus_albigena",13,"Smuts et al. 1987",,
"Lophocebus albigena","dup","Lophocebus_albigena14.4","Lophocebus_albigena",14.4,"Smuts et al. 1987",,
"Lophocebus albigena","ok","Lophocebus_albigena15","Lophocebus_albigena",15,"Smuts et al. 1987",,
"Lophocebus albigena","ok","Lophocebus_albigena16","Lophocebus_albigena",16,"Smuts et al. 1987",,
"Lophocebus albigena","ok","Lophocebus_albigena16.8","Lophocebus_albigena",16.8,"Smuts et al. 1987",,
"Lophocebus albigena","ok","Lophocebus_albigena17.3","Lophocebus_albigena",17.3,"Smuts et al. 1987",,
"Lophocebus albigena","ok","Lophocebus_albigena21","Lophocebus_albigena",21,"Smuts et al. 1987",,
"Lophocebus albigena","dup","Lophocebus_albigena15","Lophocebus_albigena",15,"Dunbar 1991","Struhsaker & Laland 1979",
"Lophocebus albigena","ok","Lophocebus_albigena17","Lophocebus_albigena",17,"Clutton-Brock & Harvey 1997",,
"Lophocebus albigena","dup","Lophocebus_albigena15","Lophocebus_albigena",15,"Rowe 1996",,
"Lophocebus albigena","ok","Lophocebus_albigena11","Lophocebus_albigena",11,"Patterson et al. 2014","Olupot et al. 1994","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lophocebus albigena","dup","Lophocebus_albigena11","Lophocebus_albigena",11,"Patterson et al. 2014","Olupot et al. 1994",
"Lophocebus albigena","ok","Lophocebus_albigena14","Lophocebus_albigena",14,"Patterson et al. 2014","Olupot et al. 1994","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lophocebus albigena","dup","Lophocebus_albigena14","Lophocebus_albigena",14,"Patterson et al. 2014","Olupot et al. 1994",
"Lophocebus albigena","ok","Lophocebus_albigena14.1","Lophocebus_albigena",14.1,"Patterson et al. 2014","Struhsaker 1975; Waser 1974 in Ham, 1994","Patterson et al. supplementary material; from Hill & Lee 1998"
"Lophocebus albigena","ok","Lophocebus_albigena14.3","Lophocebus_albigena",14.3,"Patterson et al. 2014","Waser 1977","Patterson et al. supplementary material; from Janson & Goldsmith 1995"
"Lophocebus albigena","dup","Lophocebus_albigena14.4","Lophocebus_albigena",14.4,"Patterson et al. 2014","Melnick & Pearl 1987","Patterson et al. supplementary material; from Chapman & Chapman 2000"
"Lophocebus albigena","ok","Lophocebus_albigena16.6","Lophocebus_albigena",16.6,"Patterson et al. 2014","Chalmers 1968","Patterson et al. supplementary material; from Beauchamp & Cabana 1990"
"Lophocebus albigena","dup","Lophocebus_albigena17","Lophocebus_albigena",17,"Patterson et al. 2014","Chalmers 1968, pers. comm.; Waser & Floody 1974; Waser 1977; Struhsaker 1975","Patterson et al. supplementary material; from Clutton-Brock & Harvey 1977b"
"Lophocebus albigena","dup","Lophocebus_albigena17","Lophocebus_albigena",17,"Patterson et al. 2014","Barrett, unpub. data.","Patterson et al. supplementary material; from Hill & Lee 1998"
"Lophocebus albigena","dup","Lophocebus_albigena17","Lophocebus_albigena",17,"Patterson et al. 2014","Chalmers 1968","Patterson et al. supplementary material; from Hill & Lee 1998"
"Lophocebus albigena","dup","Lophocebus_albigena17","Lophocebus_albigena",17,"Patterson et al. 2014","Olupot et al. 1994",
"Lophocebus albigena","ok","Lophocebus_albigena18","Lophocebus_albigena",18,"Patterson et al. 2014","Ham 1994",
"Lophocebus albigena","dup","Lophocebus_albigena18","Lophocebus_albigena",18,"Patterson et al. 2014","Arlet et al. 2009",
"Lophocebus albigena","ok","Lophocebus_albigena19","Lophocebus_albigena",19,"Patterson et al. 2014","Arlet et al. 2009",
"Lophocebus albigena","ok","Lophocebus_albigena19.8","Lophocebus_albigena",19.8,"Patterson et al. 2014","Ham 1994","Patterson et al. supplementary material; from Hill & Lee 1998"
"Lophocebus albigena","ok","Lophocebus_albigena25","Lophocebus_albigena",25,"Patterson et al. 2014","Chalmers 1968","Patterson et al. supplementary material; from Hill & Lee 1998"
"Lophocebus albigena","ok","Lophocebus_albigena27","Lophocebus_albigena",27,"Patterson et al. 2014","Waser 1977","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lophocebus albigena","ok","Lophocebus_albigena5","Lophocebus_albigena",5,"Patterson et al. 2014","Olupot et al. 1994",
"Lophocebus albigena","ok","Lophocebus_albigena6","Lophocebus_albigena",6,"Patterson et al. 2014","Waser 1977","Patterson et al. supplementary material; from Majolo et al. 2008"
"Lophocebus albigena","ok","Lophocebus_albigena9","Lophocebus_albigena",9,"Patterson et al. 2014","Arlet et al. 2009",
"Lophocebus aterrimus","ok","Lophocebus_aterrimus9.5","Lophocebus_aterrimus",9.5,"Rowe 1996",,
"Loris tardigradus","ok","Loris_tardigradus1","Loris_tardigradus",1,"Clutton-Brock & Harvey 1997",,
"Loris tardigradus","ok","Loris_tardigradus3","Loris_tardigradus",3,"Rowe 1996",,
"Macaca arctoides","ok","Macaca_arctoides22.5","Macaca_arctoides",22.5,"Rowe 1996",,
"Macaca arctoides","ok","Macaca_arctoides5","Macaca_arctoides",5,"Kudo & Dunbar 2001","Rhine & Kronenwetter 1972",
"Macaca assamensis","ok","Macaca_assamensis21.8","Macaca_assamensis",21.8,"Smuts et al. 1987",,
"Macaca assamensis","ok","Macaca_assamensis30","Macaca_assamensis",30,"Rowe 1996",,
"Macaca fascicularis","ok","Macaca_fascicularis27","Macaca_fascicularis",27,"Wrangham et al. 1993","Melnick & Pearl 1986",
"Macaca fascicularis","ok","Macaca_fascicularis18.2","Macaca_fascicularis",18.2,"Smuts et al. 1987",,
"Macaca fascicularis","dup","Macaca_fascicularis27","Macaca_fascicularis",27,"Smuts et al. 1987",,
"Macaca fascicularis","dup","Macaca_fascicularis27","Macaca_fascicularis",27,"Smuts et al. 1987",,
"Macaca fascicularis","ok","Macaca_fascicularis29.1","Macaca_fascicularis",29.1,"Smuts et al. 1987",,
"Macaca fascicularis","ok","Macaca_fascicularis29.8","Macaca_fascicularis",29.8,"Smuts et al. 1987",,
"Macaca fascicularis","ok","Macaca_fascicularis35.75","Macaca_fascicularis",35.75,"Smuts et al. 1987",,
"Macaca fascicularis","ok","Macaca_fascicularis23.8","Macaca_fascicularis",23.8,"Dunbar 1991","van Nordwijk 1985",
"Macaca fascicularis","ok","Macaca_fascicularis29","Macaca_fascicularis",29,"Rowe 1996",,
"Macaca fuscata","ok","Macaca_fuscata36.6","Macaca_fuscata",36.6,"Smuts et al. 1987",,
"Macaca fuscata","ok","Macaca_fuscata81","Macaca_fuscata",81,"Smuts et al. 1987",,
"Macaca fuscata","ok","Macaca_fuscata117","Macaca_fuscata",117,"Rowe 1996",,
"Macaca fuscata","ok","Macaca_fuscata24","Macaca_fuscata",24,"Kudo & Dunbar 2001","Furuichi 1985; H. Kudo, unpublished data;
Burton 1986; Oi 1988",
"Macaca mulatta","ok","Macaca_mulatta32","Macaca_mulatta",32,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta32.8","Macaca_mulatta",32.8,"Smuts et al. 1987",,
"Macaca mulatta","dup","Macaca_mulatta32.8","Macaca_mulatta",32.8,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta33.2","Macaca_mulatta",33.2,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta39","Macaca_mulatta",39,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta41","Macaca_mulatta",41,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta41.3","Macaca_mulatta",41.3,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta41.6","Macaca_mulatta",41.6,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta47.7","Macaca_mulatta",47.7,"Smuts et al. 1987",,
"Macaca mulatta","ok","Macaca_mulatta49.8","Macaca_mulatta",49.8,"Smuts et al. 1987",,
"Macaca mulatta","dup","Macaca_mulatta32","Macaca_mulatta",32,"Dunbar 1991","Teas et al 1980",
"Macaca mulatta","ok","Macaca_mulatta21.5","Macaca_mulatta",21.5,"Clutton-Brock & Harvey 1997",,
"Macaca mulatta","ok","Macaca_mulatta30","Macaca_mulatta",30,"Rowe 1996",,
"Macaca mulatta","ok","Macaca_mulatta13","Macaca_mulatta",13,"Patterson et al. 2014","Lindberg 1971","Patterson et al. supplementary material; from Majolo et al. 2008"
"Macaca mulatta","dup","Macaca_mulatta13","Macaca_mulatta",13,"Patterson et al. 2014","Makwana 1978",
"Macaca mulatta","ok","Macaca_mulatta18","Macaca_mulatta",18,"Patterson et al. 2014","Melnick 1981",
"Macaca mulatta","ok","Macaca_mulatta19","Macaca_mulatta",19,"Patterson et al. 2014","Makwana 1978",
