Species,Variable,Source,Value,priority
Sapajus apella,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sapajus apella,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,2.55e+09,9
Sapajus apella,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sapajus apella,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,29180,9
Sapajus apella,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sapajus apella,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,64980,9
Sapajus apella,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sapajus apella,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.237,9
Sapajus apella,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sapajus apella,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Herculano-Houzel et al., 2007",9
Sapajus apella,Species_Source,HerculanoHouzel_etal_2015_Table1,Cebus apella,9
Macaca radiata,Order,HerculanoHouzel_etal_2015_Table1,Primata,9
Macaca radiata,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,48.274,9
Macaca radiata,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1655707140,9
Macaca radiata,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,3808672860,9
Macaca radiata,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,34298,9
Macaca radiata,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,78897,9
Macaca radiata,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.3,9
Macaca radiata,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca radiata,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Gabi et al., 2010",9
Macaca radiata,Species_Source,HerculanoHouzel_etal_2015_Table1,Macaca radiata,9
Sus scrofa domesticus,Order,HerculanoHouzel_etal_2015_Table1,Artiodactyla,9
Sus scrofa domesticus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,42.404,9
Sus scrofa domesticus,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,307082404,9
Sus scrofa domesticus,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,3250251354,9
Sus scrofa domesticus,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,7276,9
Sus scrofa domesticus,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,77016,9
Sus scrofa domesticus,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,10.585,9
Sus scrofa domesticus,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Sus scrofa domesticus,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Kazu et al., 2014",9
Sus scrofa domesticus,Species_Source,HerculanoHouzel_etal_2015_Table1,Sus scrofa domesticus,9
Hydrochoerus hydrochaeris,Order,HerculanoHouzel_etal_2015_Table1,Glires,9
Hydrochoerus hydrochaeris,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,48.175,9
Hydrochoerus hydrochaeris,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,2.714,9
Hydrochoerus hydrochaeris,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,306501565,9
Hydrochoerus hydrochaeris,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,62726120,9
Hydrochoerus hydrochaeris,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,1847818435,9
Hydrochoerus hydrochaeris,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,512392109,9
Hydrochoerus hydrochaeris,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,6336,9
Hydrochoerus hydrochaeris,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,945,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,38117,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,8489,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,5.983,9
Hydrochoerus hydrochaeris,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,0.447,9
Hydrochoerus hydrochaeris,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Herculano-Houzel et al., 2006",9
Hydrochoerus hydrochaeris,Species_Source,HerculanoHouzel_etal_2015_Table1,Hydrochoerus hydrochaeris,9
Antidorcas marsupialis,Order,HerculanoHouzel_etal_2015_Table1,Artiodactyla,9
Antidorcas marsupialis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,68.806,9
Antidorcas marsupialis,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,396896159,9
Antidorcas marsupialis,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,4126259275,9
Antidorcas marsupialis,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,5768,9
Antidorcas marsupialis,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,59969,9
Antidorcas marsupialis,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,10.396,9
Antidorcas marsupialis,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Antidorcas marsupialis,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Kazu et al., 2014",9
Antidorcas marsupialis,Species_Source,HerculanoHouzel_etal_2015_Table1,Antidorcas marsupialis,9
Macaca mulatta,Order,HerculanoHouzel_etal_2015_Table1,Primata,9
Macaca mulatta,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,69.832,9
Macaca mulatta,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.71e+09,9
Macaca mulatta,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,5.27e+09,9
Macaca mulatta,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,24470,9
Macaca mulatta,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,75400,9
Macaca mulatta,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.082,9
Macaca mulatta,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Macaca mulatta,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Herculano-Houzel et al., 2007",9
Macaca mulatta,Species_Source,HerculanoHouzel_etal_2015_Table1,Macaca mulatta,9
Damaliscus pygargus phillipsi,Order,HerculanoHouzel_etal_2015_Table1,Artiodactyla,9
Damaliscus pygargus phillipsi,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,111.31,9
Damaliscus pygargus phillipsi,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,570673431,9
Damaliscus pygargus phillipsi,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,6762256227,9
Damaliscus pygargus phillipsi,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,5127,9
Damaliscus pygargus phillipsi,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,60760,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,11.851,9
Damaliscus pygargus phillipsi,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Damaliscus pygargus phillipsi,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Kazu et al., 2014",9
Damaliscus pygargus phillipsi,Species_Source,HerculanoHouzel_etal_2015_Table1,Damaliscus dorcas phillipsi,9
Papio cynocephalus,Order,HerculanoHouzel_etal_2015_Table1,Primata,9
Papio cynocephalus,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,120.214,9
Papio cynocephalus,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,2875028372,9
Papio cynocephalus,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,7569751628,9
Papio cynocephalus,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,23916,9
Papio cynocephalus,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,62969,9
Papio cynocephalus,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,2.633,9
Papio cynocephalus,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Papio cynocephalus,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Gabi et al., 2010",9
Papio cynocephalus,Species_Source,HerculanoHouzel_etal_2015_Table1,Papio anubis cynocephalus,9
Tragelaphus strepsiceros,Order,HerculanoHouzel_etal_2015_Table1,Artiodactyla,9
Tragelaphus strepsiceros,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,213.37,9
Tragelaphus strepsiceros,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,762567178,9
Tragelaphus strepsiceros,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,12302304448,9
Tragelaphus strepsiceros,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,3574,9
Tragelaphus strepsiceros,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,57657,9
Tragelaphus strepsiceros,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,16.133,9
Tragelaphus strepsiceros,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Tragelaphus strepsiceros,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Kazu et al., 2014",9
Tragelaphus strepsiceros,Species_Source,HerculanoHouzel_etal_2015_Table1,Tragelaphus strepsiceros,9
Giraffa camelopardalis,Order,HerculanoHouzel_etal_2015_Table1,Artiodactyla,9
Giraffa camelopardalis,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,398.808,9
Giraffa camelopardalis,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1730513460,9
Giraffa camelopardalis,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,27513706540,9
Giraffa camelopardalis,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,4339,9
Giraffa camelopardalis,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,68990,9
Giraffa camelopardalis,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,15.9,9
Giraffa camelopardalis,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Giraffa camelopardalis,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Kazu et al., 2014",9
Giraffa camelopardalis,Species_Source,HerculanoHouzel_etal_2015_Table1,Giraffa camelopardalis,9
Homo sapiens,Order,HerculanoHouzel_etal_2015_Table1,Primata,9
Homo sapiens,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,1232.93,9
Homo sapiens,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,233.68,9
Homo sapiens,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,1.634e+10,9
Homo sapiens,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,2.17e+09,9
Homo sapiens,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,6.084e+10,9
Homo sapiens,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,7.02e+09,9
Homo sapiens,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,13520,9
Homo sapiens,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,3636,9
Homo sapiens,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,49230,9
Homo sapiens,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,3755,9
Homo sapiens,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,3.723,9
Homo sapiens,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,0.675,9
Homo sapiens,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Azevedo et al., 2009",9
Homo sapiens,Species_Source,HerculanoHouzel_etal_2015_Table1,Homo sapiens,9
Loxodonta africana,Order,HerculanoHouzel_etal_2015_Table1,Afrotheria,9
Loxodonta africana,CerebralCortex_Mass.g,HerculanoHouzel_etal_2015_Table1,2847.594,9
Loxodonta africana,CerebralCortex_Mass.g_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_N.n,HerculanoHouzel_etal_2015_Table1,5593241033,9
Loxodonta africana,CerebralCortex_N.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_O.n,HerculanoHouzel_etal_2015_Table1,55698998687,9
Loxodonta africana,CerebralCortex_O.n_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_N.p.mg,HerculanoHouzel_etal_2015_Table1,1964,9
Loxodonta africana,CerebralCortex_N.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_O.p.mg,HerculanoHouzel_etal_2015_Table1,52721,9
Loxodonta africana,CerebralCortex_O.p.mg_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_O.p.N,HerculanoHouzel_etal_2015_Table1,26.844,9
Loxodonta africana,CerebralCortex_O.p.N_SD,HerculanoHouzel_etal_2015_Table1,NA,9
Loxodonta africana,CerebralCortex_Source,HerculanoHouzel_etal_2015_Table1,"Herculano-Houzel et al., 2014",9
Loxodonta africana,Species_Source,HerculanoHouzel_etal_2015_Table1,Loxodonta africana,9
Sorex fumeus,Order,HerculanoHouzel_etal_2015_Table2,Eulipotyphla,8
Sorex fumeus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.02,8
Sorex fumeus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.002,8
Sorex fumeus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,20870000,8
Sorex fumeus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,4660000,8
Sorex fumeus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,5290000,8
Sorex fumeus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,2120000,8
Sorex fumeus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,1038666,8
Sorex fumeus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,214440,8
Sorex fumeus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,258073,8
Sorex fumeus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,85510,8
Sorex fumeus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.253,8
Sorex fumeus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Sorex fumeus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Sarko et al., 2009",8
Sorex fumeus,Species_Source,HerculanoHouzel_etal_2015_Table2,Sorex fumeus,8
Blarina brevicauda,Order,HerculanoHouzel_etal_2015_Table2,Eulipotyphla,8
Blarina brevicauda,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.037,8
Blarina brevicauda,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.005,8
Blarina brevicauda,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,33430000,8
Blarina brevicauda,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,5821000,8
Blarina brevicauda,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,4410000,8
Blarina brevicauda,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1280000,8
Blarina brevicauda,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,919942,8
Blarina brevicauda,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,19721,8
Blarina brevicauda,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,118736,8
Blarina brevicauda,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,25620,8
Blarina brevicauda,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.132,8
Blarina brevicauda,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Blarina brevicauda,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Sarko et al., 2009",8
Blarina brevicauda,Species_Source,HerculanoHouzel_etal_2015_Table2,Blarina brevicauda,8
Heterocephalus glaber,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Heterocephalus glaber,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.048,8
Heterocephalus glaber,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.004,8
Heterocephalus glaber,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,15742270,8
Heterocephalus glaber,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,2849254,8
Heterocephalus glaber,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,5482730,8
Heterocephalus glaber,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1274352,8
Heterocephalus glaber,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,327280,8
Heterocephalus glaber,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,48331,8
Heterocephalus glaber,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,115748,8
Heterocephalus glaber,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,32952,8
Heterocephalus glaber,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.356,8
Heterocephalus glaber,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.106,8
Heterocephalus glaber,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2011",8
Heterocephalus glaber,Species_Source,HerculanoHouzel_etal_2015_Table2,Heterocephalus glaber,8
Mus musculus,Order,HerculanoHouzel_etal_2015_Table2,Glires,8
Mus musculus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.056,8
Mus musculus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.005,8
Mus musculus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,42219708,8
Mus musculus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,9277647,8
Mus musculus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,6947791,8
Mus musculus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1502773,8
Mus musculus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,746691,8
Mus musculus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,128541,8
Mus musculus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,123493,8
Mus musculus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,25715,8
Mus musculus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.165,8
Mus musculus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.017,8
Mus musculus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Herculano-Houzel et al., 2006",8
Mus musculus,Species_Source,HerculanoHouzel_etal_2015_Table2,Mus musculus,8
Amblysomus hottentotus,Order,HerculanoHouzel_etal_2015_Table2,Afrotheria,8
Amblysomus hottentotus,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.084,8
Amblysomus hottentotus,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Amblysomus hottentotus,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,34488379,8
Amblysomus hottentotus,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,3207000,8
Amblysomus hottentotus,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,8155621,8
Amblysomus hottentotus,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,813000,8
Amblysomus hottentotus,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,409687,8
Amblysomus hottentotus,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,18667,8
Amblysomus hottentotus,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,96849,8
Amblysomus hottentotus,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,5069,8
Amblysomus hottentotus,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.236,8
Amblysomus hottentotus,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,0.002,8
Amblysomus hottentotus,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Neves et al., 2014",8
Amblysomus hottentotus,Species_Source,HerculanoHouzel_etal_2015_Table2,Amblysomus hottentotus,8
Parascalops breweri,Order,HerculanoHouzel_etal_2015_Table2,Eulipotyphla,8
Parascalops breweri,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.102,8
Parascalops breweri,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.005,8
Parascalops breweri,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,100780000,8
Parascalops breweri,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,13850000,8
Parascalops breweri,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,7010000,8
Parascalops breweri,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,1100000,8
Parascalops breweri,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,997370,8
Parascalops breweri,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,173030,8
Parascalops breweri,Cerebellum_O.p.mg,HerculanoHouzel_etal_2015_Table2,68795,8
Parascalops breweri,Cerebellum_O.p.mg_SD,HerculanoHouzel_etal_2015_Table2,7910,8
Parascalops breweri,Cerebellum_O.p.N,HerculanoHouzel_etal_2015_Table2,0.07,8
Parascalops breweri,Cerebellum_O.p.N_SD,HerculanoHouzel_etal_2015_Table2,NA,8
Parascalops breweri,Cerebellum_Source,HerculanoHouzel_etal_2015_Table2,"Sarko et al., 2009",8
Parascalops breweri,Species_Source,HerculanoHouzel_etal_2015_Table2,Parascalops breweri,8
Condylura cristata,Order,HerculanoHouzel_etal_2015_Table2,Eulipotyphla,8
Condylura cristata,Cerebellum_Mass.g,HerculanoHouzel_etal_2015_Table2,0.138,8
Condylura cristata,Cerebellum_Mass.g_SD,HerculanoHouzel_etal_2015_Table2,0.012,8
Condylura cristata,Cerebellum_N.n,HerculanoHouzel_etal_2015_Table2,105920000,8
Condylura cristata,Cerebellum_N.n_SD,HerculanoHouzel_etal_2015_Table2,22100000,8
Condylura cristata,Cerebellum_O.n,HerculanoHouzel_etal_2015_Table2,19480000,8
Condylura cristata,Cerebellum_O.n_SD,HerculanoHouzel_etal_2015_Table2,6420000,8
Condylura cristata,Cerebellum_N.p.mg,HerculanoHouzel_etal_2015_Table2,776460,8
Condylura cristata,Cerebellum_N.p.mg_SD,HerculanoHouzel_etal_2015_Table2,181530,8
