Species,Body_Mass.g
Sciurus sanborni,136.0
Sciurus spadiceus,403.33
Sciurus stramineus,433.3
Sciurus variegatoides,485.0
Sciurus vulgaris,330.2
Sciurus yucatanensis,225.0
Scleronycteris ega,49.0
Scolomys melanops,26.5
Scolomys ucayalensis,26.5
Scoteanax rueppellii,26.41
Scotinomys teguina,11.25
Scotinomys xerampelinus,15.0
Scotoecus albigula,10.08
Scotoecus albofuscus,4.5
Scotoecus hindei,10.41
Scotoecus hirundo,9.34
Scotoecus pallidus,7.43
Scotomanes ornatus,21.8
Scotonycteris ophiodon,67.5
Scotonycteris zenkeri,21.09
Scotophilus borbonicus,18.0
Scotophilus celebensis,26.77
Scotophilus collinus,28.26
Scotophilus dinganii,24.715
Scotophilus heathii,33.815
Scotophilus kuhlii,20.165
Scotophilus leucogaster,20.23
Scotophilus nigrita,101.0
Scotophilus nucella,28.26
Scotophilus nux,30.0
Scotophilus robustus,26.03
Scotophilus viridis,19.6
Scotorepens balstoni,11.92
Scotorepens greyii,10.0
Scotorepens orion,11.83
Scotorepens sanborni,8.615
Scotozous dormeri,6.795
Sekeetamys calurus,55.25
Selevinia betpakdalaensis,28.0
Semnopithecus ajax,14470.583
Semnopithecus dussumieri,10552.656
Semnopithecus entellus,12533.0
Semnopithecus hector,10752.0
Semnopithecus hypoleucos,10078.325
Semnopithecus priam,8613.143
Semnopithecus schistaceus,14888.0
Setifer setosus,247.083
Setonix brachyurus,3500.0
Sicista armenica,6.53
Sicista betulina,8.0
Sicista caucasica,10.0
Sicista caudata,11.2
Sicista concolor,13.1
Sicista kazbegica,6.43
Sicista kluchorica,7.2
Sicista napaea,10.0
Sicista pseudonapaea,12.2
Sicista severtzovi,11.77
Sicista strandi,10.3
Sicista subtilis,11.75
Sicista tianshanica,10.3
Sigmodon alleni,179.0
Sigmodon alstoni,55.7
Sigmodon arizonae,198.0
Sigmodon fulviventer,214.0
Sigmodon hirsutus,130.37
Sigmodon hispidus,112.44
Sigmodon inopinatus,140.5
Sigmodon leucotis,135.5
Sigmodon mascotensis,120.0
Sigmodon ochrognathus,122.0
Sigmodon peruanus,127.32
Sigmodon planifrons,130.37
Sigmodon toltecus,130.37
Sigmodon zanjonensis,130.37
Sigmodontomys alfari,50.0
Sigmodontomys aphrastus,71.0
Simias concolor,7242.225
Sminthopsis aitkeni,22.5
Sminthopsis archeri,16.0
Sminthopsis bindi,15.25
Sminthopsis boullangerensis,19.89
Sminthopsis butleri,25.0
Sminthopsis crassicaudata,20.0
Sminthopsis dolichura,13.6
Sminthopsis douglasi,55.0
Sminthopsis fuliginosus,19.89
Sminthopsis gilberti,19.5
Sminthopsis granulipes,25.0
Sminthopsis griseoventer,17.5
Sminthopsis hirtipes,17.0
Sminthopsis leucopus,24.25
Sminthopsis longicaudata,18.0
Sminthopsis macroura,20.0
Sminthopsis murina,17.0
Sminthopsis ooldea,11.0
Sminthopsis psammophila,33.5
Sminthopsis virginiae,40.625
Sminthopsis youngsoni,10.1
Solenodon arredondoi,764.85
Solenodon cubanus,650.0
Solenodon marcanoi,764.85
Solenodon paradoxus,900.0
Solisorex pearsoni,10.3
Solomys ponceleti,1000.0
Solomys salamonis,408.8
Solomys salebrosus,397.0
Solomys sapientis,402.48
Solomys spriggsarum,630.08
Sommeromys macrorhinos,71.33
Sorex alaskanus,14.0
Sorex alpinus,7.8
Sorex antinorii,6.05
Sorex araneus,10.28
Sorex arcticus,8.175
Sorex arizonae,2.4
Sorex arunchi,6.05
Sorex asper,7.95
Sorex averini,6.05
Sorex bairdi,8.33
Sorex bedfordiae,6.6
Sorex bendirii,16.1
Sorex buchariensis,4.61
Sorex caecutiens,5.38
Sorex camtschatica,6.05
Sorex cansulus,6.05
Sorex cinereus,5.9
Sorex coronatus,9.6
Sorex cylindricauda,6.05
Sorex daphaenodon,6.79
Sorex dispar,5.0
Sorex emarginatus,7.0
Sorex excelsus,6.79
Sorex fumeus,8.133
Sorex gaspensis,2.89
Sorex gracillimus,5.06
Sorex granarius,6.28
Sorex haydeni,3.5
Sorex hosonoi,3.25
Sorex hoyi,2.815
Sorex isodon,9.35
Sorex jacksoni,3.5
Sorex kozlovi,6.05
Sorex leucogaster,4.83
Sorex longirostris,3.58
Sorex lyelli,5.0
Sorex macrodon,7.0
Sorex maritimensis,6.05
Sorex merriami,5.9
Sorex milleri,7.0
Sorex minutissimus,2.51
Sorex minutus,5.124
Sorex mirabilis,15.0
Sorex monticolus,5.775
Sorex nanus,2.4
Sorex neomexicanus,6.05
Sorex oreopolus,7.0
Sorex orizabae,6.05
Sorex ornatus,4.995
Sorex pacificus,6.71
Sorex palustris,14.6
Sorex planiceps,6.05
Sorex portenkoi,4.83
Sorex preblei,3.1
Sorex pribilofensis,6.05
Sorex raddei,10.0
Sorex roboratus,9.12
Sorex samniticus,8.25
Sorex satunini,7.47
Sorex saussurei,4.65
Sorex sclateri,7.0
Sorex shinto,6.0
Sorex sinalis,9.43
Sorex sonomae,8.3
Sorex stizodon,7.0
Sorex tenellus,3.75
Sorex thibetanus,6.05
Sorex trowbridgii,4.55
Sorex tundrensis,7.73
Sorex ugyunak,3.6
Sorex unguiculatus,9.9
Sorex vagrans,5.6
Sorex ventralis,7.0
Sorex veraecrucis,6.05
Sorex veraepacis,7.5
Sorex volnuchini,4.61
Sorex yukonicus,6.05
Soriculus nigrescens,14.0
Sotalia fluviatilis,51120.0
Sousa chinensis,280000.0
Sousa teuszii,100000.0
Spalacopus cyanus,110.25
Spalax arenarius,520.0
Spalax carmeli,295.05
Spalax ehrenbergi,180.675
Spalax galili,295.05
Spalax giganteus,301.96
Spalax golani,295.05
Spalax graecus,316.04
Spalax judaei,295.05
Spalax leucodon,155.335
Spalax microphthalmus,470.0
Spalax nehringi,295.05
Spalax uralensis,295.05
Spalax zemni,316.28
Spelaeomys florensis,71.33
Speothos venaticus,5994.99
Spermophilopsis leptodactylus,547.5
Spermophilus adocetus,140.26
Spermophilus alashanicus,233.88
Spermophilus annulatus,500.0
Spermophilus armatus,342.05
Spermophilus atricapillus,489.25
Spermophilus beecheyi,571.7
Spermophilus beldingi,263.7
Spermophilus brevicauda,284.72
Spermophilus brunneus,208.4
Spermophilus canus,213.425
Spermophilus citellus,289.25
Spermophilus columbianus,479.4
Spermophilus dauricus,192.55
Spermophilus elegans,380.35
Spermophilus erythrogenys,302.905
Spermophilus franklinii,403.025
Spermophilus fulvus,658.0
Spermophilus lateralis,179.925
Spermophilus madrensis,213.25
Spermophilus major,402.035
Spermophilus mexicanus,232.07
Spermophilus mohavensis,172.0
Spermophilus mollis,141.25
Spermophilus musicus,210.36
Spermophilus pallidicauda,284.72
Spermophilus parryii,611.395
Spermophilus perotensis,140.0
Spermophilus pygmaeus,185.6
Spermophilus ralli,284.72
Spermophilus relictus,470.25
Spermophilus richardsonii,368.75
Spermophilus saturatus,231.35
Spermophilus spilosoma,110.85
Spermophilus suslicus,235.1
Spermophilus tereticaudus,144.9
Spermophilus townsendii,181.25
Spermophilus tridecemlineatus,650.0
Spermophilus undulatus,758.65
Spermophilus variegatus,697.395
Spermophilus washingtoni,197.0
Spermophilus xanthoprymnus,278.785
Sphaerias blanfordi,28.84
Sphaeronycteris toxophyllum,16.865
Sphiggurus ichillus,1242.24
Sphiggurus insidiosus,1000.0
Sphiggurus melanurus,1900.0
Sphiggurus mexicanus,2000.0
Sphiggurus pruinosus,1242.24
Sphiggurus roosmalenorum,1242.24
Sphiggurus spinosus,750.79
Sphiggurus vestitus,736.0
Sphiggurus villosus,1750.01
Spilocuscus kraemeri,3541.195
Spilocuscus maculatus,4460.875
Spilocuscus papuensis,5535.39
Spilocuscus rufoniger,6000.0
Spilogale angustifrons,334.37
Spilogale aquaticus,283.08
Spilogale gracilis,443.25
Spilogale putorius,333.5
Spilogale pygmaea,235.0
Squirrel monkey,858.75
Srilankamys ohiensis,79.25
Steatomys bocagei,27.5
Steatomys caurinus,44.75
Steatomys cuppedius,28.39
Steatomys jacksoni,28.4
Steatomys krebsii,20.67
Steatomys opimus,40.0
Steatomys parvus,8.85
Steatomys pratensis,48.0
Stenella attenuata,61507.265
Stenella clymene,68000.0
Stenella coeruleoalba,99700.0
Stenella frontalis,110000.0
Stenella longirostris,42050.0
Steno bredanensis,126915.45
Stenocephalemys albipes,52.81
Stenocephalemys albocaudata,144.0
Stenocephalemys griseicauda,85.75
Stenocephalemys ruppi,48.99
Stenoderma rufum,20.65
Stochomys longicaudatus,70.95
Strigocuscus celebensis,500.0
Strigocuscus pelengensis,745.5
Sturnira aratathomasi,48.63
Sturnira bidens,17.55
Sturnira bogotensis,20.8
Sturnira erythromos,15.1
Sturnira lilium,18.885
Sturnira ludovici,23.46
Sturnira luisi,21.0
Sturnira magna,21.66
Sturnira mistratensis,22.27
Sturnira mordax,25.08
Sturnira nana,18.47
Sturnira oporaphilum,21.99
Sturnira thomasi,21.66
Sturnira tildae,24.02
Styloctenium wallacei,173.0
Stylodipus andrewsi,61.97
Stylodipus sungorus,61.96
Stylodipus telum,55.0
Subgenus Callithrix,328.8
Subgenus Cebuella,99.5
Subgenus Torquatus,1134.176
Suncus aequatorius,7.15
Suncus ater,11.1
Suncus dayi,9.43
Suncus etruscus,2.185
Suncus fellowesgordoni,7.64
Suncus hosei,7.64
Suncus infinitesimus,3.0
Suncus lixus,4.9
Suncus madagascariensis,3.5
Suncus malayanus,5.0
Suncus megalura,5.38
Suncus mertensi,7.95
Suncus montanus,18.0
Suncus murinus,34.8
Suncus remyi,1.75
Suncus stoliczkanus,9.43
Suncus varilla,5.0
Suncus zeylanicus,29.8
Sundamys infraluteus,418.5
Sundamys maxi,361.0
Sundamys muelleri,293.635
Sundasciurus brookei,115.5
Sundasciurus davensis,165.02
Sundasciurus fraterculus,155.51
Sundasciurus hippurus,406.25
Sundasciurus hoogstraali,159.18
Sundasciurus jentinki,76.0
Sundasciurus juvencus,159.09
Sundasciurus lowii,87.5
Sundasciurus mindanensis,164.46
Sundasciurus moellendorffi,252.0
Sundasciurus philippinensis,244.0
Sundasciurus rabori,163.0
Sundasciurus samarensis,225.0
Sundasciurus steerii,252.0
Sundasciurus tenuis,73.75
Surdisorex norae,9.0
Surdisorex polulus,13.8
Suricata suricatta,725.25
Sus ahoenobarbus,73569.74
Sus barbatus,96666.67
Sus bucculentus,81648.19
Sus cebifrons,190792.3
Sus celebensis,55000.0
Sus oliveri,73569.74
Sus philippensis,190792.3
Sus salvanius,7718.0
Sus scrofa,90000.0
Sus scrofa domesticus,116800.0
Sus verrucosus,81250.0
Swanscombe,65600.0
Syconycteris australis,16.47
Syconycteris carolinae,39.0
Syconycteris hobbit,18.29
Sylvicapra grimmia,16062.395
Sylvilagus aquaticus,2135.8
Sylvilagus audubonii,841.065
Sylvilagus bachmani,677.825
Sylvilagus brasiliensis,694.495
Sylvilagus cognatus,1218.45
Sylvilagus cunicularius,2999.99
Sylvilagus dicei,1343.35
Sylvilagus floridanus,1104.395
Sylvilagus graysoni,964.01
Sylvilagus insonus,2999.99
Sylvilagus mansuetus,811.92
Sylvilagus nuttallii,755.09
Sylvilagus obscurus,1218.45
Sylvilagus palustris,1500.0
Sylvilagus robustus,1218.45
Sylvilagus transitionalis,656.7
Sylvilagus varynaensis,1218.45
Sylvisorex camerunensis,5.83
Sylvisorex granti,3.8
Sylvisorex howelli,4.32
Sylvisorex isabellae,9.99
Sylvisorex johnstoni,3.17
Sylvisorex konganensis,5.15
Sylvisorex lunaris,18.5
Sylvisorex morio,9.99
Sylvisorex ollula,13.2
Sylvisorex oriundus,9.99
Sylvisorex pluvialis,5.83
Sylvisorex vulcanorum,3.5
Symphalangus syndactylus,11295.0
Synaptomys borealis,21.3
Synaptomys cooperi,27.86
Syncerus caffer,622721.34
Syntheosciurus brochus,132.84
Tachyglossus aculeatus,4200.0
Tachyoryctes ankoliae,309.95
Tachyoryctes annectens,309.95
Tachyoryctes audax,235.0
Tachyoryctes daemon,309.95
Tachyoryctes ibeanus,309.95
Tachyoryctes macrocephalus,596.99
Tachyoryctes naivashae,309.95
Tachyoryctes rex,309.95
Tachyoryctes ruandae,309.95
Tachyoryctes ruddi,309.95
Tachyoryctes spalacinus,309.95
Tachyoryctes splendens,223.125
Tachyoryctes storeyi,309.95
Tadarida aegyptiaca,17.24
Tadarida australis,31.8
Tadarida brasiliensis,12.49
Tadarida cynocephala,1300.0
Tadarida fulminans,35.28
Tadarida insignis,23.55
Tadarida kuboriensis,26.8
Tadarida latouchei,23.55
Tadarida lobata,23.62
Tadarida teniotis,27.04
Tadarida ventralis,23.62
Taeromys arcuatus,227.0
Taeromys callitrichus,271.0
Taeromys celebensis,323.0
Taeromys hamatus,196.0
Taeromys microbullatus,225.86
Taeromys punicans,138.0
Taeromys taerae,247.0
Talpa altaica,85.0
Talpa caeca,92.5
Talpa caucasica,90.0
Talpa davidiana,80.28
Talpa europaea,76.0
Talpa levantis,90.0
Talpa occidentalis,53.5
Talpa romana,92.5
Talpa stankovici,71.12
Tamandua mexicana,4209.98
Tamandua tetradactyla,4938.03
Tamias alpinus,36.55
Tamias amoenus,50.65
Tamias bulleri,100.0
Tamias canipes,70.4
Tamias cinereicollis,61.7
Tamias dorsalis,66.65
Tamias durangae,85.0
Tamias merriami,74.8
Tamias minimus,90.285
Tamias obscurus,73.0
Tamias ochrogenys,91.7
Tamias palmeri,65.1
Tamias panamintinus,51.75
Tamias quadrimaculatus,83.775
Tamias quadrivittatus,62.25
Tamias ruficaudus,68.0
Tamias rufus,53.6
Tamias senex,89.35
Tamias sibiricus,85.0
Tamias siskiyou,75.0
Tamias sonomae,75.0
Tamias speciosus,60.95
Tamias striatus,100.0
Tamias townsendii,82.09
Tamias umbrinus,63.0
Tamiasciurus douglasii,225.0
Tamiasciurus hudsonicus,195.035
Tamiasciurus mearnsi,231.58
Tamiops maritimus,70.33
Tamiops mcclellandii,42.42
Tamiops rodolphii,64.95
Tamiops swinhoei,85.0
Tapecomys primus,62.33
Taphozous achates,26.96
Taphozous australis,22.9
Taphozous georgianus,27.66
Taphozous hamiltoni,22.0
Taphozous hildegardeae,28.525
Taphozous hilli,22.0
Taphozous kapalgensis,26.0
Taphozous longimanus,25.06
Taphozous mauritianus,28.175
Taphozous melanopogon,24.32
Taphozous nudiventris,30.07
Taphozous perforatus,27.33
Taphozous theobaldi,39.8
Taphozous troughtoni,26.96
Tapirus,250000.0
Tapirus bairdii,202680.24
Tapirus indicus,269486.397
Tapirus pinchaque,148949.83
Tapirus terrestris,178999.183
Tarsipes rostratus,9.0
Tarsius,120.0
Tarsius bancanus,107.825
Tarsius dentatus,111.98
Tarsius pelengensis,165.0
Tarsius pumilus,27.5
Tarsius sangirensis,165.0
Tarsius sp.,125.0
Tarsius spectrum,173.0
Tarsius syrichta,87.5
Tarsius tarsier,126.108
Tarsomys apoensis,75.0
Tarsomys echinatus,96.2
Tasmacetus shepherdi,2500000.0
Tateomys macrocercus,42.7
Tateomys rhinogradoides,82.8
Tatera indica,153.005
Taterillus arenarius,47.0
Taterillus congicus,45.12
Taterillus emini,52.0
Taterillus gracilis,48.0
Taterillus harringtoni,51.4
Taterillus lacustris,47.24
Taterillus petteri,50.8
Taterillus pygargus,60.2
Taterillus tranieri,51.4
Taurotragus derbianus,790000.0
Taurotragus oryx,484996.815
Taxidea taxus,7266.275
Tayassu pecari,32233.51
Tenrec ecaudatus,833.429
Tetracerus quadricornis,19000.0
Thallomys loringi,66.45
Thallomys nigricauda,124.7
Thallomys paedulcus,79.1
Thallomys shortridgei,67.17
Thalpomys cerradensis,24.0
Thalpomys lasiotis,24.0
Thamnomys kempi,75.0
Thamnomys major,68.12
Thamnomys venustus,61.88
Thaptomys nigrita,19.9
Theropithecus gelada,14171.0
Thomasomys apeco,76.23
Thomasomys aureus,88.0
Thomasomys baeops,77.0
Thomasomys bombycinus,114.5
Thomasomys caudivarius,76.23
Thomasomys cinereiventer,77.0
Thomasomys cinereus,77.0
Thomasomys cinnameus,76.23
Thomasomys daphne,77.0
Thomasomys eleusis,77.0
Thomasomys erro,76.23
Thomasomys gracilis,77.0
Thomasomys hudsoni,76.23
Thomasomys hylophilus,77.0
Thomasomys incanus,77.0
Thomasomys ischyrus,77.0
Thomasomys kalinowskii,77.0
Thomasomys ladewi,77.0
Thomasomys laniger,35.5
Thomasomys macrotis,76.23
Thomasomys monochromos,77.0
Thomasomys niveipes,77.0
Thomasomys notatus,77.0
Thomasomys onkiro,76.23
Thomasomys oreas,77.0
Thomasomys paramorum,77.0
Thomasomys popayanus,76.23
Thomasomys praetor,76.23
Thomasomys pyrrhonotus,77.0
Thomasomys rhoadsi,77.0
Thomasomys rosalinda,77.0
Thomasomys silvestris,77.0
Thomasomys taczanowskii,77.0
Thomasomys ucucha,76.23
Thomasomys vestitus,76.5
Thomasomys vulcani,76.23
Thomomys bottae,138.85
Thomomys bulbivorus,351.95
Thomomys clusius,58.0
Thomomys idahoensis,67.0
Thomomys mazama,75.0
Thomomys monticola,80.0
Thomomys talpoides,117.865
Thomomys townsendii,263.35
Thomomys umbrinus,166.0
Thoopterus nigrescens,60.4
Thrichomys apereoides,339.0
Thrichomys inermis,339.0
Thrichomys pachyurus,339.0
Thryonomys gregorianus,2707.14
Thryonomys swinderianus,2402.51
Thylacinus cynocephalus,29500.0
Thylamys cinderella,24.41
Thylamys elegans,26.95
Thylamys karimii,24.41
Thylamys macrurus,34.43
Thylamys pallidior,17.8
Thylamys pusillus,28.21
Thylamys sponsorius,24.41
Thylamys tatei,24.41
Thylamys velutinus,20.7
Thylamys venustus,24.41
Thylogale billardierii,5450.0
Thylogale browni,5478.0
Thylogale brunii,3620.0
Thylogale calabyi,4326.13
Thylogale lanatus,4758.79
Thylogale stigmatica,4600.0
Thylogale thetis,5400.0
Thyroptera discifera,3.1
Thyroptera lavali,3.67
Thyroptera tricolor,4.43
Tlacuatzin canescens,47.73
Tokudaia muenninki,177.4
Tokudaia osimensis,129.6
Tolypeutes matacus,1200.0
Tolypeutes tricinctus,1487.0
Tomopeas ravus,2.54
Tonatia bidens,28.305
Tonatia saurophila,30.0
Trachops cirrhosus,37.06
Trachypithecus auratus,7908.333
Trachypithecus barbei,8516.46
Trachypithecus cristatus,6715.919
Trachypithecus cristatus group,6438.4
Trachypithecus delacouri,8358.23
Trachypithecus ebenus,8516.46
Trachypithecus francoisi,8002.75
Trachypithecus geei,9375.0
Trachypithecus germaini,7793.98
Trachypithecus hatinhensis,8608.23
Trachypithecus johnii,11580.25
Trachypithecus laotum,8516.46
Trachypithecus obscurus,7900.0
Trachypithecus obscurus group,7118.595
Trachypithecus phayrei,7642.727
Trachypithecus pileatus,11224.375
Trachypithecus pileatus group,11793.5
Trachypithecus poliocephalus,8445.487
Trachypithecus shortridgei,8516.46
Trachypithecus vetulus,7035.0
Trachypithecus vetulus group,6940.0
Tragelaphus angasii,111800.21
Tragelaphus buxtoni,247500.38
Tragelaphus eurycerus,291001.555
Tragelaphus imberbis,113287.775
Tragelaphus scriptus,43737.695
Tragelaphus spekii,59999.585
Tragelaphus strepsiceros,229389.362
Tragulus javanicus,2406.0
Tragulus kanchil,3706.24
Tragulus napu,3730.0
Tragulus nigricans,3706.24
Tragulus versicolor,3706.24
Tragulus williamsoni,3706.24
Tree shrew,173.923
Tremarctos ornatus,140000.63
Triaenops auritus,8.6
Triaenops furculus,5.56
Triaenops persicus,13.14
Triaenops rufus,9.1
Trichechus inunguis,480000.0
Trichechus manatus,662111.0
Trichechus senegalensis,454000.0
Trichosurus arnhemensis,1300.0
Trichosurus caninus,3200.0
Trichosurus cunninghami,2293.08
Trichosurus johnstonii,2293.08
Trichosurus vulpecula,3016.0
Trichys fasciculata,1607.5
Trinil 2/Pith I,61800.0
Trinomys albispinus,284.99
Trinomys dimidiatus,167.6
Trinomys eliasi,200.0
Trinomys gratiosus,235.59
Trinomys iheringi,220.39
Trinomys mirapitanga,235.59
Trinomys moojeni,235.59
Trinomys myosuros,284.99
Trinomys paratus,235.59
Trinomys setosus,284.99
Trinomys yonenagae,235.59
Trinycteris nicefori,8.25
Trogopterus xanthipes,744.94
Tryphomys adustus,136.47
Tscherskia triton,202.595
Tupaia belangeri,104.0
Tupaia chrysogaster,131.08
Tupaia dorsalis,265.0
Tupaia glis,164.444
Tupaia gracilis,74.58
Tupaia javanica,92.5
Tupaia longipes,168.05
Tupaia minor,95.0
Tupaia moellendorffi,150.45
Tupaia montana,199.0
Tupaia nicobarica,170.25
Tupaia palawanensis,168.05
Tupaia picta,147.5
Tupaia splendidula,160.0
Tupaia tana,190.08
Tursiops aduncus,158075.0
Tursiops truncatus,150307.5
Tylomys bullaris,280.0
Tylomys fulviventer,170.53
Tylomys mirae,183.6
Tylomys nudicaudus,100.0
Tylomys panamensis,200.0
Tylomys tumbalensis,280.0
Tylomys watsoni,240.0
Tylonycteris pachypus,4.09
Tylonycteris robustula,7.61
Tympanoctomys barrerae,70.0
Typhlomys cinereus,31.2
Uncia uncia,38333.5
Uranomys ruddi,37.015
Urocyon cinereoargenteus,3791.36
Urocyon littoralis,1896.0
Uroderma bilobatum,16.16
Uroderma magnirostrum,16.85
Urogale everetti,275.0
Uromys anak,664.5
Uromys boeadii,521.53
Uromys caudimaculatus,606.75
Uromys emmae,521.53
Uromys hadrourus,194.0
Uromys imperator,1000.0
Uromys neobritannicus,612.49
Uromys porculus,521.53
Uromys rex,420.0
Uromys siebersi,521.53
Uropsilus andersoni,25.53
Uropsilus gracilis,25.53
Uropsilus investigator,25.53
Uropsilus soricipes,16.0
Urotrichus talpoides,45.0
Ursus americanus,78813.12
Ursus arctos,169276.863
Ursus maritimus,354522.292
Ursus thibetanus,73680.0
Vampyressa bidens,11.6
Vampyressa brocki,10.0
Vampyressa melissa,16.3
Vampyressa nymphaea,11.8
Vampyressa pusilla,8.59
Vampyressa thyone,7.17
Vampyrodes caraccioli,37.2
Vampyrum spectrum,174.325
Vandeleuria nilagirica,23.79
Vandeleuria nolthenii,56.6
Vandeleuria oleracea,10.0
Varecia rubra,3300.0
Varecia variegata,3177.333
Varecia variegata rubra,3575.0
Vernaya fulva,24.85
Vespadelus baverstocki,4.8
Vespadelus caurinus,3.1
Vespadelus darlingtoni,6.06
Vespadelus douglasorum,4.99
Vespadelus finlaysoni,4.64
Vespadelus pumilus,5.425
Vespadelus regulus,5.05
Vespadelus troughtoni,4.64
Vespadelus vulturnus,3.77
Vespertilio murinus,26.0
Vespertilio sinensis,24.3
Vicugna pacos,44400.0
Vicugna vicugna,46857.305
Viverra civettina,10646.905
Viverra megaspila,8875.0
Viverra tangalunga,5797.5
Viverra zibetha,9000.0
Viverricula indica,2784.215
Voalavo gymnocaudus,50.88
Volemys millicens,49.02
Volemys musseri,42.5
Vombatus ursinus,26000.0
Vormela peregusna,449.19
Vulpes bengalensis,2493.0
Vulpes cana,936.85
Vulpes chama,2955.01
Vulpes corsac,2400.0
Vulpes ferrilata,5000.0
Vulpes lagopus,3499.685
Vulpes macrotis,4499.97
Vulpes pallida,3200.005
Vulpes rueppellii,2749.985
Vulpes velox,2271.255
Vulpes vulpes,4645.82
Vulpes zerda,1034.5
Wallabia bicolor,15000.0
Wiedomys pyrrhorhinos,46.7
Wilfredomys oenax,46.8
Wyulda squamicaudata,1675.0
Xenomys nelsoni,130.0
Xenuromys barbatus,1000.0
Xeromys myoides,41.0
Xerus erythropus,612.45
Xerus inauris,464.5
Xerus princeps,636.0
Xerus rutilus,317.5
Zaedyus pichiy,1560.0
Zaglossus attenboroughi,8532.39
Zaglossus bartoni,7180.0
Zaglossus bruijni,8863.737
Zalophus californianus,103666.667
Zalophus japonicus,80000.0
Zalophus wollebaeki,119000.0
Zapus hudsonius,17.295
Zapus princeps,26.75
Zapus trinotatus,27.5
Zelotomys hildegardeae,60.0
Zelotomys woosnami,54.1
Zenkerella insignis,200.0
Zh Loc E /III,61800.0
Zhoukoudian Locus LI,61800.0
Ziphius cavirostris,3524000.001
Zygodontomys brevicauda,52.23
Zygodontomys brunneus,75.6
Zygogeomys trichopus,522.5
Zyzomys argurus,36.0
Zyzomys maini,94.0
Zyzomys palatilis,123.0
Zyzomys pedunculatus,100.0
Zyzomys woodwardi,136.0
east-central group,14742.0
northern group,16178.5
scutisorexãsomereni,91.5
southern group,10134.316
