"Species Name"	"Species name adjusted to 10kTrees"	"Species name in Perelman tree"	"Subfamily"	"Family"	"Terrestriality"	"logECV"	"logBodyMass"	"logInsects"	"logFruit"	"logLeaves"	"logCombiGroupSize"	"logHRS"	"Diurnality"	"ECV"	"N ECV"	"Sex ECV"	"Source ECV"	"Body mass"	"N Body mass"	"Sex Body mass"	"Source Body mass"	"Original source Body mass"	"%animal prey"	"%fruit"	"% seeds"	"%fruit and seeds"	"%nectar"	"%flowers"	"%nectar and flowers"	"% reproductive plant parts (fruits, flowers and nectar)"	"%gum"	"%leaves"	"%young leaves"	"%mature leaves"	"%nonreproctive plant parts (gum and leaves, bark etc.)"	"%other"	"sum"	"Calculation"	"Source diet composition"	"Sleeping group size"	"Remarks Sleeping group size"	"Foraging Group size: mean"	"Group size: range"	"Group size combined"	"Source group size"	"Day range (m)"	"male Home range (HR) size: mean (ha)"	"female Home range size: mean"	"HR size average"	"HR range"	"Source Home range size"
"Chiropotes_utahickae"	"Chiropotes_utahickae"	"Chiropotes_utahickae"	NA	"Pitheciidae"	0	NA	NA	-0.455931955649724	1.38649896555065	0.204119982655925	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	24.35	55.9	80.25	NA	17.75	17.75	98	NA	1.6	1.6	0	1.6	0	99.95	"average"	"Santos 2002, Vierira 2005 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Chlorocebus_aethiops"	"Chlorocebus_aethiops"	"Chlorocebus_aethiops"	"Cercopithecinae"	"Cercopithecidae"	1	1.76527337215567	3.55337322004407	NA	NA	NA	0.959041392321094	NA	1	58.2469745350796	27	"fem"	"van Woerden compilation"	3575.8	30	"fem"	"van Woerden compilation"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Whitten 1983, Wrangham 1981 in ATWP 2012 refer to C. pygetythrus!"	NA	NA	"9.1"	"3 to 22"	9.1	"Zinner et al. 2002 (Eritrea) in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Chlorocebus_djamdjamensis"	"Chlorocebus_djamdjamensis"	"Chlorocebus_djamdjamensis"	"Cercopithecinae"	"Cercopithecidae"	0	NA	NA	0.361727836017593	0.982271233039568	1.91009054559407	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	9.6	NA	9.6	NA	3.1	3.1	12.7	NA	81.3	80.2	1.1	81.3	3.7	100	"single study"	"Mekonnen 2010 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Chlorocebus_pygerythrus"	"Chlorocebus_pygerythrus"	"Chlorocebus_pygerythrus"	"Cercopithecinae"	"Cercopithecidae"	NA	1.7775714568324	3.55337322004407	1.18610837981321	0.952631025282746	0.97924477840938	1.43496788842781	1.61278385671974	1	59.919952005599	34	"fem"	"van Woerden compilation"	3575.8	30	"fem"	"van Woerden compilation (matching)"	"matching ECV"	15.35	8.96666666666667	10.0666666666667	19.0333333333333	NA	22.3333333333333	22.3333333333333	41.3666666666667	33.5	9.53333333333333	NA	NA	9.53333333333333	0.2	99.95	"average"	"Enstam and Isbell 07 review (Whitten 1983, Wrangham 1981 in ATWP 2012)"	NA	NA	"27.225000000000001"	"8 to 40"	27.225	"various in ATWP 2011"	NA	NA	NA	41	NA	NA
"Chlorocebus_sabaeus"	"Chlorocebus_sabaeus"	"Chlorocebus_sabaeus"	"Cercopithecinae"	"Cercopithecidae"	NA	1.76836287730835	3.568201724067	1.12057393120585	1.42488163663107	1.568201724067	1.17318626841227	2.17391433980141	1	58.662812036859	3	"fem"	"Isler et al. 2008"	3700	1	"fem"	"Isler et al. 2008 (matching)"	"matching ECV"	13.2	26.6	NA	26.6	NA	2.7	2.7	29.3	11.2	37	37	0	37	0.3	91	"single study"	"Galat 1977 in ATWP 2011"	NA	NA	"14.9"	"4 to 174"	14.9	"various in ATWP 2011 (Horrocks nnot included)"	NA	NA	NA	149.25	NA	NA
"Colobus_angolensis"	"Colobus_angolensis"	"Colobus_angolensis"	"Colobinae"	"Cercopithecidae"	0	1.85913829729453	3.87909587950007	NA	0.997095009356593	1.76697023048119	0.925999266456155	3.14783084994346	1	72.3	18	"female"	"Isler et al. 2008"	7570	11	"fem"	"Isler et al. 2008"	"Oates et al. 94, Colyn 94 in Smith and Jungers 1997"	0	9.93333333333333	25.675	35.6083333333333	NA	5.96	5.96	41.5683333333333	NA	58.475	23.9666666666667	18.0666666666667	58.475	0	100.043333333333	"average of four-five studies"	"lichen in adult leaves, Fashing 07 review"	NA	NA	"8.4333333333333336"	"2 to 300"	8.43333333333333	"Fashing 07 review"	NA	NA	NA	1405.5	NA	NA
"Colobus_guereza"	"Colobus_guereza"	"Colobus_guereza"	"Colobinae"	"Cercopithecidae"	0	1.85733183496853	3.87538789542715	0.176091259055681	1.39532639306935	1.7428232880419	0.970275334432402	1.20411998265592	1	71.9998903387377	32	"fem"	"van Woerden compilation"	7505.64285714286	14	"fem"	"van Woerden compilation (matching)"	"matching ECV"	1.5	24.85	14.35	39.2	NA	3.71666666666667	3.71666666666667	42.9166666666667	NA	55.3125	34.7666666666667	17.4	55.3125	0.3	100.029166666667	"average of 8 studies"	"ATWP 2011: Fashing"	NA	NA	"9.3384615384615373"	"3 to 23"	9.33846153846154	"Fashing 07 review"	NA	NA	NA	16	NA	NA
"Colobus_polykomos"	"Colobus_polykomos"	"Colobus_polykomos"	"Colobinae"	"Cercopithecidae"	0	1.8511072589132	3.82664854418927	NA	0.55110130708148	1.72427586960079	1.13353890837022	1.70329137811866	1	70.9753035995873	28	"fem"	"van Woerden compilation"	6708.85714285714	7	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	3.55714285714286	37.9428571428571	41.5	NA	3	3	44.5	NA	53	29	23	53	2.5	100	"average of two studies"	"ATWP 2011: DaSilva 1989, Korstjens 2001"	NA	NA	"13.6"	"11 to 19"	13.6	"Fashing 07 review"	NA	NA	NA	50.5	NA	NA
"Colobus_satanas"	"Colobus_satanas"	"Colobus_satanas"	"Colobinae"	"Cercopithecidae"	0	1.8561244442423	3.87040390527903	NA	0.636822097587174	1.53571596998551	1.13566260200007	2.26481782300954	1	71.8	4	"female"	"Isler et al. 2008"	7420	5	"fem"	"Isler et al. 2008"	"Malbrant&Maclatchy 49, Sabater Pi 73, Oates et al. 94 in Smith and Jungers 1997"	0	4.33333333333333	51.3333333333333	55.6666666666667	NA	6.66666666666667	6.66666666666667	62.3333333333333	NA	34.3333333333333	26.3333333333333	8	34.3333333333333	3.3	99.9666666666667	"average fo three studies"	"Fashing 07 review"	NA	NA	"13.666666666666666"	"7 to 25"	13.6666666666667	"Fashing 07 review"	NA	NA	NA	184	NA	NA
"Colobus_vellerosus"	"Colobus_vellerosus"	"Colobus_vellerosus"	"Colobinae"	"Cercopithecidae"	0	1.84883666145233	3.85853719756964	NA	1.02938377768521	1.89762709129044	1.18041263283832	1.45484486000851	1	70.6051957540316	8	"fem"	"van Woerden compilation"	7220	5	"fem"	"van Woerden compilation (matching)"	"matching ECV"	0	10.7	4	14.7	NA	6	6	20.7	NA	79	40	34	79	0.3	100	NA	"Saj 2007 in ATWP 2011"	NA	NA	"15.15"	"4 to 33"	15.15	"Fashing 07 review"	NA	NA	NA	28.5	NA	NA
"Daubentonia_madagascariensis"	"Daubentonia_madagascariensis"	"Daubentonia_madagascariensis"	NA	"Daubentoniidae"	0	1.65030409398014	3.41409552062349	1.47421626407626	NA	NA	0	2.01262635095405	0	44.6996470540466	11	"all individuals"	"Isler et al. 2008"	2594.75	20	"all individuals"	"Feistner & Sterling 1997"	"ATWP 2011"	29.8	0	46.2	46.2	NA	7	7	53.2	17	0	NA	NA	0	0	100	"single study"	"Sterling 1994"	1	NA	"1"	"sometimes up to 4"	1	"Gould and Sauther 07 review"	"1-2km f, 2.2-4.4km males"	"170.3"	35.6	102.95	NA	NA
"Erythrocebus_patas"	"Erythrocebus_patas"	"Erythrocebus_patas"	"Cercopithecinae"	"Cercopithecidae"	1	1.9423798696961	3.81291335664286	1.50560213294888	1.24303804868629	0.409369470452819	1.39794000867204	3.50514997831991	1	87.5749442857143	7	"fem"	"Isler et al. 2008"	6500	14	"fem"	"Isler et al. 2008"	"Galat-Luong 1996 in Smith&Jungers 1997"	32.0333333333333	17.5	7.23333333333333	24.7333333333333	NA	6.06666666666667	6.06666666666667	30.8	34.5666666666667	2.56666666666667	NA	NA	2.56666666666667	0	99.9666666666667	"average"	"Isbell 1998, Nakagawa 2000"	NA	NA	"25"	"7 to 54"	25	"diverse in ATWP 2011"	NA	NA	NA	3200	NA	NA
"Eulemur_albifrons"	"Eulemur_fulvus_albifrons"	"Eulemur_albifrons"	NA	"Lemuridae"	0	1.36209498390378	3.33870544430326	NA	1.7611381776878	0.91487181754005	0.8750612633917	1.11727129565576	1	23.019452173913	23	"all individuals"	"van Woerden compilation"	2181.25	10	"all individuals"	"Toborowski unpublished in ATWP 2011"	NA	NA	57.695	0.47	58.165	20.12	6.96	27.08	85.245	NA	8.22	4.675	3.545	8.22	6.53	99.995	"average"	"Vasey 2002, Toborowsky 2006"	NA	NA	"7.5"	"1 to22"	7.5	"Vasey 1997 and Toborowsky 2006 in ATWP 2011"	NA	"11.5"	11.3	13.1	NA	NA
"Eulemur_collaris"	"Eulemur_fulvus_collaris"	"Eulemur_collaris"	NA	"Lemuridae"	0	1.35955649827306	3.33112348784665	0.518513939877887	1.89431606268444	0.643452676486187	0.845098040014257	1.76863810124761	1	22.8852941176471	34	"all individuals"	"van Woerden compilation"	2143.5	21	"all individuals"	"Donati 2007 in ATWP 2011"	NA	3.3	78.4	NA	78.4	NA	14	14	92.4	NA	4.4	3.2	1.2	4.4	NA	100.1	"single study"	"Donati 2007 in ATWP 2011"	NA	NA	"7"	"4 to 13"	7	"Donati 2002 in ATWP 2011"	NA	NA	NA	58.7	NA	NA
"Eulemur_coronatus"	"Eulemur_coronatus"	"Eulemur_coronatus"	NA	"Lemuridae"	0	1.29630933246839	3.07188200730613	-0.154901959985743	1.91301868374796	0.521138083704036	0.740362689494244	0.890141460064577	1	19.7837826666667	15	"all individuals"	"van Woerden compilation"	1180	4	"all individuals"	"Isler et al. 2008"	"Terranova&Coffman 1997 (wild) in Smith and Jungers 1997"	0.7	81.85	NA	81.85	0.7	13.46	14.16	96.01	NA	3.32	NA	NA	3.32	0	100.03	"single study"	"Freed 1996 in ATWP 2011"	NA	NA	"5.5"	"5 to 15"	5.5	"HMW vol. 3; Gould and Sauther 07 review"	NA	NA	NA	7.765	NA	NA
"Eulemur_flavifrons"	NA	NA	NA	"Lemuridae"	0	NA	NA	NA	NA	NA	0.929418925714293	1.07918124604762	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"8.5"	"2 to 15"	8.5	"HMW vol. 3"	NA	NA	NA	12	NA	NA
"Eulemur_fulvus"	"Eulemur_fulvus_fulvus"	"Eulemur_fulvus"	NA	"Lemuridae"	0	1.39195315628966	3.2508079879608	NA	1.80898701112813	1.32190897354751	1.06069784035361	1.13033376849501	1	24.6577336055855	20	"all individuals"	"van Woerden compilation"	1781.59090909091	11	"all individuals"	"Pastorini, pers comm; Rasmussen 1999 in ATWP 2011"	NA	0	64.415	NA	64.415	NA	7.35	7.35	71.765	NA	20.985	8.31	12.675	20.985	7.25	100	"average"	"Rasmussen 1999, Tarnaud 2006"	NA	NA	"11.5"	"7 to 15, up to 40"	11.5	"Rasmussen 1999, Gould and Sauther 07 review"	NA	NA	NA	13.5	NA	NA
"Eulemur_macaco"	"Eulemur_macaco_macaco"	"Eulemur_macaco"	NA	"Lemuridae"	0	1.36777396827798	3.28656093052502	-0.0555173278498314	1.84911216618458	1.26245108973043	0.929418925714293	0.955848036154743	1	23.3224391304348	23	"all individuals"	"van Woerden compilation"	1934.46524064171	27	"all individuals"	"Bayart and Simmen 2005, Junge and Louis 2007, wild, in ATWP 2011"	NA	0.88	70.65	0.6	71.25	5.2	4.4	9.6	80.85	NA	18.3	12	6.3	18.3	0	100.03	"average"	"Birkinshaw 2001, Colquhoun 2005 in ATWP 2011"	NA	NA	"8.5"	"4 to 18"	8.5	"Diverse in ATWP 2011, median 7-10 HMW vol. 3"	NA	NA	NA	9.03333333333333	NA	NA
"Eulemur_mongoz"	"Eulemur_mongoz"	"Eulemur_mongoz"	NA	"Lemuridae"	0	1.27618359810608	3.08365878634581	0	1.78414161407283	1.40654018043396	0.608526033577194	0.520265129677651	1	18.8878966666667	24	"all individuals"	"van Woerden compilation"	1212.4358974359	22	"all individuals"	"Isler et al. 2008"	"Pastorini, pers comm"	1	60.8333333333333	3	63.8333333333333	7.4	2	9.4	73.2333333333333	NA	25.5	11.85	6	25.5	0.3	100.033333333333	"average"	"Rasmussen 1999, Curtis1997, Andriatsarafara 1988 in ATWP 2011"	NA	NA	"4.0600000000000005"	"3 to 8"	4.06	"diverse in ATWP 2011"	NA	NA	NA	3.31333333333333	NA	NA
"Eulemur_rubriventer"	"Eulemur_rubriventer"	"Eulemur_rubriventer"	NA	"Lemuridae"	0	1.3786326791474	3.29225607135648	NA	1.87650650426588	0.893484346218486	0.591064607026499	1.27875360095283	1	23.9129237560405	28	"all individuals"	"van Woerden compilation"	1960	29	"all individuals"	"Isler et al. 2008"	NA	0	75.25	0.04	75.29	7.65	7.65	15.3	90.59	NA	7.825	2.985	4.84	7.825	1.6	100.015	"two studies"	"Overdorff 1993, Tecot 2008 in ATWP 2011"	NA	NA	"3.9"	"2 to 4"	3.9	"Overdorff and Tecot 2006 in ATWP 2011"	NA	NA	NA	19	NA	NA
"Eulemur_rufifrons"	"Eulemur_rufifrons"	"Eulemur_rufifrons"	NA	"Lemuridae"	0	NA	NA	-0.301029995663981	1.77268835468214	1.46760810558363	0.929418925714293	1.41497334797082	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	59.25	NA	59.25	NA	9.45	9.45	68.7	NA	29.35	3.5	25.85	29.35	1.4	99.95	"single study"	"Overdorff 1993 in ATWP 2012"	NA	NA	"8.5"	"4 to 17"	8.5	"HMW vol. 3"	NA	NA	NA	26	NA	NA
"Eulemur_rufus"	"Eulemur_fulvus_rufus"	"Eulemur_rufus"	NA	"Lemuridae"	0	1.35296744424134	3.25887662937213	NA	1.67577834167409	1.66881285620344	0.982271233039568	0	1	22.5407023529412	34	"all individuals"	"van Woerden compilation"	1815	10	"all individuals"	"Gerson 2001 in ATWP 2011"	NA	NA	47.4	0	47.4	NA	2.83	2.83	50.23	NA	46.6458333333333	11.3925	17.845	46.6458333333333	3.1	99.9758333333333	"average"	"Overdorff1993, CluttonBrock 1977, Gerson 2001 in ATWP 2011"	NA	NA	"9.6"	"8 to 14"	9.6	"Gould and Sauther 07 review, Gerson 2001, CluttonBrock 1977, in ATWP 2011"	NA	NA	NA	1	NA	NA
"Eulemur_sanfordi"	NA	NA	NA	"Lemuridae"	0	1.33579210192319	NA	NA	NA	NA	0.778151250383644	1.17609125905568	1	21.6666666666667	3	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"mainly fruit"	NA	NA	NA	"3 to 9, up to 15"	6	"HMW vol. 3"	NA	NA	NA	15	NA	NA
"Euoticus_elegantulus"	"Euoticus_elegantulus"	"Euoticus_elegantulus"	NA	"Galagidae"	0	0.736176752414571	2.43775056282039	1.30102999566398	0.698970004336019	NA	0.477121254719662	NA	0	5.44724303703704	27	"all individuals"	"van Woerden compilation"	274	8	"all individuals"	"Isler et al. 2008"	"Chivers & Hladik 1989 in Smith and Jungers 1997"	20	5	NA	5	0	0	0	5	75	0	0	0	0	0	100	"single study"	"Charles-Dominique,Gabon"	3	"1 to 7"	"1"	NA	3	"Nekaris & Bearder 07, Ambrose 1999 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Euoticus_pallidus"	"Euoticus_pallidus"	"Euoticus_pallidus"	NA	"Galagidae"	0	0.714805304205113	2.40432046722173	NA	NA	NA	0.397940008672038	NA	0	5.18567511111111	9	"all individuals"	"Isler et al. 2008"	253.7	3	"all individuals"	"Jewell and Oates 1969 in ATWP 2011"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.5	"1 to 4"	NA	NA	2.5	"Nekaris & Bearder 07"	NA	NA	NA	NA	NA	NA
"Galago_gallarum"	"Galago_gallarum"	"Galago_gallarum"	NA	"Galagidae"	0	0.635483746814912	2.30102999566398	NA	NA	NA	0.301029995663981	NA	0	4.32	5	"all individuals"	"van Woerden compilation"	200	1	"all individuals"	"Smith&Jungers 1997"	"J. Masters pc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	"1 to 3"	"1.3"	"sometimes in pairs or trios"	2	"Butynski 2004 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Galago_moholi"	"Galago_moholi"	"Galago_moholi"	NA	"Galagidae"	0	0.565037999994987	2.17137272371038	1.7160033436348	NA	NA	0.653212513775344	1.0836817472743	0	3.67314438452334	70	"all individuals"	"van Woerden compilation"	148.379096989967	49	"all individuals"	"Isler et al. 2008 (matching)"	"matching ECV"	52	0	NA	0	0	0	0	0	48	0	0	0	0	0	100	"single study"	"South Africa, Bearder, Harcourt"	4.5	"1-8, 2 or more females/off with 1 male"	"1.3"	"30% of the nights spent with other"	4.5	"Nekaris & Bearder 07, night: bearder 1972"	NA	"16.2"	8.05	12.125	NA	NA
"Galago_senegalensis"	"Galago_senegalensis"	"Galago_senegalensis"	NA	"Galagidae"	0	0.596766185093856	2.28818191346104	NA	NA	NA	0.544068044350276	NA	0	3.95153820382861	216	"all individuals"	"van Woerden compilation"	194.169902912621	193	"all individuals"	"Isler et al. 2008 (matching)"	"matching ECV"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.5	"1 to 6, up to 9"	"1.3"	"1 to 3, usually 1"	3.5	"Haddow 1964, Nash 2008 in ATWP 2011"	"600"	NA	NA	NA	NA	NA
"Galagoides_cocos"	"Galagoides_cocos"	"Galagoides_cocos"	NA	"Galagidae"	0	NA	2.15685190107001	1.84509804001426	1.47712125471966	NA	0.511883360978874	0.255272505103306	0	NA	NA	NA	NA	143.5	73	"all individuals"	"Nekaris & Bearder 2007"	NA	70	30	NA	30	0	0	0	30	0	0	0	0	0	0	100	"single study"	"Kenya, coastal, Harcourt and nash"	3.25	"1 or 2 fem/off with 1 male"	NA	NA	3.25	"Nekaris & Bearder 07"	"1750"	"2.2000000000000002"	1.8	1.8	NA	NA
"Galagoides_demidovii"	"Galagoides_demidoff"	"Galagoides_demidovii"	NA	"Galagidae"	0	0.420514915813215	1.87302577194325	1.84509804001426	1.27875360095283	NA	0.602059991327962	0.113943352306837	0	2.63338838565995	58	"all individuals"	"van Woerden compilation"	74.6493055555556	43	"all individuals"	"Isler et al. 2008"	NA	70	19	NA	19	0	0	0	19	10	0	0	0	0	1	100	"single study"	"Charles-Dominique,Gabon,  thomasi and demidoff"	4	"2 to 10, females/off, males often alone"	"1"	NA	4	"Nekaris & Bearder 07"	NA	"1.6"	1	1.3	NA	NA
"Galagoides_granti"	NA	NA	NA	"Galagidae"	0	0.610000556695204	NA	NA	NA	NA	NA	NA	0	4.073808	1	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1.1000000000000001"	"10% seen with other ind."	NA	"HMW vo. 3"	NA	NA	NA	NA	NA	NA
"Galagoides_rondoensis"	NA	NA	NA	"Galagidae"	0	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"1.1499999999999999"	"15% seen with other ind."	NA	"HMW vo. 3"	NA	NA	NA	NA	NA	NA
"Galagoides_thomasi"	"Galagoides_thomasi"	"Galagoides_thomasi"	NA	"Galagidae"	0	0.450636079109179	1.89209460269048	1.89209460269048	0.301029995663981	NA	0.929418925714293	NA	0	2.82251383333333	6	"all individuals"	"van Woerden compilation"	78	12	"all individuals"	"Nekaris & Bearder 2007"	"Ambrose 1999"	78	2	2	4	NA	NA	NA	4	18	0	NA	NA	0	0	100	NA	"Kingdon 1974 in ATWP 2011"	8.5	"5 to 12 gather at dawn, Bearder 2003, Kingdon 1974 in ATWP 2011"	"1"	NA	8.5	"Ambrose 2008 in ATWP 2011"	NA	NA	NA	NA	NA	NA
"Galagoides_zanzibaricus"	"Galagoides_zanzibaricus"	"Galagoides_zanzibaricus"	NA	"Galagidae"	0	0.615823267535146	2.15533603746506	NA	NA	NA	0.477121254719662	0.352182518111362	0	4.1287945	10	"all individuals"	"van Woerden compilation"	143	72	"all individuals"	"Isler et al. 2008"	"Harcourt & Bearder 1989 in Smith and Jungers 1997"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	"pairs/off"	"1.08"	"8%seen in pairs"	3	"Nekaris & Bearder 07"	NA	"2.4"	2.1	2.25	NA	NA
"Gorilla_beringei"	"Gorilla_beringei"	"Gorilla_beringei"	NA	"Hominidae"	1	2.6591029758646	4.98900461569854	-1	0.944482672150169	1.84839440864349	1.01029995663981	3.14612803567824	1	456.14506	10	"fem"	"van Woerden compilation"	97500	1	"fem"	"Isler et al. 2008"	"Jungers & Susman 84, Groves p.c"	0.1	8.8	NA	8.8	NA	2.3	2.3	11.1	NA	70.5333333333333	NA	NA	88.8333333333333	18.3	100.033333333333	"average of three studies"	"wood 6.9, roots 3.3, Rowe 96 ref 249; Goldsmith 2007 (bark in mature leaves), Rothmann 2006, Watts 1984 in ATWP 2011"	NA	NA	"10.24"	NA	10.24	"ATWP 2011"	NA	NA	NA	1400	NA	NA
"Gorilla_gorilla"	"Gorilla_gorilla_gorilla"	"Gorilla_gorilla"	NA	"Hominidae"	1	2.63722476320682	4.85430604180108	0.477121254719662	1.67209785793572	1.69897000433602	1.02103416619388	3.24797326636181	1	433.735294117647	34	"fem"	"van Woerden compilation"	71500	3	"fem"	"Isler et al. 2008"	"Jungers & Susman 84, Groves p.c"	3	47	NA	47	NA	NA	NA	47	NA	50	NA	NA	50	0	100	"single study"	"Remis 2001, leaves including THV (Oates et al. 2003: only 14.7% fruits)"	NA	NA	"10.49625"	"3 to 21"	10.49625	"ATWP 2011"	NA	NA	NA	1770	NA	NA
"Hapalemur_alaotrensis"	"Hapalemur_griseus_alaotrensis"	"Hapalemur_alaotrensis"	NA	"Lemuridae"	0	1.16136800223497	3.09307130637606	NA	NA	1.7041505168398	0.778151250383644	0.301029995663981	1	14.5	2	"all individuals"	"van Woerden compilation"	1239	NA	"all individuals"	"Mutschler 1999"	NA	NA	NA	2.1	NA	NA	0.1	NA	NA	NA	50.6	NA	NA	NA	NA	NA	NA	"Mutschler 1999 in ATWP 2011, does not add up to 100%"	NA	NA	"3.5"	"3 to 9"	6	"Gould and Sauther 07 review, HMW vol. 3"	NA	NA	NA	2	NA	NA
"Hapalemur_aureus"	"Hapalemur_aureus"	"Hapalemur_aureus"	NA	"Lemuridae"	0	NA	3.15670055258202	NA	0.602059991327962	1.96142109406645	0.477121254719662	1.47712125471966	1	NA	NA	NA	NA	1434.5	13	"all individuals"	"Tan 2000 in ATWP 2011"	NA	0	4	NA	4	NA	1	1	5	NA	91.5	NA	NA	NA	3.5	100	"single study"	"Tan 1999 in ATWP 2011"	NA	NA	"3"	"2 to 8"	3	"HMW vol. 3, Gould and Sauther 07 review"	"365"	NA	NA	30	NA	NA
"Hapalemur_griseus"	"Hapalemur_griseus"	"Hapalemur_griseus"	NA	"Lemuridae"	0	1.13910583321782	2.96115996424902	NA	0.491361693834273	1.98091193777684	0.646730386247423	1.17609125905568	1	13.7754512195122	41	"all individuals"	"van Woerden compilation"	914.45	25	"all individuals"	"Tan pers obs. in ATWP 2011"	NA	0	3.1	0	3.1	NA	1.2	1.2	4.3	NA	95.7	89.4	6.3	95.7	0	100	"single study"	"Overdorff et al. 1997, other=fungi"	NA	NA	"4.4333333333333336"	"2 to 9"	4.43333333333333	"Gould and Sauther 07 review, ATWP 2011"	NA	NA	NA	15	NA	NA
"Hapalemur_occidentalis"	"Hapalemur_griseus_occidentalis"	"Hapalemur_occidentalis"	NA	"Lemuridae"	0	1.13830269816628	NA	NA	NA	NA	0.602059991327962	NA	1	13.75	2	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"4"	"2 to 6"	4	"HMW vol. 3"	NA	NA	NA	NA	NA	NA
"Hoolock_hoolock"	"Bunopithecus_hoolock"	"Hoolock_hoolock"	NA	"Hylobatidae"	0	2.03469422070137	3.84230754145192	0.301029995663981	1.87361119699647	1.16136800223497	0.488752105088288	1.54406804435028	1	108.316400827117	26	"all individuals"	"van Woerden compilation"	6955.16666666667	6	"all individuals"	"van Woerden compilation (matching)"	"matching ECV"	2	74.75	2	76.75	NA	5.5	5.5	82.25	NA	14.5	12	15	14.5	1.2	99.95	"average"	"Bartlett 07 review, and Das 2002 in ATWP 2011"	NA	NA	"3.0814285714285714"	"2 to 6"	3.08142857142857	"diverse in ATWP 2011"	NA	NA	NA	35	NA	NA
"Hylobates_agilis"	"Hylobates_agilis"	"Hylobates_agilis"	NA	"Hylobatidae"	0	1.98200306725031	3.76715586608218	0	1.75966784468963	1.5854607295085	0.643452676486187	1.46239799789896	1	95.9407407407408	27	"all individuals"	"van Woerden compilation"	5850	29	"all individuals"	"Isler et al. 2008"	"Smith&Jungers 1997"	1	57.5	NA	57.5	NA	3	3	60.5	NA	38.5	NA	NA	38.5	0	100	"single study"	"Bartlett 07 review"	NA	NA	"4.4000000000000004"	NA	4.4	"Rowe 96 ref 564"	NA	NA	NA	29	NA	NA
"Hylobates_albibarbis"	"Hylobates_albibarbis"	"Hylobates_albibarbis"	NA	"Hylobatidae"	0	1.92608508692514	NA	0.477121254719662	1.76342799356294	1.38916608436453	NA	NA	1	84.35	2	"all individuals"	"van Woerden compilation"	NA	NA	NA	NA	NA	3	58	NA	58	NA	12.5	12.5	70.5	NA	24.5	24.5	0	24.5	2	100	"average"	"Cheyne 2004, 2009 in ATWP 2012"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Hylobates_klossii"	"Hylobates_klossii"	"Hylobates_klossii"	NA	"Hylobatidae"	0	1.94227344496615	3.76305344029961	1.41497334797082	1.85733249643127	0.301029995663981	0.6232492903979	1.50514997831991	1	87.5534865	20	"all individuals"	"van Woerden compilation"	5795	6	"all individuals"	"Isler et al. 2008"	"Geissmann 1993"	26	72	NA	72	NA	0	0	72	NA	2	NA	NA	2	0	100	"single study"	"Bartlett 07 review (Whitten 1982)"	NA	NA	"4.2"	"3 to 10"	4.2	"Tenaza 1975, Whittacker 2005 in ATWP 2011"	NA	NA	NA	32	NA	NA
