Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Rattus norvegicus,rat,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,68,8,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,56.99999999999999,12,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,39.5,NA,10,umol/100g/min,conscious,"(B linetal., 1991)",b1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,55,NA,10,umol/100g/min,conscious,"(Bryan and Lehman, 1988)",bryan1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,46.5,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,45.5,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,54,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,67.5,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,37.5,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,47,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,70.6,NA,5,umol/100g/min,conscious,"(Freedland et al., 2002)",freedland2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,35,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,18.5,NA,12,umol/100g/min,anesthetized,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,51,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,59.5,NA,7,umol/100g/min,conscious,"(Hakim etal., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,62.5,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,73.7,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,39,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,39,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,55,NA,4,umol/100g/min,conscious,"(Lear etal., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,50,NA,6,umol/100g/min,conscious,"(Lenzetal., 1998)",lenzetal1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,61,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,79,NA,10,umol/100g/min,conscious,"(MacNeill and Bryan, 1988)",macneill1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,34.5,NA,6,umol/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,39,NA,5,umol/100g/min,conscious,"(O rzietal., 1983)",o1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,44,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,64.5,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,1977,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,54,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,55,NA,5,umol/100g/min,conscious,"(Wechsler et al., 1979)",wechsler1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,70.5,NA,5,umol/100g/min,conscious,"(Whitlow et al., 2002)",whitlow2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,59.2,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,rat,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,91,16,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,121,5,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,83,9,NA,umol/100g/min,unknown,Blin et al 1991,blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,102,NA,7,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,96,NA,8,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,83,NA,10,umol/100g/min,conscious,"(Blin et al., 1991)",blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,89,NA,6,umol/100g/min,conscious,"(Bryan et al., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,91,NA,10,umol/100g/min,conscious,"(Bryan and Lehman, 1988)",bryan1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,92,NA,8,umol/100g/min,conscious,"(Chang et al., 2001)",chang2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,106,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,73,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,122,NA,7,umol/100g/min,conscious,"(Cudennec et al., 1997)",cudennec1997
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,83.5,NA,5,umol/100g/min,conscious,"(Dam et al., 1990)",dam1990
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,98,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,81.6,NA,5,umol/100g/min,conscious,"(Duelli et a l, 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,119,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,88,NA,5,umol/100g/min,conscious,"(Fomai and Orzi, 2001)",fomai2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,116.2,NA,5,umol/100g/min,conscious,"(Freedland et al., 2002)",freedland2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,91,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,118,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,105,NA,9,umol/100g/min,conscious,"(Hawkins e ta l, 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,63,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,64,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,105.6,NA,8,umol/100g/min,conscious,"(Knapp et al., 2002)",knapp2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,86,NA,6,umol/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,96,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,113,NA,6,umol/100g/min,conscious,"(Nehlig et al., 1985)",nehlig1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,100,NA,5,umol/100g/min,conscious,"(Orzi et al., 1983)",orzi1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,104,NA,7,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,89,NA,5,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,95,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,105,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,94.5,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,87,NA,16,umol/100g/min,conscious,"(Grome and McCulloch, 1981)",grome1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,119,NA,5,umol/100g/min,conscious,"(Whitlow et al., 2002)",whitlow2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,120.7,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,rat,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,84,16,NA,umol/100g/min,unknown,Dube et al 2001,dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,86,4,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,78,9,NA,umol/100g/min,unknown,Waschke et al 1993,waschke1993
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,87,NA,6,umol/100g/min,conscious,"(Bryan et al., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,91,NA,8,umol/100g/min,conscious,"(Chang et al., 2001)",chang2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,93,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,111,NA,7,umol/100g/min,conscious,"(Cudennec et al., 1997)",cudennec1997
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,103,NA,5,umol/100g/min,conscious,"(Dam et al., 1990)",dam1990
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,87,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,105,NA,4,umol/100g/min,conscious,"(Dow-Edwards et al., 1986)",dow1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,90,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,94,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,105,NA,5,umol/100g/min,conscious,"(Fomai and Orzi, 2001)",fomai2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,89,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,34,NA,12,umol/100g/min,anesthetized,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,83,NA,5,umol/100g/min,conscious,"(Furlow et al., 1983)",furlow1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,88,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,111,NA,7,umol/100g/min,conscious,"(Hakim etal., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,106,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,94,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,71,NA,10,umol/100g/min,anesthetized,"(Ingvar et al., 1980)",ingvar1980
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,67,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,66,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,108,NA,7,umol/100g/min,conscious,"(Kadekaro et al., 1983)",kadekaro1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,83.9,NA,5,umol/100g/min,conscious,"(Katsumata et al., 2001)",katsumata2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,89.2,NA,8,umol/100g/min,conscious,"(Knapp et al., 2002)",knapp2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,108,NA,4,umol/100g/min,conscious,"(Lear et al., 1981)",lear1981
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,80,NA,6,umol/100g/min,conscious,"(Lenz et al., 1998)",lenz1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,98,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,77,NA,6,umol/100g/min,conscious,"(Maekawa et al., 1986)",maekawa1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,79,NA,6,umol/100g/min,anesthetized,"(Moore et al., 2000)",moore2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,65.1,NA,6,umol/100g/min,conscious,"(Moore et al., 2000)",moore2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,110,NA,6,umol/100g/min,conscious,"(Nehlig et al., 1985)",nehlig1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,83,NA,5,umol/100g/min,conscious,"(Orzi et al., 1983)",orzi1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,73.6,NA,6,umol/100g/min,conscious,"(Otori et al., 2003)",otori2003
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,87,NA,5,umol/100g/min,anesthetized,"(Sakurada et al., 1978)",sakurada1978
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,87,NA,7,umol/100g/min,conscious,"(Savaki et al., 1983)",savaki1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,111,NA,6,umol/100g/min,conscious,"(Schwartz and Crosby, 1985)",schwartz1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,1977,NA,NA,umol/100g/min,unknown,(,anonNA
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,87.5,NA,16,umol/100g/min,conscious,"(Soncrant et al., 1992)",soncrant1992
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,109,NA,5,umol/100g/min,conscious,"(Wechsler et al., 1979)",wechsler1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,115.9,NA,5,umol/100g/min,conscious,"(Walker et al., 1999)",walker1999
Rattus norvegicus,rat,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,60,5,NA,umol/100g/min,unknown,"Waschke et al 1993, CA1+CA3",waschke1993
Rattus norvegicus,rat,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,63,8,NA,umol/100g/min,unknown,"Dube et al 2001, CA1+CA3",dube2001
Rattus norvegicus,rat,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,64,3,NA,umol/100g/min,unknown,"Nehling et al 1988, dorsal + ventral",nehling1988
Rattus norvegicus,rat,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,56.00000000000001,3,NA,umol/100g/min,unknown,Levant et al 2004,levant2004
Rattus norvegicus,rat,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,62,3,NA,umol/100g/min,unknown,"Zocchi et al 2001, CA1+CA3",zocchi2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,62,NA,7,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,58,NA,8,umol/100g/min,conscious,"(Bassant et al., 1996)",bassant1996
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,56.4,NA,10,umol/100g/min,conscious,"(Blin et al., 1991)",blin1991
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,50,NA,6,umol/100g/min,conscious,"(Bryan etal., 1983)",bryan1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,57,NA,10,umol/100g/min,conscious,"(Bryan and Lehman, 1988)",bryan1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,63,NA,8,umol/100g/min,conscious,"(Chang et al., 2001)",chang2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,72,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,71,NA,6,umol/100g/min,conscious,"(Crane and Porrino, 1989)",crane1989
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,73,NA,8,umol/100g/min,conscious,"(Crosby et al., 1982)",crosby1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,62,NA,5,umol/100g/min,conscious,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,77,NA,5,umol/100g/min,anesthetized,"(Crosby et al., 1984)",crosby1984
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,51,NA,5,umol/100g/min,conscious,"(Dam etal., 1990)",dam1990
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,64,NA,10,umol/100g/min,conscious,"(Davis et al., 1986)",davis1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,75,NA,4,umol/100g/min,conscious,"(Dow-Edwards et al., 1986)",dow1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,60.2,NA,5,umol/100g/min,conscious,"(Duelli et al., 2000)",duelli2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,87,NA,6,umol/100g/min,conscious,"(Eintrei et al., 1999)",eintrei1999
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,60.5,NA,5,umol/100g/min,conscious,"(Fomai and Orzi, 2001)",fomai2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,72.6,NA,5,umol/100g/min,conscious,"(Freedland et al., 2002)",freedland2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,55,NA,12,umol/100g/min,conscious,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,39.5,NA,12,umol/100g/min,anesthetized,"(Frietsch et al., 2000)",frietsch2000
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,53,NA,5,umol/100g/min,conscious,"(Furlow et al., 1983)",furlow1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,78,NA,6,umol/100g/min,conscious,"(Grome and McCulloch, 1983)",grome1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,83,NA,7,umol/100g/min,conscious,"(Hakim et al., 1983)",hakim1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,72,NA,19,umol/100g/min,conscious,"(Hawkins et al., 1979)",hawkins1979
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,66,NA,9,umol/100g/min,conscious,"(Hawkins et al., 1985)",hawkins1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,48,NA,6,umol/100g/min,conscious,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,46,NA,10,umol/100g/min,anesthetized,"(Ingvar and Siesjo, 1982)",ingvar1982
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,67.3,NA,5,umol/100g/min,conscious,"(Katsumata et al., 2001)",katsumata2001
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,66.8,NA,8,umol/100g/min,conscious,"(Knapp et al., 2002)",knapp2002
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,59,NA,10,umol/100g/min,conscious,"(Lu et al., 1983)",lu1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,62,NA,10,umol/100g/min,conscious,"(MacNeill and Bryan, 1988)",macneill1988
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,76,NA,6,umol/100g/min,conscious,"(Nehlig et al., 1985)",nehlig1985
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,47,NA,6,umol/100g/min,conscious,"(Ori etal., 1986)",ori1986
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,72,NA,5,umol/100g/min,conscious,"(Orzi et al., 1983)",orzi1983
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,45.3,NA,6,umol/100g/min,conscious,"(Otori et al., 2003)",otori2003
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,65.5,NA,7,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
Rattus norvegicus,Rattus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,59,NA,5,umol/100g/min,conscious,"(Poindessous-Jazat et al., 1998)",poindessous1998
