Species,Species_printed,Compilation,Table,Region,Region_raw,Measure,Value,SD,n,Units,conscious,ref_raw,ref_keys_str
Mus musculus,Mus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,98,NA,8,umol/100g/min,conscious,"(Jay etal., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,93,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,91,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,mouse,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,106,12,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,Mus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,96,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,93,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,60,NA,6,umol/100g/min,conscious,"(Zocchi et a l, 2001)",zocchi2001
Mus musculus,mouse,Karbowski_2007,TableS5,Frontal_cortex,Frontal cortex,CMRgl,107,10,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,107,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,89,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,129,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,127,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,69.6,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,117,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,84,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,mouse,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,84,13,NA,umol/100g/min,unknown,"Bouilleret et al 2000, CA1+CA3",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,84.3,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,70,NA,8,umol/100g/min,conscious,"(Jay etal., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,83,NA,10,umol/100g/min,conscious,"(Kamp et al., 1980)",kamp1980
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,87,NA,17,umol/100g/min,conscious,"(Kamp et al., 1980)",kamp1980
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,53.4,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,52.2,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,39.6,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,mouse,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,59,14.000000000000002,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,56.00000000000001,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,156,13,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS11,Neocortex,Cerebral cortex,CMRgl,110.00000000000001,11,NA,umol/100g/min,unknown,NA,anonNA
Mus musculus,mouse,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,107,10,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,116.7,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,94,NA,5,umol/100g/min,conscious,"(Ito et al., 1994)",ito1994
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,92.6,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,132.8,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,130.2,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,63,NA,4,umol/100g/min,conscious,"(Nowaczyk and Des Rosiers, 1981)",nowaczyk1981
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,74.2,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,88.8,NA,4,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,65,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,89,NA,8,umol/100g/min,conscious,"(Jay etal., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,124,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,125,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,53,NA,4,umol/100g/min,conscious,1981),anon1981
Mus musculus,Mus,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,70.4,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,mouse,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,76,3,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,128,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,124,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,71,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,mouse,Karbowski_2007,TableS4,Prefrontal_cortex,Prefrontal cortex,CMRgl,122,12,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS8,Sensorimotor_cortex,Sensorimotor cortex,CMRgl,121,9,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,121,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,88,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,132,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,129,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,82.1,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,86,NA,4,umol/100g/min,conscious,"(Zocchi et a l, 2001)",zocchi2001
Mus musculus,Mus,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,65,NA,6,umol/100g/min,conscious,"(Zocchi et al., 2001)",zocchi2001
Mus musculus,mouse,Karbowski_2007,TableS18,Septum,Septum,CMRgl,67,12,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS18,Septum,Septum,CMRgl,79,3,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,88,7.000000000000001,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,93,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,119,10,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,mouse,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,103,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,119.2,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,96,NA,5,umol/100g/min,conscious,"(Ito et al., 1994)",ito1994
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,81,NA,8,umol/100g/min,conscious,"(Jay etal., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,141.6,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,143.8,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,64.1,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992a)",yamaguchi1992
Mus musculus,mouse,Karbowski_2007,TableS3,Visual_cortex,Visual cortex,CMRgl,111.00000000000001,12,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,mouse,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,47,10,NA,umol/100g/min,unknown,"Quelven et al 2004, estim.",quelven2004
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,39.5,NA,4,umol/100g/min,conscious,"(Bouilleret et al., 2000)",bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,28.5,NA,8,umol/100g/min,conscious,"(Jay et al., 1985)",jay1985
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,66,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,63,NA,6,umol/100g/min,conscious,"(Niwa et al., 2002)",niwa2002
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,22,NA,4,umol/100g/min,conscious,"(Nowaczyk and Des Rosiers, 1981)",nowaczyk1981
Mus musculus,Mus,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,26.5,NA,6,umol/100g/min,conscious,"(Yamaguchi et al., 1992b)",yamaguchi1992
Mus musculus,mouse,Karbowski_2007,TableS2,Whole_brain,Brain,CMRgl,89,14.000000000000002,NA,umol/100g/min,unknown,Bouilleret et al 2000,bouilleret2000
Mus musculus,Mus,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,58,NA,5,umol/100g/min,conscious,"(Itoh et al., 2001)",itoh2001
Mus musculus,Mus,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,71.6,NA,10,umol/100g/min,conscious,"(Kamp et al., 1980)",kamp1980
Mus musculus,Mus,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,65,NA,17,umol/100g/min,conscious,"(Kamp et al., 1980)",kamp1980
Mus musculus,Mus,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,77.53,NA,5,umol/100g/min,conscious,"(Vannucci et al., 1997)",vannucci1997
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS17,Amygdala,Amygdala,CMRgl,39,1,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,62,1,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS22,Brain_stem,Brain stem,CMRgl,126,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,57.99999999999999,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,62,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS15,Hypothalamus,Hypothalamus,CMRgl,68,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS11,Neocortex,Cerebral cortex,CMRgl,84,9,NA,umol/100g/min,unknown,NA,anonNA
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,83,8,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS21,Pallidum,Globus pallidus,CMRgl,42,2,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,73,8,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS8,Sensorimotor_cortex,Sensorimotor cortex,CMRgl,83,7.000000000000001,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS18,Septum,Septum,CMRgl,48,2,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS20,Substantia_nigra,Substantia nigra,CMRgl,48,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,102,10,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,90,5,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS3,Visual_cortex,Visual cortex,CMRgl,76,9,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS23,White_matter,White matter,CMRgl,26,3,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Oryctolagus cuniculus,rabbit,Karbowski_2007,TableS2,Whole_brain,Brain,CMRgl,69,5,NA,umol/100g/min,unknown,Passero et al 1981,passero1981
Ovis aries,sheep,Karbowski_2007,TableS2,Whole_brain,Brain,CMRgl,35,3,NA,umol/100g/min,unknown,Pell et al 1983,pell1983
Papio anubis,Papio,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,47.7,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA1,Basal_ganglia,Basal Ganglia,CMRgl,44.6,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS19,Caudate_nucleus,Caudate,CMRgl,41,8,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,baboon,Karbowski_2007,TableS14,Cerebellum,Cerebellum,CMRgl,32,5,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,35.2,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA4,Cerebellum,Cerebellum,CMRgl,41.2,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS6,Cingulate_cortex,Cingulate cortex,CMRgl,49,17,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,49.3,NA,NA,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,47.5,NA,NA,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA13,Cingulate_cortex,Cingulate Cortex,CMRgl,58.9,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,Papio,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,28.3,NA,9,umol/100g/min,anesthetized,"(Kiyosawa et al., 1989)",kiyosawa1989
Papio anubis,Papio,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,50.4,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,49.4,NA,10,umol/100g/min,anesthetized,"(Millien et a l, 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,30,NA,4,umol/100g/min,anesthetized,"(Yamaguchi et al., 1990)",yamaguchi1990
Papio anubis,Papio,Kaufman_2004,TableA7,Frontal_cortex,Frontal Cortex,CMRgl,50.2,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS16,Hippocampus,Hippocampus,CMRgl,32,7.000000000000001,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,30.8,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,32.3,NA,10,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA2,Hippocampus,Hippocampus,CMRgl,33.1,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS11,Neocortex,Cerebral cortex,CMRgl,46,13,NA,umol/100g/min,unknown,NA,anonNA
Papio anubis,baboon,Karbowski_2007,TableS12,Neocortex,Cerebral cortex,CMRgl,46,10,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,33.1,NA,6,umol/100g/min,anesthetized,"(MacKenzie et al., 1976)",mackenzie1976
Papio anubis,Papio,Kaufman_2004,TableA6,Neocortex,Neocortex,CMRgl,49,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS9,Occipital_cortex,Occipital cortex,CMRgl,33,6,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,24.4,NA,9,umol/100g/min,anesthetized,"(Kiyosawa et al., 1989)",kiyosawa1989
Papio anubis,Papio,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,31.6,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,35,NA,10,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,23.1,NA,4,umol/100g/min,anesthetized,"(Yamaguchi et al., 1990)",yamaguchi1990
Papio anubis,Papio,Kaufman_2004,TableA11,Occipital_cortex,Occipital Cortex,CMRgl,33.7,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS10,Parietal_cortex,Parietal cortex,CMRgl,47,10,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,26.6,NA,9,umol/100g/min,anesthetized,"(Kiyosawa et al., 1989)",kiyosawa1989
Papio anubis,Papio,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,43.8,NA,8,umol/100g/min,anesthetized,"(Meguro etal., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,39.1,NA,10,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA8,Parietal_cortex,Parietal Cortex,CMRgl,45.2,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS4,Prefrontal_cortex,Prefrontal cortex,CMRgl,52,14.000000000000002,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,baboon,Karbowski_2007,TableS8,Sensorimotor_cortex,Sensorimotor cortex,CMRgl,49,8,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,46.9,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,45.2,NA,10,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA12,Sensorimotor_cortex,Sensorimotor Cortex,CMRgl,60.3,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS7,Temporal_cortex,Temporal cortex,CMRgl,47,14.000000000000002,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,30.5,NA,9,umol/100g/min,anesthetized,"(Kiyosawa et al., 1989)",kiyosawa1989
Papio anubis,Papio,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,43.5,NA,8,umol/100g/min,anesthetized,"(Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,42,NA,10,umol/100g/min,anesthetized,"(Millien et al., 2002)",millien2002
Papio anubis,Papio,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,27.4,NA,4,umol/100g/min,anesthetized,"(Yamaguchi et al., 1990)",yamaguchi1990
Papio anubis,Papio,Kaufman_2004,TableA9,Temporal_cortex,Temporal Cortex,CMRgl,45.6,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS13,Thalamus,Thalamus,CMRgl,51,16,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,43.8,NA,8,umol/100g/min,anesthetized,"Meguro et al., 1999)",meguro1999
Papio anubis,Papio,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,43.6,NA,10,umol/100g/min,anesthetized,"Vlillien et al., 2002)",vlillien2002
Papio anubis,Papio,Kaufman_2004,TableA3,Thalamus,Thalamus,CMRgl,45.7,NA,2,umol/100g/min,anesthetized,’resent Study,resentNA
Papio anubis,Papio,Kaufman_2004,TableA5,White_matter,White Matter,CMRgl,14.6,NA,2,umol/100g/min,anesthetized,Present Study,kaufman2004_present
Papio anubis,baboon,Karbowski_2007,TableS2,Whole_brain,Brain,CMRgl,44,8,NA,umol/100g/min,unknown,Meguro et al 1999,meguro1999
Papio anubis,Papio,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,24.64,NA,5,umol/100g/min,anesthetized,"(Hamar et al., 1979)",hamar1979
Papio anubis,Papio,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,25.3,NA,7,umol/100g/min,anesthetized,"(Harper and MacKenzie, 1977)",harper1977
Papio anubis,Papio,Kaufman_2004,TableA14,Whole_brain,Whole Brain (direct measurement),CMRgl,18.3,NA,4,umol/100g/min,anesthetized,"(McCulloch and Harper, 1977)",mcculloch1977
