Species,ref_column,Variable,reference,merged,status,ratio,likely,merge_source,merge_year,beat
Lepilemur ruficaudatus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,90.4,90.4,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Microcebus murinus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,24.3,24.3,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Piliocolobus badius,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,365,365,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Propithecus verreauxi,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,172,172,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Saimiri sciureus,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,181,181,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Tarsius sp.,Complexus_cortico_basolateralis,Complexus_corticobasolateralis_Vol.mm3,38.7,38.7,match,1,NA,Stephan_etal_1981_TableXI,1981,NA
Ateles geoffroyi,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,49.7,49.7,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 49.7
Avahi occidentalis,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,18.1,18.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 18.1
Callithrix pygmaea,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,11.1,11.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 11.1
Cebus albifrons,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,50.2,50.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 50.2
Cheirogaleus major,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,11.1,11.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 11.1
Eulemur fulvus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,31.1,31.1,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 31.1
Galagoides demidoff,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,6.65,6.65,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 6.65
Gorilla sp.,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,136,136,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 136
Homo sapiens,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,177,177,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 177
Lepilemur ruficaudatus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,14.9,14.9,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 14.9
Microcebus murinus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,4.02,4.02,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 4.02
Nasalis larvatus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,86.2,86.2,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 86.2
Otolemur crassicaudatus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,19.9,19.9,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 19.9
Pan troglodytes,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,118,118,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 118
Papio anubis,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,107,107,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 107
Perodicticus potto,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,17.3,17.3,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 17.3
Piliocolobus badius,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,57.3,57.3,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 57.3
Saguinus oedipus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,18.4,18.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 18.4
Saimiri sciureus,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,29.4,29.4,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 29.4
Tarsius sp.,Complexus.vestibularis,Complexus_vestibularis_unilateral_Vol.mm3,7.69,7.69,match,1,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 7.69
Alouatta seniculus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,87.4,87.4,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 85.7
Aotus trivirgatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,32.9,32.9,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 36
Ateles geoffroyi,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,151,151,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 151
Avahi laniger,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,27.6,27.6,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 27.4
Avahi occidentalis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,29.3,29.3,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 27.2
Callicebus moloch,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,54.2,54.2,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 53.2
Callithrix jacchus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,25.1,25.1,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 25.7
Cebus albifrons,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,137,137,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 137
Cercopithecus ascanius,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,147,147,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 147 | Stephan_etal_1981_TableIX (1981) = 147
Cheirogaleus major,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,21.5,21.5,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 21.5
Cheirogaleus medius,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,10.8,10.8,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 10.8
Colobus angolensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,103,103,match,1,NA,deSousa_etal_2013_Table1,2013,NA
Daubentonia madagascariensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,58.5,58.5,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 58.5
Eulemur fulvus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,51.8,51.8,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 51.6
Galago senegalensis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,16,16,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 16
Galagoides demidoff,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,10.9,10.9,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 10.9
Homo sapiens,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,335,335,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 416 | Stephan_etal_1981_TableIX (1981) = 416
Hylobates lar,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,166.2,166.2,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 175
Indri indri,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,94.5,94.5,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 99.6
Lagothrix lagothricha,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,164,164,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 149
Lepilemur ruficaudatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,15.6,15.6,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 15.6
Lophocebus albigena,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,182,182,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 182 | Stephan_etal_1981_TableIX (1981) = 182
Loris tardigradus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,24.6,24.6,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 24.6
Macaca fascicularis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,91.9,91.9,match,1,NA,deSousa_etal_2013_Table1,2013,NA
Macaca mulatta,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,158,158,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 158 | Stephan_etal_1981_TableIX (1981) = 158
Miopithecus talapoin,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,109,109,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 109 | Stephan_etal_1981_TableIX (1981) = 116
Nycticebus coucang,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,35.9,35.9,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 37.3
Otolemur crassicaudatus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,23.2,23.2,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 22.1
Papio anubis,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,395,395,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 395
Perodicticus potto,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,24.3,24.3,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 24.3
Piliocolobus badius,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,128,128,match,1,NA,deSousa_etal_2013_Table1,2013,Stephan_etal_1984_Table1 (1984) = 128 | Stephan_etal_1981_TableIX (1981) = 128
Pithecia monachus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,76.3,76.3,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 72.3
Pongo sp.,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,259.1,259.1,match,1,NA,deSousa_etal_2013_Table1,2013,NA
Propithecus verreauxi,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,64.5,64.5,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 68.6
Saguinus oedipus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,34.2,34.2,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 33
Saimiri sciureus,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,62.9,62.9,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 62.9
Tarsius sp.,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,20.8,20.8,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 20.8
Varecia variegata,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,68.9,68.9,match,1,NA,Stephan_etal_1984_Table1,1984,Stephan_etal_1981_TableIX (1981) = 68.9
Aotus trivirgatus,Corpus.pineale,Corpus_pineal_Vol.mm3,1.55,1.55,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Ateles geoffroyi,Corpus.pineale,Corpus_pineal_Vol.mm3,3.1,3.1,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Avahi laniger,Corpus.pineale,Corpus_pineal_Vol.mm3,0.7,0.7,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Callicebus moloch,Corpus.pineale,Corpus_pineal_Vol.mm3,2.9,2.9,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Cebus albifrons,Corpus.pineale,Corpus_pineal_Vol.mm3,3.8,3.8,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Cercopithecus ascanius,Corpus.pineale,Corpus_pineal_Vol.mm3,4.66,4.66,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Cercopithecus mitis,Corpus.pineale,Corpus_pineal_Vol.mm3,15.3,15.3,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Daubentonia madagascariensis,Corpus.pineale,Corpus_pineal_Vol.mm3,3.32,3.32,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Eulemur fulvus,Corpus.pineale,Corpus_pineal_Vol.mm3,1.85,1.85,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Gorilla sp.,Corpus.pineale,Corpus_pineal_Vol.mm3,7.96,7.96,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Homo sapiens,Corpus.pineale,Corpus_pineal_Vol.mm3,142,142,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Indri indri,Corpus.pineale,Corpus_pineal_Vol.mm3,5.63,5.63,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Lagothrix lagothricha,Corpus.pineale,Corpus_pineal_Vol.mm3,10.6,10.6,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Lophocebus albigena,Corpus.pineale,Corpus_pineal_Vol.mm3,11.9,11.9,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Macaca mulatta,Corpus.pineale,Corpus_pineal_Vol.mm3,12.4,12.4,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Microcebus murinus,Corpus.pineale,Corpus_pineal_Vol.mm3,0.14,0.14,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Miopithecus talapoin,Corpus.pineale,Corpus_pineal_Vol.mm3,2.03,2.03,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Nycticebus coucang,Corpus.pineale,Corpus_pineal_Vol.mm3,1.83,1.83,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Otolemur crassicaudatus,Corpus.pineale,Corpus_pineal_Vol.mm3,1.02,1.02,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Pan troglodytes,Corpus.pineale,Corpus_pineal_Vol.mm3,38,38,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Papio anubis,Corpus.pineale,Corpus_pineal_Vol.mm3,51.1,51.1,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Perodicticus potto,Corpus.pineale,Corpus_pineal_Vol.mm3,1.76,1.76,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Piliocolobus badius,Corpus.pineale,Corpus_pineal_Vol.mm3,7.31,7.31,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Propithecus verreauxi,Corpus.pineale,Corpus_pineal_Vol.mm3,3.26,3.26,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Saimiri sciureus,Corpus.pineale,Corpus_pineal_Vol.mm3,2.71,2.71,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Tarsius sp.,Corpus.pineale,Corpus_pineal_Vol.mm3,2.03,2.03,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Varecia variegata,Corpus.pineale,Corpus_pineal_Vol.mm3,4.46,4.46,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Aotus trivirgatus,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.14,0.14,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Avahi laniger,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.14,0.14,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Daubentonia madagascariensis,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,1.83,1.83,match,1,NA,Stephan_etal_1981_TableXV,1981,NA
Gorilla sp.,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,1.41,1.41,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Macaca mulatta,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.27,0.27,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Miopithecus talapoin,Corpus.subcommissurale,Corpus_subcommissurale_Vol.mm3,0.22,0.22,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Cebus albifrons,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.41,0.41,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Gorilla sp.,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,1.3,1.3,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Macaca mulatta,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.36,0.36,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Pithecia monachus,Corpus.subfornicale,Corpus_subfornicale_Vol.mm3,0.3,0.3,match,1,NA,Stephan_etal_1981_TableXVI,1981,NA
Alouatta seniculus,Diencephalon,Diencephalon_Vol.mm3,3344,3344,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Aotus trivirgatus,Diencephalon,Diencephalon_Vol.mm3,1098,1098,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Ateles geoffroyi,Diencephalon,Diencephalon_Vol.mm3,5334,5334,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Avahi laniger,Diencephalon,Diencephalon_Vol.mm3,862,862,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Avahi occidentalis,Diencephalon,Diencephalon_Vol.mm3,861,861,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Callicebus moloch,Diencephalon,Diencephalon_Vol.mm3,1375,1375,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Callimico goeldii,Diencephalon,Diencephalon_Vol.mm3,739,739,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Callithrix jacchus,Diencephalon,Diencephalon_Vol.mm3,554,554,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Callithrix pygmaea,Diencephalon,Diencephalon_Vol.mm3,342,342,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Cebus albifrons,Diencephalon,Diencephalon_Vol.mm3,3996,3996,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Cercopithecus ascanius,Diencephalon,Diencephalon_Vol.mm3,3605,3605,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Cercopithecus mitis,Diencephalon,Diencephalon_Vol.mm3,4176,4176,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Cheirogaleus major,Diencephalon,Diencephalon_Vol.mm3,489,489,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Cheirogaleus medius,Diencephalon,Diencephalon_Vol.mm3,235,235,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Daubentonia madagascariensis,Diencephalon,Diencephalon_Vol.mm3,3539,3539,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Erythrocebus patas,Diencephalon,Diencephalon_Vol.mm3,5423,5423,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Eulemur fulvus,Diencephalon,Diencephalon_Vol.mm3,1713,1713,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Galago senegalensis,Diencephalon,Diencephalon_Vol.mm3,382,382,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Galagoides demidoff,Diencephalon,Diencephalon_Vol.mm3,246,246,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Gorilla sp.,Diencephalon,Diencephalon_Vol.mm3,19370,19370,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Homo sapiens,Diencephalon,Diencephalon_Vol.mm3,33319,33319,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Hylobates lar,Diencephalon,Diencephalon_Vol.mm3,5716,5716,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Indri indri,Diencephalon,Diencephalon_Vol.mm3,2911,2911,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Lagothrix lagothricha,Diencephalon,Diencephalon_Vol.mm3,5721,5721,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Lepilemur ruficaudatus,Diencephalon,Diencephalon_Vol.mm3,593,593,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Lophocebus albigena,Diencephalon,Diencephalon_Vol.mm3,5351,5351,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Loris tardigradus,Diencephalon,Diencephalon_Vol.mm3,538,538,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Macaca mulatta,Diencephalon,Diencephalon_Vol.mm3,4480,4480,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Microcebus murinus,Diencephalon,Diencephalon_Vol.mm3,134,134,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Miopithecus talapoin,Diencephalon,Diencephalon_Vol.mm3,2375,2375,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Nasalis larvatus,Diencephalon,Diencephalon_Vol.mm3,5310,5310,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Nycticebus coucang,Diencephalon,Diencephalon_Vol.mm3,1077,1077,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Otolemur crassicaudatus,Diencephalon,Diencephalon_Vol.mm3,785,785,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Pan troglodytes,Diencephalon,Diencephalon_Vol.mm3,15392,15392,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Papio anubis,Diencephalon,Diencephalon_Vol.mm3,9280,9280,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Perodicticus potto,Diencephalon,Diencephalon_Vol.mm3,1024,1024,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Piliocolobus badius,Diencephalon,Diencephalon_Vol.mm3,3945,3945,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Pithecia monachus,Diencephalon,Diencephalon_Vol.mm3,2285,2285,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Pongo sp.,Diencephalon,Diencephalon_Vol.mm3,13500,13500,match,1,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Propithecus verreauxi,Diencephalon,Diencephalon_Vol.mm3,2195,2195,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Pygathrix nemaeus,Diencephalon,Diencephalon_Vol.mm3,4727,4727,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Saguinus midas,Diencephalon,Diencephalon_Vol.mm3,692,692,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Saguinus oedipus,Diencephalon,Diencephalon_Vol.mm3,754,754,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Saimiri sciureus,Diencephalon,Diencephalon_Vol.mm3,1430,1430,match,1,NA,Stephan_etal_1981_TableIII,1981,NA
Tarsius sp.,Diencephalon,Diencephalon_Vol.mm3,303,303,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Varecia variegata,Diencephalon,Diencephalon_Vol.mm3,2529,2529,match,1,NA,Stephan_etal_1981_TableII,1981,NA
Alouatta caraya,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,141,141,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Ateles geoffroyi,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,181,181,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cebus albifrons,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,155,155,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercocebus agilis,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,116,116,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Cercopithecus mitis,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,391,391,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Colobus angolensis,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,152,152,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Galagoides demidoff,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,5,5,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Gorilla sp.,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,948.75,948.75,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Homo sapiens,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,2960.2,2960.2,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Hylobates lar,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,131,131,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Hylobates muelleri,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,286,286,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Indri indri,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,85,85,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Leontopithecus rosalia,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,21,21,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Lophocebus albigena,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,270,270,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Loris tardigradus,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,6,6,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Macaca maura,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,240,240,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan paniscus,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,934.333333,934.333333333333,match,1.0000000003567602,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pan troglodytes,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,703.666667,703.666666666667,match,0.9999999995262914,NA,Bauernfeind_etal_2013_Table1,2013,NA
Perodicticus potto,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,10,10,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Piliocolobus badius,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,116,116,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pithecia pithecia,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,135,135,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Saguinus geoffroyi,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,9,9,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
Saguinus oedipus,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,13,13,match,1,NA,Bauernfeind_etal_2013_Table1,2013,NA
