Species,ref_column,Variable,reference,merged,status,ratio,likely,merge_source,merge_year,beat
Pongo sp.,Total_insula_volume_L,Insula_left_Vol.mm3,1158,1331.5,DIFFERS,1.1498272884283247,NA,Bauernfeind_etal_2013_Table1,2013,NA
Pongo sp.,Total_insula_volume_L,Insula_left_Vol.mm3,1505,1331.5,DIFFERS,0.8847176079734219,NA,Bauernfeind_etal_2013_Table1,2013,NA
Callithrix pygmaea,NeoWG,Neocortex_Vol.mm3,2535,2534,DIFFERS,0.9996055226824457,NA,Frahm_etal_1982_Table2,1982,Stephan_etal_1981_TableVI (1981) = 2535
Gorilla sp.,NeoWG,Neocortex_Vol.mm3,341444,283700,DIFFERS,0.8308829559166364,NA,deSousa_etal_2010_Table1,2010,Stephan_etal_1981_TableVI (1981) = 341444
Homo sapiens,NeoWG,Neocortex_Vol.mm3,1006525,991000,DIFFERS,0.9845756439233998,NA,deSousa_etal_2010_Table1,2010,Frahm_etal_1982_Table2 (1982) = 1006525 | Stephan_etal_1981_TableVI (1981) = 1006525
Hylobates lar,NeoWG,Neocortex_Vol.mm3,65800,68300,DIFFERS,1.0379939209726443,NA,deSousa_etal_2010_Table1,2010,Frahm_etal_1982_Table2 (1982) = 65800 | Stephan_etal_1981_TableVI (1981) = 65800
Microcebus murinus,NeoWG,Neocortex_Vol.mm3,740,739.5,DIFFERS,0.9993243243243243,NA,Frahm_etal_1982_Table2,1982,Stephan_etal_1981_TableV (1981) = 740
Pan troglodytes,NeoWG,Neocortex_Vol.mm3,291592,264650,DIFFERS,0.9076037751378638,NA,deSousa_etal_2010_Table1,2010,Frahm_etal_1982_Table2 (1982) = 291592 | Stephan_etal_1981_TableVI (1981) = 291592
Pongo sp.,NeoWG,Neocortex_Vol.mm3,219800,269233.333333333,DIFFERS,1.2249014255383668,NA,deSousa_etal_2010_Table1,2010,Zilles_Rehkämper_1988_Table12-2 (1988) = 219800
Pongo sp.,NeoG_Frahm,Neocortex_grey_matter_Vol.mm3,138300,129900,DIFFERS,0.9392624728850325,NA,Zilles_Rehkämper_1988_Table12-2,1988,NA
Galago senegalensis,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,1,0.998,DIFFERS,0.998,NA,Stephan_etal_1981_TableXV,1981,NA
Microcebus murinus,Nucleus.habenularis.medialis,Nucleus_habenularis_medialis_Vol.mm3,0.46,0.461,DIFFERS,1.0021739130434784,NA,Stephan_etal_1981_TableXV,1981,NA
Aotus trivirgatus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.96,0.964,DIFFERS,1.0041666666666667,NA,Stephan_etal_1981_TableXVI,1981,NA
Avahi occidentalis,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.99,0.988,DIFFERS,0.997979797979798,NA,Stephan_etal_1981_TableXV,1981,NA
Cheirogaleus major,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.92,0.917,DIFFERS,0.9967391304347826,NA,Stephan_etal_1981_TableXV,1981,NA
Cheirogaleus medius,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.39,0.385,DIFFERS,0.9871794871794871,NA,Stephan_etal_1981_TableXV,1981,NA
Galago senegalensis,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.59,0.588,DIFFERS,0.9966101694915254,NA,Stephan_etal_1981_TableXV,1981,NA
Homo sapiens,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.52,0.524,DIFFERS,1.0076923076923077,NA,Stephan_etal_1981_TableXVI,1981,NA
Lepilemur ruficaudatus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.89,0.888,DIFFERS,0.9977528089887641,NA,Stephan_etal_1981_TableXV,1981,NA
Loris tardigradus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.82,0.822,DIFFERS,1.002439024390244,NA,Stephan_etal_1981_TableXV,1981,NA
Microcebus murinus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.27,0.274,DIFFERS,1.0148148148148148,NA,Stephan_etal_1981_TableXV,1981,NA
Miopithecus talapoin,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.87,0.866,DIFFERS,0.9954022988505747,NA,Stephan_etal_1981_TableXVI,1981,NA
Otolemur crassicaudatus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.7,0.695,DIFFERS,0.9928571428571429,NA,Stephan_etal_1981_TableXV,1981,NA
Saguinus midas,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.56,0.559,DIFFERS,0.9982142857142857,NA,Stephan_etal_1981_TableXVI,1981,NA
Saimiri sciureus,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.6,0.598,DIFFERS,0.9966666666666667,NA,Stephan_etal_1981_TableXVI,1981,NA
Tarsius sp.,Nucleus.septalis.triangularis,Nucleus_septalis_triangularis_Vol.mm3,0.41,0.405,DIFFERS,0.9878048780487806,NA,Stephan_etal_1981_TableXV,1981,NA
Aotus trivirgatus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.2,0.201,DIFFERS,1.005,NA,Stephan_etal_1981_TableXI,1981,NA
Callithrix jacchus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.2,0.195,DIFFERS,0.975,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus major,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.85,0.851,DIFFERS,1.0011764705882353,NA,Stephan_etal_1981_TableXI,1981,NA
Cheirogaleus medius,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.47,0.472,DIFFERS,1.004255319148936,NA,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.62,0.624,DIFFERS,1.0064516129032257,NA,Stephan_etal_1981_TableXI,1981,NA
Microcebus murinus,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.26,0.264,DIFFERS,1.0153846153846153,NA,Stephan_etal_1981_TableXI,1981,NA
Propithecus verreauxi,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.92,0.921,DIFFERS,1.001086956521739,NA,Stephan_etal_1981_TableXI,1981,NA
Tarsius sp.,Nucleus_tractus_olfactorius,Nucleus_tractus_olfactorius_Vol.mm3,0.08,0.0752,DIFFERS,0.9400000000000001,NA,Stephan_etal_1981_TableXI,1981,NA
Lepilemur ruficaudatus,Nucleus.vestibularis.lateralis,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.3,2.38,DIFFERS,1.0347826086956522,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 2.38
Microcebus murinus,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.68,0.679,DIFFERS,0.9985294117647059,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 0.679
Tarsius sp.,Nucleus.vestibularis.superior,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.76,0.759,DIFFERS,0.9986842105263158,NA,Matano__1986_TableI,1986,Stephan_etal_1981_TableXIII (1981) = 0.759
Alouatta seniculus,Telencephalon,Telencephalon_Vol.mm3,37.39,37388,DIFFERS,999.9465097619684,x1000 (cm3 vs mm3),Stephan_etal_1981_TableIII,1981,NA
Ateles geoffroyi,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,101034,102700,DIFFERS,1.0164894985846349,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 101034
Avahi occidentalis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,9124,9256.8,DIFFERS,1.0145550197281894,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 9124
Cebus albifrons,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,66939,77027,DIFFERS,1.1507043726377746,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 66939
Cercopithecus mitis,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,70564,69112,DIFFERS,0.9794229352077547,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 70564
Galagoides demidoff,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,3203,3185.3,DIFFERS,0.9944739306899782,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 3203
Gorilla sp.,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,470359,401785,DIFFERS,0.8542092316719783,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 398650 | Stephan_etal_1981_TableIII (1981) = 470359
Homo sapiens,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,1251847,1357820,DIFFERS,1.0846533162598944,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 1258390 | Stephan_etal_1981_TableIII (1981) = 1251847
Hylobates lar,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,97505,88803,DIFFERS,0.9107532947028357,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 102300 | Stephan_etal_1981_TableIII (1981) = 97505
Indri indri,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,36285,32481,DIFFERS,0.895163290615957,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 36285
Lophocebus albigena,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,97603,106660,DIFFERS,1.0927942788643792,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 97603
Loris tardigradus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,6269,6612,DIFFERS,1.0547136704418567,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 6269
Pan troglodytes,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,382103,330790,DIFFERS,0.8657089842267661,NA,Bauernfeind_etal_2013_Table1,2013,deSousa_etal_2010_Table1 (2010) = 319671.428571429 | Stephan_etal_1981_TableIII (1981) = 382103
Perodicticus potto,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,13212,11100,DIFFERS,0.8401453224341507,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 13212
Piliocolobus badius,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,73818,72394,DIFFERS,0.9807093120919017,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 73818
Saguinus oedipus,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,9537,8938.2,DIFFERS,0.9372129600503304,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableIII (1981) = 9537
Varecia variegata,Total_brain_net_volume,Total_brain_net_volume_Vol.mm3,29713,30405,DIFFERS,1.0232894692558812,NA,Bauernfeind_etal_2013_Table1,2013,Stephan_etal_1981_TableII (1981) = 29713
Pongo sp.,FI_volume_L,fronto_insular_cortex_left_Vol.mm3,19.5,39.75,DIFFERS,2.0384615384615383,x2 (one side vs both),Bauernfeind_etal_2013_Table1,2013,NA
Pongo sp.,FI_volume_L,fronto_insular_cortex_left_Vol.mm3,60,39.75,DIFFERS,0.6625,NA,Bauernfeind_etal_2013_Table1,2013,NA
Avahi laniger,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,7,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,Agranular_volume_L,Agranular_insular_cortex_left_Vol.mm3,1,NA,only_in_reference,NA,NA,NA,NA,NA
Macaca fascicularis,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,2713.3,NA,only_in_reference,NA,NA,NA,NA,NA
Pan paniscus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,11606.5,NA,only_in_reference,NA,NA,NA,NA,NA
Symphalangus syndactylus,ASG_Sousa,Area_striata_grey_matter_Vol.mm3,5468.9,NA,only_in_reference,NA,NA,NA,NA,NA
Pithecia pithecia,Primary.visual.White.Smaers,Area_striata_white_matter_Vol.mm3,0.45,NA,only_in_reference,NA,NA,NA,NA,NA
Alouatta seniculus,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,12.39,NA,only_in_reference,NA,NA,NA,NA,NA
Ateles geoffroyi,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,32.93,NA,only_in_reference,NA,NA,NA,NA,NA
Cebus albifrons,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,21.02,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus ascanius,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,16.06,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus mitis,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,19.39,NA,only_in_reference,NA,NA,NA,NA,NA
Gorilla sp.,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,125.54,NA,only_in_reference,NA,NA,NA,NA,NA
Homo sapiens,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,271.89,NA,only_in_reference,NA,NA,NA,NA,NA
Hylobates lar,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,28.42,NA,only_in_reference,NA,NA,NA,NA,NA
Lagothrix lagothricha,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,24.19,NA,only_in_reference,NA,NA,NA,NA,NA
Lophocebus albigena,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,29.1,NA,only_in_reference,NA,NA,NA,NA,NA
Miopithecus talapoin,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,12.22,NA,only_in_reference,NA,NA,NA,NA,NA
Pan troglodytes,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,112.75,NA,only_in_reference,NA,NA,NA,NA,NA
Papio anubis,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,45.24,NA,only_in_reference,NA,NA,NA,NA,NA
Piliocolobus badius,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,22.63,NA,only_in_reference,NA,NA,NA,NA,NA
Pithecia pithecia,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,9.24,NA,only_in_reference,NA,NA,NA,NA,NA
Pongo sp.,Other.cortical.association.areas.Gray,AssociationCortex_grey_matter_Vol.mm3,76.92,NA,only_in_reference,NA,NA,NA,NA,NA
Alouatta seniculus,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,4.21,NA,only_in_reference,NA,NA,NA,NA,NA
Ateles geoffroyi,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,10.33,NA,only_in_reference,NA,NA,NA,NA,NA
Cebus albifrons,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,12.05,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus ascanius,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,8.3,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus mitis,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,9.91,NA,only_in_reference,NA,NA,NA,NA,NA
Gorilla sp.,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,60.39,NA,only_in_reference,NA,NA,NA,NA,NA
Homo sapiens,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,258.22,NA,only_in_reference,NA,NA,NA,NA,NA
Hylobates lar,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,12.92,NA,only_in_reference,NA,NA,NA,NA,NA
Lagothrix lagothricha,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,12.5,NA,only_in_reference,NA,NA,NA,NA,NA
Lophocebus albigena,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,17.09,NA,only_in_reference,NA,NA,NA,NA,NA
Miopithecus talapoin,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,4.64,NA,only_in_reference,NA,NA,NA,NA,NA
Pan troglodytes,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,76.6,NA,only_in_reference,NA,NA,NA,NA,NA
Papio anubis,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,33.84,NA,only_in_reference,NA,NA,NA,NA,NA
Piliocolobus badius,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,9.67,NA,only_in_reference,NA,NA,NA,NA,NA
Pithecia pithecia,Other.cortical.association.areas.White,AssociationCortex_white_matter_Vol.mm3,4.2,NA,only_in_reference,NA,NA,NA,NA,NA
Macaca fascicularis,Body_weight,Body_Mass.g,2900,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Capsula_interna,Capsula_interna_Vol.mm3,105,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,LGN_Sousa,Corpus_geniculatum_laterale_Vol.mm3,16.9,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,18,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,Dysgranular_volume_L,Dysgranular_insular_cortex_left_Vol.mm3,7,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Epithalamus,Epithalamus_Vol.mm3,6.52,NA,only_in_reference,NA,NA,NA,NA,NA
Alouatta seniculus,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,1.08,NA,only_in_reference,NA,NA,NA,NA,NA
Ateles geoffroyi,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,3.12,NA,only_in_reference,NA,NA,NA,NA,NA
Cebus albifrons,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,1.98,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus ascanius,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,1.35,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus mitis,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,1.85,NA,only_in_reference,NA,NA,NA,NA,NA
Erythrocebus patas,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,2.55,NA,only_in_reference,NA,NA,NA,NA,NA
Gorilla sp.,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,14.85,NA,only_in_reference,NA,NA,NA,NA,NA
Homo sapiens,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,29.01,NA,only_in_reference,NA,NA,NA,NA,NA
Hylobates lar,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,2.74,NA,only_in_reference,NA,NA,NA,NA,NA
Lagothrix lagothricha,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,2.43,NA,only_in_reference,NA,NA,NA,NA,NA
Lophocebus albigena,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,3.93,NA,only_in_reference,NA,NA,NA,NA,NA
Miopithecus talapoin,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,0.91,NA,only_in_reference,NA,NA,NA,NA,NA
Nasalis larvatus,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,1.75,NA,only_in_reference,NA,NA,NA,NA,NA
Pan paniscus,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,8.36,NA,only_in_reference,NA,NA,NA,NA,NA
Pan troglodytes,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,13.41,NA,only_in_reference,NA,NA,NA,NA,NA
Papio anubis,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,4.69,NA,only_in_reference,NA,NA,NA,NA,NA
Piliocolobus badius,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,2.26,NA,only_in_reference,NA,NA,NA,NA,NA
Pithecia pithecia,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,0.82,NA,only_in_reference,NA,NA,NA,NA,NA
Pongo sp.,Frontal.motor.Gray,FrontalMotor_grey_matter_Vol.mm3,6.35,NA,only_in_reference,NA,NA,NA,NA,NA
Alouatta seniculus,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.87,NA,only_in_reference,NA,NA,NA,NA,NA
Ateles geoffroyi,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.59,NA,only_in_reference,NA,NA,NA,NA,NA
Cebus albifrons,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.43,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus ascanius,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.93,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus mitis,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.95,NA,only_in_reference,NA,NA,NA,NA,NA
Erythrocebus patas,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.85,NA,only_in_reference,NA,NA,NA,NA,NA
Gorilla sp.,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,10.3,NA,only_in_reference,NA,NA,NA,NA,NA
Homo sapiens,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,29.76,NA,only_in_reference,NA,NA,NA,NA,NA
Hylobates lar,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.74,NA,only_in_reference,NA,NA,NA,NA,NA
Lagothrix lagothricha,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.63,NA,only_in_reference,NA,NA,NA,NA,NA
Lophocebus albigena,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,3.06,NA,only_in_reference,NA,NA,NA,NA,NA
Miopithecus talapoin,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.55,NA,only_in_reference,NA,NA,NA,NA,NA
Nasalis larvatus,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.93,NA,only_in_reference,NA,NA,NA,NA,NA
Pan paniscus,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,5.24,NA,only_in_reference,NA,NA,NA,NA,NA
Pan troglodytes,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,12.78,NA,only_in_reference,NA,NA,NA,NA,NA
Papio anubis,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,3.33,NA,only_in_reference,NA,NA,NA,NA,NA
Piliocolobus badius,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,1.32,NA,only_in_reference,NA,NA,NA,NA,NA
Pithecia pithecia,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,0.5,NA,only_in_reference,NA,NA,NA,NA,NA
Pongo sp.,Frontal.motor,FrontalMotor_white_matter_Vol.mm3,4.75,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Granular_volume_L,Granular_insular_cortex_left_Vol.mm3,13,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,Granular_volume_L,Granular_insular_cortex_left_Vol.mm3,3,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Hypothalamus,Hypothalamus_Vol.mm3,137,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Total_insula_volume_L,Insula_left_Vol.mm3,38,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,Total_insula_volume_L,Insula_left_Vol.mm3,11,NA,only_in_reference,NA,NA,NA,NA,NA
Pongo sp.,Lobus_piriformis,Lobus_piriformis_Vol.mm3,3800,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Nucleus_subthalamicus,Nucleus_subthalamicus_Vol.mm3,5.94,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Pallidum,Pallidum_Vol.mm3,74.5,NA,only_in_reference,NA,NA,NA,NA,NA
Aotus trivirgatus,Pons,Pons_Vol.mm3,112.1,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi laniger,Pons,Pons_Vol.mm3,60.9,NA,only_in_reference,NA,NA,NA,NA,NA
Avahi occidentalis,Pons,Pons_Vol.mm3,60.3,NA,only_in_reference,NA,NA,NA,NA,NA
Callicebus moloch,Pons,Pons_Vol.mm3,105.9,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix jacchus,Pons,Pons_Vol.mm3,38.8,NA,only_in_reference,NA,NA,NA,NA,NA
Callithrix pygmaea,Pons,Pons_Vol.mm3,17.5,NA,only_in_reference,NA,NA,NA,NA,NA
Cebus albifrons,Pons,Pons_Vol.mm3,682.2,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus ascanius,Pons,Pons_Vol.mm3,520.2,NA,only_in_reference,NA,NA,NA,NA,NA
Cercopithecus mitis,Pons,Pons_Vol.mm3,517.6,NA,only_in_reference,NA,NA,NA,NA,NA
Cheirogaleus major,Pons,Pons_Vol.mm3,27.4,NA,only_in_reference,NA,NA,NA,NA,NA
Cheirogaleus medius,Pons,Pons_Vol.mm3,13,NA,only_in_reference,NA,NA,NA,NA,NA
Daubentonia madagascariensis,Pons,Pons_Vol.mm3,304.8,NA,only_in_reference,NA,NA,NA,NA,NA
Erythrocebus patas,Pons,Pons_Vol.mm3,814.5,NA,only_in_reference,NA,NA,NA,NA,NA
Eulemur fulvus,Pons,Pons_Vol.mm3,136.9,NA,only_in_reference,NA,NA,NA,NA,NA
Galago senegalensis,Pons,Pons_Vol.mm3,21,NA,only_in_reference,NA,NA,NA,NA,NA
Galagoides demidoff,Pons,Pons_Vol.mm3,13.6,NA,only_in_reference,NA,NA,NA,NA,NA
Gorilla sp.,Pons,Pons_Vol.mm3,5400.6,NA,only_in_reference,NA,NA,NA,NA,NA
Homo sapiens,Pons,Pons_Vol.mm3,10477.9,NA,only_in_reference,NA,NA,NA,NA,NA
Hylobates lar,Pons,Pons_Vol.mm3,1167.9,NA,only_in_reference,NA,NA,NA,NA,NA
Indri indri,Pons,Pons_Vol.mm3,186.3,NA,only_in_reference,NA,NA,NA,NA,NA
Lepilemur ruficaudatus,Pons,Pons_Vol.mm3,26.2,NA,only_in_reference,NA,NA,NA,NA,NA
Lophocebus albigena,Pons,Pons_Vol.mm3,873.3,NA,only_in_reference,NA,NA,NA,NA,NA
Loris tardigradus,Pons,Pons_Vol.mm3,28.9,NA,only_in_reference,NA,NA,NA,NA,NA
Macaca mulatta,Pons,Pons_Vol.mm3,639.2,NA,only_in_reference,NA,NA,NA,NA,NA
Microcebus murinus,Pons,Pons_Vol.mm3,5.9,NA,only_in_reference,NA,NA,NA,NA,NA
Miopithecus talapoin,Pons,Pons_Vol.mm3,273.7,NA,only_in_reference,NA,NA,NA,NA,NA
Nasalis larvatus,Pons,Pons_Vol.mm3,967.4,NA,only_in_reference,NA,NA,NA,NA,NA
Nycticebus coucang,Pons,Pons_Vol.mm3,63.8,NA,only_in_reference,NA,NA,NA,NA,NA
Otolemur crassicaudatus,Pons,Pons_Vol.mm3,54.5,NA,only_in_reference,NA,NA,NA,NA,NA
Pan troglodytes,Pons,Pons_Vol.mm3,3990.6,NA,only_in_reference,NA,NA,NA,NA,NA
Papio anubis,Pons,Pons_Vol.mm3,2177.7,NA,only_in_reference,NA,NA,NA,NA,NA
Perodicticus potto,Pons,Pons_Vol.mm3,77.7,NA,only_in_reference,NA,NA,NA,NA,NA
Piliocolobus badius,Pons,Pons_Vol.mm3,646.4,NA,only_in_reference,NA,NA,NA,NA,NA
