Species,Variable,Value,Source,Team,Year
Galagoides demidoff,Hypothalamus_Vol.mm3,45.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Subthalamus_Vol.mm3,18.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Pallidum_Vol.mm3,17,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_subthalamicus_Vol.mm3,1.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Capsula_interna_Vol.mm3,18.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Tractus_opticus_Vol.mm3,11.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Area_striata_Vol.mm3,237,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Corpus_geniculatum_laterale_Vol.mm3,10.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Palaeocortex_Vol.mm3,122,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Amygdala_Vol.mm3,50.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Complexus_centromedialis_Vol.mm3,14.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_tractus_olfactorius_Vol.mm3,0.62,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Complexus_corticobasolateralis_Vol.mm3,35.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,2.82,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Complexus_vestibularis_unilateral_Vol.mm3,6.65,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_vestibularis_superior_unilateral_Vol.mm3,1.02,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.01,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,2.72,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_septalis_triangularis_Vol.mm3,0.45,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Corpus_subfornicale_Vol.mm3,0.024,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Nucleus_habenularis_medialis_Vol.mm3,0.78,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Corpus_pineal_Vol.mm3,0.375,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galagoides demidoff,Corpus_subcommissurale_Vol.mm3,0.0266,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Body_Mass.g,186,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Brain_Mass.mg,4800,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Ventricles_Vol.mm3,40.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Total_brain_net_volume_Vol.mm3,4512,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Medulla_oblongata_Vol.mm3,254,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Cerebellum_Vol.mm3,672,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Mesencephalon_Vol.mm3,205,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Diencephalon_Vol.mm3,382,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Telencephalon_Vol.mm3,2997,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Bulbus_olfactorius_Vol.mm3,79.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Bulbus_olfactorius_accessorius_Vol.mm3,2.58,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Lobus_piriformis_Vol.mm3,163,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Septum_Vol.mm3,35.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Striatum_Vol.mm3,210,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Schizo_cortex_Vol.mm3,107,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Hippocampus_Vol.mm3,261,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Neocortex_Vol.mm3,2139,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Area_striata_Vol.mm3,334,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Corpus_geniculatum_laterale_Vol.mm3,16,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Nucleus_septalis_triangularis_Vol.mm3,0.588,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Corpus_subfornicale_Vol.mm3,0.0668,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Nucleus_habenularis_medialis_Vol.mm3,0.998,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Corpus_pineal_Vol.mm3,0.741,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Galago senegalensis,Corpus_subcommissurale_Vol.mm3,0.0382,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Body_Mass.g,125,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Brain_Mass.mg,3600,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Ventricles_Vol.mm3,24.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Total_brain_net_volume_Vol.mm3,3393,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Medulla_oblongata_Vol.mm3,207,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Cerebellum_Vol.mm3,428,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Mesencephalon_Vol.mm3,197,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Diencephalon_Vol.mm3,303,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Telencephalon_Vol.mm3,2258,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Bulbus_olfactorius_Vol.mm3,18.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Bulbus_olfactorius_accessorius_Vol.mm3,0.82,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Lobus_piriformis_Vol.mm3,92.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Septum_Vol.mm3,23.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Striatum_Vol.mm3,133,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Schizo_cortex_Vol.mm3,69,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Hippocampus_Vol.mm3,153,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Neocortex_Vol.mm3,1768,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Epithalamus_Vol.mm3,2.53,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Thalamus_Vol.mm3,175,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Hypothalamus_Vol.mm3,42.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Subthalamus_Vol.mm3,17.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Pallidum_Vol.mm3,16.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_subthalamicus_Vol.mm3,1.09,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Capsula_interna_Vol.mm3,16.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Tractus_opticus_Vol.mm3,15.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Area_striata_Vol.mm3,370,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Corpus_geniculatum_laterale_Vol.mm3,20.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Palaeocortex_Vol.mm3,39.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Amygdala_Vol.mm3,49.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Complexus_centromedialis_Vol.mm3,11.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_tractus_olfactorius_Vol.mm3,0.0752,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Complexus_corticobasolateralis_Vol.mm3,38.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,5.35,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Complexus_vestibularis_unilateral_Vol.mm3,7.69,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.759,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,1.16,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,3.36,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,2.41,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_septalis_triangularis_Vol.mm3,0.405,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Corpus_subfornicale_Vol.mm3,0.0482,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Nucleus_habenularis_medialis_Vol.mm3,1.13,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Corpus_pineal_Vol.mm3,2.03,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Tarsius sp.,Corpus_subcommissurale_Vol.mm3,0.114,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Body_Mass.g,280,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Brain_Mass.mg,7600,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Ventricles_Vol.mm3,52,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Total_brain_net_volume_Vol.mm3,7241,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Medulla_oblongata_Vol.mm3,318,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Cerebellum_Vol.mm3,757,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Mesencephalon_Vol.mm3,295,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Diencephalon_Vol.mm3,554,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Telencephalon_Vol.mm3,5318,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Bulbus_olfactorius_Vol.mm3,22.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Bulbus_olfactorius_accessorius_Vol.mm3,0.326,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Lobus_piriformis_Vol.mm3,191,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Septum_Vol.mm3,49.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Striatum_Vol.mm3,372,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Schizo_cortex_Vol.mm3,90,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Hippocampus_Vol.mm3,221,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Neocortex_Vol.mm3,4371,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Area_striata_Vol.mm3,692,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Corpus_geniculatum_laterale_Vol.mm3,25.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Palaeocortex_Vol.mm3,99.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Amygdala_Vol.mm3,113,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Complexus_centromedialis_Vol.mm3,28.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Nucleus_tractus_olfactorius_Vol.mm3,0.195,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Complexus_corticobasolateralis_Vol.mm3,84.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,8.57,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Nucleus_septalis_triangularis_Vol.mm3,0.44,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Corpus_subfornicale_Vol.mm3,0.133,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Nucleus_habenularis_medialis_Vol.mm3,1.63,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Corpus_pineal_Vol.mm3,0.486,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix jacchus,Corpus_subcommissurale_Vol.mm3,0.0789,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Body_Mass.g,140,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Brain_Mass.mg,4500,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Ventricles_Vol.mm3,24.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Total_brain_net_volume_Vol.mm3,4302,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Medulla_oblongata_Vol.mm3,201,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Cerebellum_Vol.mm3,468,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Mesencephalon_Vol.mm3,192,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Diencephalon_Vol.mm3,342,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Telencephalon_Vol.mm3,3099,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Bulbus_olfactorius_Vol.mm3,12.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Bulbus_olfactorius_accessorius_Vol.mm3,0.386,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Lobus_piriformis_Vol.mm3,133,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Septum_Vol.mm3,29.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Striatum_Vol.mm3,174,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Schizo_cortex_Vol.mm3,81.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Hippocampus_Vol.mm3,133,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Neocortex_Vol.mm3,2535,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Epithalamus_Vol.mm3,3.68,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Thalamus_Vol.mm3,190,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Hypothalamus_Vol.mm3,69.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Subthalamus_Vol.mm3,27.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Pallidum_Vol.mm3,25.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Nucleus_subthalamicus_Vol.mm3,1.95,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Capsula_interna_Vol.mm3,21.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Tractus_opticus_Vol.mm3,23.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Complexus_vestibularis_unilateral_Vol.mm3,11.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,2.94,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,4.11,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Callithrix pygmaea,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.96,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Body_Mass.g,380,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Brain_Mass.mg,10000,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Ventricles_Vol.mm3,62.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Total_brain_net_volume_Vol.mm3,9537,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Medulla_oblongata_Vol.mm3,413,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Cerebellum_Vol.mm3,984,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Mesencephalon_Vol.mm3,333,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Diencephalon_Vol.mm3,754,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Telencephalon_Vol.mm3,7052,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Bulbus_olfactorius_Vol.mm3,19.1,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Bulbus_olfactorius_accessorius_Vol.mm3,0.406,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Lobus_piriformis_Vol.mm3,256,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Septum_Vol.mm3,60.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Striatum_Vol.mm3,453,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Schizo_cortex_Vol.mm3,107,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Hippocampus_Vol.mm3,262,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Neocortex_Vol.mm3,5894,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Epithalamus_Vol.mm3,4.93,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Thalamus_Vol.mm3,410,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Hypothalamus_Vol.mm3,152,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Subthalamus_Vol.mm3,77.6,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Pallidum_Vol.mm3,73.2,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_subthalamicus_Vol.mm3,4.45,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Capsula_interna_Vol.mm3,62.7,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Tractus_opticus_Vol.mm3,50.5,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Area_striata_Vol.mm3,1003,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Corpus_geniculatum_laterale_Vol.mm3,33,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Complexus_vestibularis_unilateral_Vol.mm3,18.4,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,2.98,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,3.63,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,7.25,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,4.49,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_septalis_triangularis_Vol.mm3,1.08,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Corpus_subfornicale_Vol.mm3,0.167,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Nucleus_habenularis_medialis_Vol.mm3,1.55,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Corpus_pineal_Vol.mm3,0.392,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus oedipus,Corpus_subcommissurale_Vol.mm3,0.0921,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Body_Mass.g,340,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Brain_Mass.mg,10300,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Ventricles_Vol.mm3,251,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Total_brain_net_volume_Vol.mm3,9569,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Medulla_oblongata_Vol.mm3,428,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Cerebellum_Vol.mm3,1061,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Mesencephalon_Vol.mm3,332,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Diencephalon_Vol.mm3,692,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Telencephalon_Vol.mm3,7055,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Bulbus_olfactorius_Vol.mm3,17.3,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Bulbus_olfactorius_accessorius_Vol.mm3,0.29,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Lobus_piriformis_Vol.mm3,243,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Septum_Vol.mm3,40.9,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Striatum_Vol.mm3,471,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Schizo_cortex_Vol.mm3,120,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Hippocampus_Vol.mm3,280,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Neocortex_Vol.mm3,5883,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Area_striata_Vol.mm3,1077,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Corpus_geniculatum_laterale_Vol.mm3,36.8,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
Saguinus midas,Nucleus_septalis_triangularis_Vol.mm3,0.559,Stephan_etal_1981_TablesI-VI,Stephan_collection,1981
