Species,Variable,Value,Teams
Macropus parryi,CerebellarHemisphere_Vol.mm3,922.0,Ashwell
Macropus parryi,CerebellarVermis_Vol.mm3,1059.0,Ashwell
Macropus parryi,Cerebellar_nuclei_total_Vol.mm3,104.0,Ashwell
Macropus parryi,Cerebellum_Vol.mm3,2922.0,Ashwell
Macropus parryi,Cerebellum_white_matter_Vol.mm3,684.0,Ashwell
Macropus parryi,FlocculonodularLobe_Vol.mm3,153.0,Ashwell
Macropus parryi,Pontine_and_reticulotegmental_nuclei_Vol.mm3,86.9,Ashwell
Macropus parryi,Total_brain_net_volume_Vol.mm3,25659.0,Ashwell
Macropus rufus,CerebellarCortex_Vol.mm3,5072.0,Ashwell
Macropus rufus,CerebellarHemisphere_Vol.mm3,2270.0,Ashwell
Macropus rufus,CerebellarVermis_Vol.mm3,2357.0,Ashwell
Macropus rufus,Cerebellar_nuclei_total_Vol.mm3,208.0,Ashwell
Macropus rufus,Cerebellum_Vol.mm3,6822.0,Ashwell
Macropus rufus,Cerebellum_white_matter_Vol.mm3,1542.0,Ashwell
Macropus rufus,FlocculonodularLobe_Vol.mm3,445.0,Ashwell
Macropus rufus,Pontine_and_reticulotegmental_nuclei_Vol.mm3,197.0,Ashwell
Macropus rufus,Total_brain_net_volume_Vol.mm3,48846.0,Ashwell
Mandrillus sphinx,CerebellarCortex_Vol.mm3,9088.0,Ashwell
Mandrillus sphinx,CerebellarHemisphere_Vol.mm3,5582.0,Ashwell
Mandrillus sphinx,CerebellarVermis_Vol.mm3,3196.0,Ashwell
Mandrillus sphinx,Cerebellar_nuclei_total_Vol.mm3,278.0,Ashwell
Mandrillus sphinx,Cerebellum_Vol.mm3,10359.0,Ashwell
Mandrillus sphinx,Cerebellum_grey_matter_Vol.mm3,7160.0,Bush
Mandrillus sphinx,Cerebellum_white_matter_Vol.mm3,1441.0,Ashwell; Bush
Mandrillus sphinx,FlocculonodularLobe_Vol.mm3,310.0,Ashwell
Mandrillus sphinx,Neocortex_grey_matter_Vol.mm3,71300.0,Bush
Mandrillus sphinx,Neocortex_white_matter_Vol.mm3,27900.0,Bush
Mandrillus sphinx,Pontine_and_reticulotegmental_nuclei_Vol.mm3,366.0,Ashwell
Mandrillus sphinx,Total_brain_net_volume_Vol.mm3,141756.0,Ashwell
Marmosa impavida,CerebellarCortex_Vol.mm3,158.0,Ashwell
Marmosa impavida,CerebellarHemisphere_Vol.mm3,55.6,Ashwell
Marmosa impavida,CerebellarVermis_Vol.mm3,98.1,Ashwell
Marmosa impavida,Cerebellar_nuclei_total_Vol.mm3,8.15,Ashwell
Marmosa impavida,Cerebellum_Vol.mm3,179.0,Ashwell
Marmosa impavida,Cerebellum_white_matter_Vol.mm3,13.0,Ashwell
Marmosa impavida,FlocculonodularLobe_Vol.mm3,4.13,Ashwell
Marmosa impavida,Pontine_and_reticulotegmental_nuclei_Vol.mm3,5.85,Ashwell
Marmosa impavida,Total_brain_net_volume_Vol.mm3,1449.0,Ashwell
Marmosa mitis,Cerebellum_grey_matter_Vol.mm3,87.1,Bush
Marmosa mitis,Cerebellum_white_matter_Vol.mm3,10.200000000000001,Bush
Marmosa mitis,Neocortex_grey_matter_Vol.mm3,119.0,Bush
Marmosa mitis,Neocortex_white_matter_Vol.mm3,11.299999999999999,Bush
Microcebus murinus,AccessoryOlfactoryBulb_Vol.mm3,1.623,Stephan_collection
Microcebus murinus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.47,Stephan_collection
Microcebus murinus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.498,Stephan_collection
Microcebus murinus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.655,Stephan_collection
Microcebus murinus,Amygdala_Vol.mm3,36.6,Stephan_collection
Microcebus murinus,Area_striata_Vol.mm3,144.0,Stephan_collection
Microcebus murinus,Area_striata_grey_matter_Vol.mm3,128.33333333333334,Bush; Stephan_collection; Zilles
Microcebus murinus,Area_striata_lamina_1_Vol.mm3,15.0,Stephan_collection
Microcebus murinus,Area_striata_laminae_2_6_Vol.mm3,121.0,Stephan_collection
Microcebus murinus,Area_striata_white_matter_Vol.mm3,8.24,Stephan_collection
Microcebus murinus,Body_Mass.g,54.0,Stephan_collection
Microcebus murinus,Brain_Mass.mg,1780.0,Stephan_collection
Microcebus murinus,Bulbus_olfactorius_Vol.mm3,43.0,Stephan_collection
Microcebus murinus,Bulbus_olfactorius_accessorius_Vol.mm3,1.62,Stephan_collection
Microcebus murinus,CA1_Vol.mm3,30.45,Stephan_collection
Microcebus murinus,CA2_Vol.mm3,2.33,Stephan_collection
Microcebus murinus,CA3_Vol.mm3,23.82,Stephan_collection
Microcebus murinus,Capsula_interna_Vol.mm3,9.08,Stephan_collection
Microcebus murinus,Cerebellar_nuclei_total_Vol.mm3,4.74,Stephan_collection
Microcebus murinus,Cerebellum_Vol.mm3,234.0,Stephan_collection
Microcebus murinus,Cerebellum_grey_matter_Vol.mm3,172.0,Bush
Microcebus murinus,Cerebellum_white_matter_Vol.mm3,33.099999999999994,Bush
Microcebus murinus,Commissura_anterior_Vol.mm3,2.0,Stephan_collection
Microcebus murinus,Complexus_centromedialis_Vol.mm3,12.0,Stephan_collection
Microcebus murinus,Complexus_corticobasolateralis_Vol.mm3,24.5,Stephan_collection
Microcebus murinus,Complexus_sensorius_trigeminalis_Vol.mm3,7.84,Stephan_collection
Microcebus murinus,Complexus_vestibularis_Vol.mm3,7.42,Stephan_collection
Microcebus murinus,Complexus_vestibularis_unilateral_Vol.mm3,4.02,Stephan_collection
Microcebus murinus,Corpus_geniculatum_laterale_Vol.mm3,8.066666666666666,Bush; Stephan_collection; Zilles
Microcebus murinus,Corpus_pineal_Vol.mm3,0.14,Stephan_collection
Microcebus murinus,Corpus_subcommissurale_Vol.mm3,0.0233,Stephan_collection
Microcebus murinus,Corpus_subfornicale_Vol.mm3,0.0556,Stephan_collection
Microcebus murinus,Diencephalon_Vol.mm3,134.0,Stephan_collection
Microcebus murinus,Epithalamus_Vol.mm3,1.44,Stephan_collection
Microcebus murinus,Facial_motor_nucleus_left_Vol.mm3,0.29,Sherwood
Microcebus murinus,Fascia_dentata_Vol.mm3,20.9,Stephan_collection
Microcebus murinus,HP_HS_fibers_Vol.mm3,12.38,Stephan_collection
Microcebus murinus,Hilus_Vol.mm3,4.48,Stephan_collection
Microcebus murinus,Hippocampus_Vol.mm3,100.35,Stephan_collection
Microcebus murinus,Hippocampus_retrocommissuralis_Vol.mm3,87.97,Stephan_collection
Microcebus murinus,Hypoglossal_nucleus_left_Vol.mm3,0.25,Sherwood
Microcebus murinus,Hypothalamus_Vol.mm3,29.8,Stephan_collection
Microcebus murinus,Interpositus_cerebellar_nuclei_Vol.mm3,1.14,Stephan_collection
Microcebus murinus,Lateral_cerebellar_nuclei_Vol.mm3,2.11,Stephan_collection
Microcebus murinus,Lobus_piriformis_Vol.mm3,103.0,Stephan_collection
Microcebus murinus,Medial_cerebellar_nuclei_Vol.mm3,1.49,Stephan_collection
Microcebus murinus,Medulla_oblongata_Vol.mm3,99.065,Sherwood; Stephan_collection
Microcebus murinus,Mesencephalon_Vol.mm3,85.2,Stephan_collection
Microcebus murinus,Middle_temporal_visual_area_Vol.mm3,13.2,Stephan_collection
Microcebus murinus,Neocortex_Vol.mm3,739.75,Stephan_collection; Zilles
Microcebus murinus,Neocortex_grey_matter_Vol.mm3,632.35,Bush; Stephan_collection
Microcebus murinus,Neocortex_lamina_1_Vol.mm3,94.97,Stephan_collection
Microcebus murinus,Neocortex_laminae_2_6_Vol.mm3,579.3,Stephan_collection
Microcebus murinus,Neocortex_white_matter_Vol.mm3,82.055,Bush; Stephan_collection
Microcebus murinus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,2.1,Stephan_collection
Microcebus murinus,Nucleus_habenularis_medialis_Vol.mm3,0.461,Stephan_collection
Microcebus murinus,Nucleus_septalis_triangularis_Vol.mm3,0.274,Stephan_collection
Microcebus murinus,Nucleus_subthalamicus_Vol.mm3,0.65,Stephan_collection
Microcebus murinus,Nucleus_tractus_olfactorius_Vol.mm3,0.3,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_descendens_Vol.mm3,2.0,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_descendens_unilateral_Vol.mm3,1.08,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_lateralis_Vol.mm3,1.3,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_lateralis_unilateral_Vol.mm3,0.76,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_medialis_Vol.mm3,2.87,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_medialis_unilateral_Vol.mm3,1.5,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_superior_Vol.mm3,1.25,Stephan_collection
Microcebus murinus,Nucleus_vestibularis_superior_unilateral_Vol.mm3,0.679,Stephan_collection
Microcebus murinus,Palaeocortex_Vol.mm3,66.8,Stephan_collection
Microcebus murinus,Palaeocortex_plus_amygdala_Vol.mm3,94.5,Stephan_collection
Microcebus murinus,Pallidum_Vol.mm3,10.7,Stephan_collection
Microcebus murinus,Prepiriform_cortex_Vol.mm3,38.2,Stephan_collection
Microcebus murinus,Retrobulbar_cortex_Vol.mm3,8.1,Stephan_collection
Microcebus murinus,Schizo_cortex_Vol.mm3,40.1,Stephan_collection
Microcebus murinus,Septum_Vol.mm3,15.3,Stephan_collection
Microcebus murinus,Striatum_Vol.mm3,85.7,Stephan_collection
Microcebus murinus,Subiculum_Vol.mm3,5.99,Stephan_collection
Microcebus murinus,Substantia_innominata_Vol.mm3,4.3,Stephan_collection
Microcebus murinus,Subthalamus_Vol.mm3,11.4,Stephan_collection
Microcebus murinus,Telencephalon_Vol.mm3,1129.0,Stephan_collection
Microcebus murinus,Thalamus_Vol.mm3,78.3,Stephan_collection
Microcebus murinus,Total_brain_net_volume_Vol.mm3,1682.7,Bush; Stephan_collection; Zilles
Microcebus murinus,Tractus_olfactorius_lateralis_Vol.mm3,1.6,Stephan_collection
Microcebus murinus,Tractus_opticus_Vol.mm3,6.17,Stephan_collection
Microcebus murinus,Trigeminal_motor_nucleus_left_Vol.mm3,0.13,Sherwood
Microcebus murinus,Tuberculum_olfactorium_Vol.mm3,12.3,Stephan_collection
Microcebus murinus,Ventral_pons_Vol.mm3,5.9,Stephan_collection
Microcebus murinus,Ventricles_Vol.mm3,11.3,Stephan_collection
Microgale cowani,AccessoryOlfactoryBulb_Vol.mm3,0.162,Stephan_collection
Microgale cowani,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.032,Stephan_collection
Microgale cowani,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.048,Stephan_collection
Microgale cowani,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.082,Stephan_collection
Microgale cowani,Amygdala_Vol.mm3,14.8,Stephan_collection
Microgale cowani,Body_Mass.g,15.2,Stephan_collection
Microgale cowani,Brain_Mass.mg,420.0,Stephan_collection
Microgale cowani,Bulbus_olfactorius_Vol.mm3,35.9,Stephan_collection
Microgale cowani,Bulbus_olfactorius_accessorius_Vol.mm3,0.162,Stephan_collection
Microgale cowani,Cerebellum_Vol.mm3,49.5,Stephan_collection
Microgale cowani,Commissura_anterior_Vol.mm3,1.1,Stephan_collection
Microgale cowani,Complexus_centromedialis_Vol.mm3,5.5,Stephan_collection
Microgale cowani,Complexus_corticobasolateralis_Vol.mm3,9.3,Stephan_collection
Microgale cowani,Corpus_pineal_Vol.mm3,0.0152,Stephan_collection
Microgale cowani,Corpus_subcommissurale_Vol.mm3,0.00129,Stephan_collection
Microgale cowani,Corpus_subfornicale_Vol.mm3,0.0116,Stephan_collection
Microgale cowani,Diencephalon_Vol.mm3,25.4,Stephan_collection
Microgale cowani,Hippocampus_Vol.mm3,36.4,Stephan_collection
Microgale cowani,Lobus_piriformis_Vol.mm3,79.0,Stephan_collection
Microgale cowani,Medulla_oblongata_Vol.mm3,45.3,Stephan_collection
Microgale cowani,Mesencephalon_Vol.mm3,24.0,Stephan_collection
Microgale cowani,Neocortex_Vol.mm3,57.2,Stephan_collection
Microgale cowani,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,0.91,Stephan_collection
Microgale cowani,Nucleus_habenularis_medialis_Vol.mm3,0.147,Stephan_collection
Microgale cowani,Nucleus_septalis_triangularis_Vol.mm3,0.216,Stephan_collection
Microgale cowani,Nucleus_tractus_olfactorius_Vol.mm3,0.7,Stephan_collection
Microgale cowani,Prepiriform_cortex_Vol.mm3,40.3,Stephan_collection
Microgale cowani,Retrobulbar_cortex_Vol.mm3,7.7,Stephan_collection
Microgale cowani,Schizo_cortex_Vol.mm3,13.5,Stephan_collection
Microgale cowani,Septum_Vol.mm3,6.08,Stephan_collection
Microgale cowani,Striatum_Vol.mm3,19.4,Stephan_collection
Microgale cowani,Substantia_innominata_Vol.mm3,0.9,Stephan_collection
Microgale cowani,Telencephalon_Vol.mm3,248.0,Stephan_collection
Microgale cowani,Total_brain_net_volume_Vol.mm3,392.0,Stephan_collection
Microgale cowani,Tractus_olfactorius_lateralis_Vol.mm3,1.8,Stephan_collection
Microgale cowani,Tuberculum_olfactorium_Vol.mm3,12.4,Stephan_collection
Microgale cowani,Ventricles_Vol.mm3,7.12,Stephan_collection
Microgale mergulus,AccessoryOlfactoryBulb_Vol.mm3,0.323,Stephan_collection
Microgale mergulus,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.078,Stephan_collection
Microgale mergulus,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.08,Stephan_collection
Microgale mergulus,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.165,Stephan_collection
Microgale mergulus,Amygdala_Vol.mm3,26.8,Stephan_collection
Microgale mergulus,Body_Mass.g,92.0,Stephan_collection
Microgale mergulus,Brain_Mass.mg,1150.0,Stephan_collection
Microgale mergulus,Bulbus_olfactorius_Vol.mm3,42.9,Stephan_collection
Microgale mergulus,Bulbus_olfactorius_accessorius_Vol.mm3,0.323,Stephan_collection
Microgale mergulus,Cerebellum_Vol.mm3,176.0,Stephan_collection
Microgale mergulus,Commissura_anterior_Vol.mm3,1.4,Stephan_collection
Microgale mergulus,Complexus_centromedialis_Vol.mm3,11.0,Stephan_collection
Microgale mergulus,Complexus_corticobasolateralis_Vol.mm3,15.8,Stephan_collection
Microgale mergulus,Corpus_pineal_Vol.mm3,0.122,Stephan_collection
Microgale mergulus,Corpus_subcommissurale_Vol.mm3,0.00202,Stephan_collection
Microgale mergulus,Corpus_subfornicale_Vol.mm3,0.0194,Stephan_collection
Microgale mergulus,Diencephalon_Vol.mm3,81.0,Stephan_collection
Microgale mergulus,Hippocampus_Vol.mm3,78.2,Stephan_collection
Microgale mergulus,Lobus_piriformis_Vol.mm3,87.4,Stephan_collection
Microgale mergulus,Medulla_oblongata_Vol.mm3,204.0,Stephan_collection
Microgale mergulus,Mesencephalon_Vol.mm3,67.4,Stephan_collection
Microgale mergulus,Neocortex_Vol.mm3,196.0,Stephan_collection
Microgale mergulus,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,2.5,Stephan_collection
Microgale mergulus,Nucleus_habenularis_medialis_Vol.mm3,0.469,Stephan_collection
Microgale mergulus,Nucleus_septalis_triangularis_Vol.mm3,0.602,Stephan_collection
Microgale mergulus,Nucleus_tractus_olfactorius_Vol.mm3,0.31,Stephan_collection
Microgale mergulus,Palaeocortex_plus_amygdala_Vol.mm3,87.4,Stephan_collection
Microgale mergulus,Prepiriform_cortex_Vol.mm3,33.4,Stephan_collection
Microgale mergulus,Retrobulbar_cortex_Vol.mm3,7.9,Stephan_collection
Microgale mergulus,Schizo_cortex_Vol.mm3,36.4,Stephan_collection
Microgale mergulus,Septum_Vol.mm3,19.5,Stephan_collection
Microgale mergulus,Striatum_Vol.mm3,57.9,Stephan_collection
Microgale mergulus,Substantia_innominata_Vol.mm3,1.6,Stephan_collection
Microgale mergulus,Telencephalon_Vol.mm3,518.0,Stephan_collection
Microgale mergulus,Total_brain_net_volume_Vol.mm3,1046.0,Stephan_collection
Microgale mergulus,Tractus_olfactorius_lateralis_Vol.mm3,3.1,Stephan_collection
Microgale mergulus,Tuberculum_olfactorium_Vol.mm3,13.2,Stephan_collection
Microgale mergulus,Ventricles_Vol.mm3,12.6,Stephan_collection
Micropotamogale lamottei,AccessoryOlfactoryBulb_Vol.mm3,0.061,Stephan_collection
Micropotamogale lamottei,AccessoryOlfactoryBulb_layer_6_Vol.mm3,0.005,Stephan_collection
Micropotamogale lamottei,AccessoryOlfactoryBulb_layers_1_2_Vol.mm3,0.024,Stephan_collection
Micropotamogale lamottei,AccessoryOlfactoryBulb_layers_3_5_Vol.mm3,0.032,Stephan_collection
Micropotamogale lamottei,Amygdala_Vol.mm3,19.0,Stephan_collection
Micropotamogale lamottei,Body_Mass.g,64.2,Stephan_collection
Micropotamogale lamottei,Brain_Mass.mg,800.0,Stephan_collection
Micropotamogale lamottei,Bulbus_olfactorius_Vol.mm3,34.1,Stephan_collection
Micropotamogale lamottei,Bulbus_olfactorius_accessorius_Vol.mm3,0.0605,Stephan_collection
Micropotamogale lamottei,Cerebellum_Vol.mm3,82.7,Stephan_collection
Micropotamogale lamottei,Commissura_anterior_Vol.mm3,0.92,Stephan_collection
Micropotamogale lamottei,Complexus_centromedialis_Vol.mm3,8.7,Stephan_collection
Micropotamogale lamottei,Complexus_corticobasolateralis_Vol.mm3,10.3,Stephan_collection
Micropotamogale lamottei,Diencephalon_Vol.mm3,62.8,Stephan_collection
Micropotamogale lamottei,Hippocampus_Vol.mm3,77.7,Stephan_collection
Micropotamogale lamottei,Lobus_piriformis_Vol.mm3,67.3,Stephan_collection
Micropotamogale lamottei,Medulla_oblongata_Vol.mm3,135.0,Stephan_collection
Micropotamogale lamottei,Mesencephalon_Vol.mm3,58.6,Stephan_collection
Micropotamogale lamottei,Neocortex_Vol.mm3,144.0,Stephan_collection
Micropotamogale lamottei,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.4,Stephan_collection
Micropotamogale lamottei,Nucleus_tractus_olfactorius_Vol.mm3,0.27,Stephan_collection
Micropotamogale lamottei,Prepiriform_cortex_Vol.mm3,27.1,Stephan_collection
Micropotamogale lamottei,Retrobulbar_cortex_Vol.mm3,7.7,Stephan_collection
Micropotamogale lamottei,Schizo_cortex_Vol.mm3,32.9,Stephan_collection
Micropotamogale lamottei,Septum_Vol.mm3,15.1,Stephan_collection
Micropotamogale lamottei,Striatum_Vol.mm3,32.6,Stephan_collection
Micropotamogale lamottei,Substantia_innominata_Vol.mm3,1.4,Stephan_collection
Micropotamogale lamottei,Telencephalon_Vol.mm3,404.0,Stephan_collection
Micropotamogale lamottei,Total_brain_net_volume_Vol.mm3,743.0,Stephan_collection
Micropotamogale lamottei,Tractus_olfactorius_lateralis_Vol.mm3,2.4,Stephan_collection
Micropotamogale lamottei,Tuberculum_olfactorium_Vol.mm3,8.7,Stephan_collection
Micropotamogale lamottei,Ventricles_Vol.mm3,11.9,Stephan_collection
Micropotamogale ruwenzorii,Amygdala_Vol.mm3,22.2,Stephan_collection
Micropotamogale ruwenzorii,Bulbus_olfactorius_Vol.mm3,33.9,Stephan_collection
Micropotamogale ruwenzorii,Commissura_anterior_Vol.mm3,1.9,Stephan_collection
Micropotamogale ruwenzorii,Complexus_centromedialis_Vol.mm3,9.3,Stephan_collection
Micropotamogale ruwenzorii,Complexus_corticobasolateralis_Vol.mm3,12.9,Stephan_collection
Micropotamogale ruwenzorii,Complexus_sensorius_trigeminalis_Vol.mm3,47.6,Stephan_collection
Micropotamogale ruwenzorii,Complexus_vestibularis_Vol.mm3,8.63,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,1.6,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_tractus_olfactorius_Vol.mm3,0.47,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_vestibularis_descendens_Vol.mm3,2.64,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_vestibularis_lateralis_Vol.mm3,1.28,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_vestibularis_medialis_Vol.mm3,3.28,Stephan_collection
Micropotamogale ruwenzorii,Nucleus_vestibularis_superior_Vol.mm3,1.43,Stephan_collection
Micropotamogale ruwenzorii,Prepiriform_cortex_Vol.mm3,33.8,Stephan_collection
Micropotamogale ruwenzorii,Retrobulbar_cortex_Vol.mm3,7.5,Stephan_collection
Micropotamogale ruwenzorii,Substantia_innominata_Vol.mm3,3.2,Stephan_collection
Micropotamogale ruwenzorii,Tractus_olfactorius_lateralis_Vol.mm3,1.7,Stephan_collection
Micropotamogale ruwenzorii,Tuberculum_olfactorium_Vol.mm3,11.7,Stephan_collection
Microsorex hoyi,Amygdala_Vol.mm3,3.5,Stephan_collection
Microsorex hoyi,Bulbus_olfactorius_Vol.mm3,6.8,Stephan_collection
Microsorex hoyi,Commissura_anterior_Vol.mm3,0.26,Stephan_collection
Microsorex hoyi,Complexus_centromedialis_Vol.mm3,1.4,Stephan_collection
Microsorex hoyi,Complexus_corticobasolateralis_Vol.mm3,2.1,Stephan_collection
Microsorex hoyi,Complexus_sensorius_trigeminalis_Vol.mm3,2.15,Stephan_collection
Microsorex hoyi,Complexus_vestibularis_Vol.mm3,0.581,Stephan_collection
Microsorex hoyi,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,0.25,Stephan_collection
Microsorex hoyi,Nucleus_tractus_olfactorius_Vol.mm3,0.11,Stephan_collection
Microsorex hoyi,Nucleus_vestibularis_descendens_Vol.mm3,0.166,Stephan_collection
Microsorex hoyi,Nucleus_vestibularis_lateralis_Vol.mm3,0.115,Stephan_collection
Microsorex hoyi,Nucleus_vestibularis_medialis_Vol.mm3,0.219,Stephan_collection
Microsorex hoyi,Nucleus_vestibularis_superior_Vol.mm3,0.0811,Stephan_collection
Microsorex hoyi,Prepiriform_cortex_Vol.mm3,6.1,Stephan_collection
Microsorex hoyi,Retrobulbar_cortex_Vol.mm3,2.0,Stephan_collection
Microsorex hoyi,Substantia_innominata_Vol.mm3,0.49,Stephan_collection
Microsorex hoyi,Tractus_olfactorius_lateralis_Vol.mm3,0.31,Stephan_collection
Microsorex hoyi,Tuberculum_olfactorium_Vol.mm3,3.0,Stephan_collection
Miopithecus talapoin,Amygdala_Vol.mm3,413.1,Stephan_collection
Miopithecus talapoin,Area_striata_Vol.mm3,3048.0,Stephan_collection
Miopithecus talapoin,Area_striata_grey_matter_Vol.mm3,2339.0,Stephan_collection; Zilles
Miopithecus talapoin,Area_striata_white_matter_Vol.mm3,709.0,Stephan_collection
Miopithecus talapoin,Body_Mass.g,1200.0,Stephan_collection
Miopithecus talapoin,Brain_Mass.mg,40000.0,Stephan_collection; Zilles
Miopithecus talapoin,Bulbus_olfactorius_Vol.mm3,27.8,Stephan_collection
Miopithecus talapoin,Bulbus_olfactorius_accessorius_Vol.mm3,0.0,Stephan_collection
Miopithecus talapoin,CA1_Vol.mm3,183.4,Stephan_collection
Miopithecus talapoin,CA2_Vol.mm3,15.31,Stephan_collection
Miopithecus talapoin,CA3_Vol.mm3,134.6,Stephan_collection
Miopithecus talapoin,Cerebellar_nuclei_total_Vol.mm3,78.95,Stephan_collection
Miopithecus talapoin,Cerebellum_Vol.mm3,3374.0,Stephan_collection
Miopithecus talapoin,Commissura_anterior_Vol.mm3,46.0,Stephan_collection
Miopithecus talapoin,Complexus_centromedialis_Vol.mm3,101.9,Stephan_collection
Miopithecus talapoin,Complexus_corticobasolateralis_Vol.mm3,311.3,Stephan_collection
Miopithecus talapoin,Complexus_sensorius_trigeminalis_Vol.mm3,48.1,Stephan_collection
Miopithecus talapoin,Complexus_vestibularis_Vol.mm3,86.8,Stephan_collection
Miopithecus talapoin,Corpus_geniculatum_laterale_Vol.mm3,109.0,Stephan_collection; Zilles
Miopithecus talapoin,Corpus_pineal_Vol.mm3,2.03,Stephan_collection
Miopithecus talapoin,Corpus_subcommissurale_Vol.mm3,0.22,Stephan_collection
Miopithecus talapoin,Corpus_subfornicale_Vol.mm3,0.192,Stephan_collection
Miopithecus talapoin,Diencephalon_Vol.mm3,2375.0,Stephan_collection
Miopithecus talapoin,Facial_motor_nucleus_left_Vol.mm3,1.86,Sherwood
Miopithecus talapoin,Fascia_dentata_Vol.mm3,87.59,Stephan_collection
Miopithecus talapoin,FrontalCortex_grey_matter_Vol.mm3,5180.0,Zilles
Miopithecus talapoin,FrontalCortex_white_matter_Vol.mm3,1830.0,Zilles
Miopithecus talapoin,HP_HS_fibers_Vol.mm3,190.75,Stephan_collection
Miopithecus talapoin,Hilus_Vol.mm3,51.91,Stephan_collection
Miopithecus talapoin,Hippocampus_Vol.mm3,704.87,Stephan_collection
Miopithecus talapoin,Hippocampus_retrocommissuralis_Vol.mm3,514.12,Stephan_collection
Miopithecus talapoin,Hypoglossal_nucleus_left_Vol.mm3,1.22,Sherwood
Miopithecus talapoin,Interpositus_cerebellar_nuclei_Vol.mm3,26.42,Stephan_collection
Miopithecus talapoin,Lateral_cerebellar_nuclei_Vol.mm3,33.84,Stephan_collection
Miopithecus talapoin,Lobus_piriformis_Vol.mm3,706.0,Stephan_collection
Miopithecus talapoin,Medial_cerebellar_nuclei_Vol.mm3,18.69,Stephan_collection
Miopithecus talapoin,Medulla_oblongata_Vol.mm3,1034.895,Sherwood; Stephan_collection
Miopithecus talapoin,Mesencephalon_Vol.mm3,826.0,Stephan_collection
Miopithecus talapoin,Middle_temporal_visual_area_Vol.mm3,136.4,Stephan_collection
Miopithecus talapoin,Neocortex_Vol.mm3,26427.0,Stephan_collection; Zilles
Miopithecus talapoin,Nucleus_amygdalae_basalis_pars_magnocellularis_Vol.mm3,52.9,Stephan_collection
Miopithecus talapoin,Nucleus_habenularis_medialis_Vol.mm3,2.07,Stephan_collection
Miopithecus talapoin,Nucleus_septalis_triangularis_Vol.mm3,0.866,Stephan_collection
Miopithecus talapoin,Nucleus_vestibularis_descendens_Vol.mm3,21.4,Stephan_collection
Miopithecus talapoin,Nucleus_vestibularis_lateralis_Vol.mm3,15.2,Stephan_collection
Miopithecus talapoin,Nucleus_vestibularis_medialis_Vol.mm3,33.9,Stephan_collection
Miopithecus talapoin,Nucleus_vestibularis_superior_Vol.mm3,16.3,Stephan_collection
Miopithecus talapoin,Palaeocortex_plus_amygdala_Vol.mm3,732.0,Stephan_collection
Miopithecus talapoin,Prepiriform_cortex_Vol.mm3,132.1,Stephan_collection
Miopithecus talapoin,Retrobulbar_cortex_Vol.mm3,8.8,Stephan_collection
Miopithecus talapoin,Schizo_cortex_Vol.mm3,259.0,Stephan_collection
Miopithecus talapoin,Septum_Vol.mm3,133.0,Stephan_collection
Miopithecus talapoin,Striatum_Vol.mm3,1908.0,Stephan_collection
Miopithecus talapoin,Subiculum_Vol.mm3,41.31,Stephan_collection
Miopithecus talapoin,Substantia_innominata_Vol.mm3,40.2,Stephan_collection
Miopithecus talapoin,Telencephalon_Vol.mm3,30166.0,Stephan_collection
Miopithecus talapoin,Total_brain_net_volume_Vol.mm3,38193.0,Stephan_collection; Zilles
Miopithecus talapoin,Tractus_olfactorius_lateralis_Vol.mm3,14.1,Stephan_collection
Miopithecus talapoin,Trigeminal_motor_nucleus_left_Vol.mm3,1.47,Sherwood
Miopithecus talapoin,Tuberculum_olfactorium_Vol.mm3,51.5,Stephan_collection
Miopithecus talapoin,Ventral_pons_Vol.mm3,273.7,Stephan_collection
Miopithecus talapoin,Ventricles_Vol.mm3,262.0,Stephan_collection
Monodelphis brevicaudata,CerebellarCortex_Vol.mm3,103.0,Ashwell
