"Species","Measure","Units","Value_g","raw_value","raw_unit","Source","first_author","Year","Team","role","paper","column","poolable_group","basis","measure_emitted"
"Ochotona hyperborea","Brain_Mass","g",2.22,"2.22","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Ochotona princeps","Brain_Mass","g",2.39,"2.39","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Ochotona rufescens","Brain_Mass","g",2.75,"2.75","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Sylvilagus audubonii","Brain_Mass","g",6.07,"6.07","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Sylvilagus bachmani","Brain_Mass","g",6.58,"6.58","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Sylvilagus floridanus","Brain_Mass","g",7.56,"7.56","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus americanus","Brain_Mass","g",9.72,"9.72","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus capensis","Brain_Mass","g",10.78,"10.78","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Oryctolagus cuniculus","Brain_Mass","g",11.09,"11.09","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus nigricollis","Brain_Mass","g",11.49,"11.49","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus californicus","Brain_Mass","g",13.23,"13.23","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus europaeus","Brain_Mass","g",14.35,"14.35","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus arcticus","Brain_Mass","g",15.8,"15.8","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Sylvilagus brasiliensis","Brain_Mass","g",4.5,"4.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepus timidus","Brain_Mass","g",15.1,"15.1","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhynchocyon petersi","Brain_Mass","g",5.4,"5.4","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Elephantulus intufi","Brain_Mass","g",1.14,"1.14","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Elephantulus fuscipes","Brain_Mass","g",1.33,"1.33","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Elephantulus myurus","Brain_Mass","g",1.37,"1.37","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhynchocyon cirnei","Brain_Mass","g",5.9,"5.9","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Dromiciops gliroides","Brain_Mass","g",0.81,"0.81","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Ornithorhynchus anatinus","Brain_Mass","g",10.08,"10.08","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tachyglossus aculeatus","Brain_Mass","g",20.73,"20.73","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Zaglossus bruijni","Brain_Mass","g",37.35,"37.35","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Notoryctes caurinus","Brain_Mass","g",0.78,"0.78","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhyncholestes raphanurus","Brain_Mass","g",0.65,"0.65","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Caenolestes fuliginosus","Brain_Mass","g",0.68,"0.68","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Chaeropus ecaudatus","Brain_Mass","g",2.4,"2.4","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Perameles bougainville","Brain_Mass","g",3.21,"3.21","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Echymipera kalubu","Brain_Mass","g",3.67,"3.67","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Echymipera rufescens","Brain_Mass","g",3.73,"3.73","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Microperoryctes longicauda","Brain_Mass","g",3.81,"3.81","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Macrotis leucura","Brain_Mass","g",4.3,"4.3","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Isoodon macrourus","Brain_Mass","g",4.42,"4.42","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Echymipera clara","Brain_Mass","g",4.48,"4.48","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Perameles gunnii","Brain_Mass","g",4.5,"4.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Perameles nasuta","Brain_Mass","g",4.96,"4.96","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Peroryctes raffrayana","Brain_Mass","g",6.33,"6.33","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Macrotis lagotis","Brain_Mass","g",6.57,"6.57","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Isoodon obesulus","Brain_Mass","g",4.03,"4.03","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhynchomeles prattorum","Brain_Mass","g",4.9,"4.9","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Equus asinus","Brain_Mass","g",434,"434","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tapirus indicus","Brain_Mass","g",265,"265","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Equus zebra","Brain_Mass","g",548,"548","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Diceros bicornis","Brain_Mass","g",655,"655","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Equus caballus","Brain_Mass","g",693,"693","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tapirus bairdii","Brain_Mass","g",85,"85","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tapirus terrestris","Brain_Mass","g",180.5,"180.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Equus burchelli","Brain_Mass","g",562,"562","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Equus burchelli","Brain_Mass","g",612,"612","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Ceratotherium simum","Brain_Mass","g",643,"643","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Rhinoceros unicornis","Brain_Mass","g",786,"786","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Manis tricuspis","Brain_Mass","g",9.4,"9.4","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Manis javanica","Brain_Mass","g",13.7,"13.7","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Manis pentadactyla","Brain_Mass","g",17.64,"17.64","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Bradypus variegatus","Brain_Mass","g",16.03,"16.03","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Choloepus hoffmanni","Brain_Mass","g",24.54,"24.54","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tamandua tetradactyla","Brain_Mass","g",27.5,"27.5","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Choloepus didactylus","Brain_Mass","g",28.2,"28.2","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Myrmecophaga tridactyla","Brain_Mass","g",84,"84","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cyclopes didactylus","Brain_Mass","g",4.29,"4.29","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Bradypus tridactylus","Brain_Mass","g",24.9,"24.9","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Microcebus rufus","Brain_Mass","g",1.716401667,"1.716401667","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cheirogaleus adipicaudatus","Brain_Mass","g",3.037359,"3.037359","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Galago thomasi","Brain_Mass","g",3.1175415,"3.1175415","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Cheirogaleus medius","Brain_Mass","g",3.34,"3.34","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Tarsius syrichta","Brain_Mass","g",3.358721556,"3.358721556","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Galago moholi","Brain_Mass","g",3.705247654,"3.705247654","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Galago matschiei","Brain_Mass","g",4.621870667,"4.621870667","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Euoticus pallidus","Brain_Mass","g",5.185675111,"5.185675111","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Galago gabonensis","Brain_Mass","g",5.357372143,"5.357372143","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Euoticus elegantulus","Brain_Mass","g",5.534683,"5.534683","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Galago cameronensis","Brain_Mass","g",5.580927369,"5.580927369","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Mirza coquereli","Brain_Mass","g",5.79587525,"5.79587525","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Phaner pallescens","Brain_Mass","g",6.681421429,"6.681421429","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepilemur dorsalis","Brain_Mass","g",6.7,"6.7","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepilemur leucopus","Brain_Mass","g",6.869683333,"6.869683333","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Arctocebus calabarensis","Brain_Mass","g",6.921393272,"6.921393272","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepilemur edwardsi","Brain_Mass","g",7.25,"7.25","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Callithrix jacchus","Brain_Mass","g",7.73,"7.73","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Avahi occidentalis","Brain_Mass","g",7.95,"7.95","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepilemur ruficaudatus","Brain_Mass","g",8.25,"8.25","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus niger","Brain_Mass","g",9.481117691,"9.481117691","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus pileatus","Brain_Mass","g",9.555186215,"9.555186215","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus oedipus","Brain_Mass","g",9.64,"9.64","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus leucopus","Brain_Mass","g",9.701980496,"9.701980496","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Lepilemur microdon","Brain_Mass","g",9.75,"9.75","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus midas","Brain_Mass","g",9.783900055,"9.783900055","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Saguinus labiatus","Brain_Mass","g",10.01174938,"10.01174938","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Otolemur monteiri","Brain_Mass","g",11.4,"11.4","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Otolemur garnettii","Brain_Mass","g",11.49575776,"11.49575776","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Otolemur crassicaudatus","Brain_Mass","g",11.77750484,"11.77750484","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Leontopithecus chrysomelas","Brain_Mass","g",11.84274929,"11.84274929","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
"Leontopithecus rosalia","Brain_Mass","g",13.05,"13.05","g","10.1093%2Fjmammal%2Fgyz043_SupplementaryDataSD1.tsv","Burger","2019","Burger","secondary","Burger_etal_2019","Mean_brain_mass_g","mass_or_volume_mixed","mass_or_volume_mixed","Brain_Mass_mass_or_volume"
