record_id,Species,Species_printed,Compilation,Table,source_row,source_snapshot_row,Region,Region_raw,Subregion_raw,Measure,measure_class,Value_raw,Units_raw,Value,SD,n,Units,conscious,condition_group,include_in_primary_merge,source_granularity,arm_identity_status,arm_ambiguity_group_id,derivation_role,exclusion_reason,primary_reference_ids,primary_references,primary_reference_raw,source_reference_ids,source_references,source_reference_levels,source_reference_types,reference_resolution_status,ref_raw,ref_keys_str
1370,Oryctolagus cuniculus,rabbit,Karbowski__2007,TableS13,10,10,Thalamus,Thalamus,Thalamus,CMRgl,cerebral_metabolic_rate,0.9,umol/g/min,90.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,passero1981,Passero et al 1981,Passero et al 1981,passero1981,Passero et al 1981,primary,journal_article,resolved,Passero et al 1981,passero1981
1371,Oryctolagus cuniculus,rabbit,Karbowski__2007,TableS3,7,7,Visual_cortex,Visual cortex,Visual cortex,CMRgl,cerebral_metabolic_rate,0.76,umol/g/min,76.0,9.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,passero1981,Passero et al 1981,Passero et al 1981,passero1981,Passero et al 1981,primary,journal_article,resolved,Passero et al 1981,passero1981
1372,Oryctolagus cuniculus,rabbit,Karbowski__2007,TableS23,14,14,White_matter,White matter,Internal capsule,CMRgl,cerebral_metabolic_rate,0.26,umol/g/min,26.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,passero1981,Passero et al 1981,Passero et al 1981,passero1981,Passero et al 1981,primary,journal_article,resolved,Passero et al 1981,passero1981
1373,Oryctolagus cuniculus,rabbit,Karbowski__2007,TableS2,7,7,Whole_brain,Brain,Brain,CMRgl,cerebral_metabolic_rate,0.69,umol/g/min,69.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,passero1981,Passero et al 1981,Passero et al 1981,passero1981,Passero et al 1981,primary,journal_article,resolved,Passero et al 1981,passero1981
1374,Ovis aries,sheep,Karbowski__2007,TableS2,13,13,Whole_brain,Brain,Brain,CMRgl,cerebral_metabolic_rate,0.35,umol/g/min,35.0,3.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,pell1983,Pell et al 1983,Pell et al 1983,pell1983,Pell et al 1983,primary,journal_article,resolved,Pell et al 1983,pell1983
1375,Papio anubis,Papio,Kaufman__2004,TableA1,42,42,Basal_ganglia,Basal Ganglia,,CMRgl,cerebral_metabolic_rate,47.7,umol/100g/min,47.7,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1376,Papio anubis,Papio,Kaufman__2004,TableA1,43,43,Basal_ganglia,Basal Ganglia,,CMRgl,cerebral_metabolic_rate,44.6,umol/100g/min,44.6,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1377,Papio anubis,baboon,Karbowski__2007,TableS19,17,17,Caudate_nucleus,Caudate,Caudate,CMRgl,cerebral_metabolic_rate,0.41,umol/g/min,41.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1378,Papio anubis,baboon,Karbowski__2007,TableS14,13,13,Cerebellum,Cerebellum,Cerebellum,CMRgl,cerebral_metabolic_rate,0.32,umol/g/min,32.0,5.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1379,Papio anubis,Papio,Kaufman__2004,TableA4,31,31,Cerebellum,Cerebellum,,CMRgl,cerebral_metabolic_rate,35.2,umol/100g/min,35.2,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1380,Papio anubis,Papio,Kaufman__2004,TableA4,32,32,Cerebellum,Cerebellum,,CMRgl,cerebral_metabolic_rate,41.2,umol/100g/min,41.2,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1381,Papio anubis,baboon,Karbowski__2007,TableS6,10,10,Cingulate_cortex,Cingulate cortex,Cingulate cortex,CMRgl,cerebral_metabolic_rate,0.49,umol/g/min,49.0,17.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1382,Papio anubis,Papio,Kaufman__2004,TableA13,16,16,Cingulate_cortex,Cingulate Cortex,,CMRgl,cerebral_metabolic_rate,49.3,umol/100g/min,49.3,,,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1383,Papio anubis,Papio,Kaufman__2004,TableA13,17,17,Cingulate_cortex,Cingulate Cortex,,CMRgl,cerebral_metabolic_rate,47.5,umol/100g/min,47.5,,,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et al., 2002)","(Millien et al., 2002)",millien2002,"(Millien et al., 2002)",primary,journal_article,resolved,"(Millien et al., 2002)",millien2002
1384,Papio anubis,Papio,Kaufman__2004,TableA13,18,18,Cingulate_cortex,Cingulate Cortex,,CMRgl,cerebral_metabolic_rate,58.9,umol/100g/min,58.9,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1385,Papio anubis,Papio,Kaufman__2004,TableA7,56,56,Frontal_cortex,Frontal Cortex,,CMRgl,cerebral_metabolic_rate,28.3,umol/100g/min,28.3,,9.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kiyosawa1989,"(Kiyosawa et al., 1989)","(Kiyosawa et al., 1989)",kiyosawa1989,"(Kiyosawa et al., 1989)",primary,journal_article,resolved,"(Kiyosawa et al., 1989)",kiyosawa1989
1386,Papio anubis,Papio,Kaufman__2004,TableA7,57,57,Frontal_cortex,Frontal Cortex,,CMRgl,cerebral_metabolic_rate,50.4,umol/100g/min,50.4,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1387,Papio anubis,Papio,Kaufman__2004,TableA7,58,58,Frontal_cortex,Frontal Cortex,,CMRgl,cerebral_metabolic_rate,49.4,umol/100g/min,49.4,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et a l, 2002)","(Millien et a l, 2002)",millien2002,"(Millien et a l, 2002)",primary,journal_article,resolved,"(Millien et a l, 2002)",millien2002
1388,Papio anubis,Papio,Kaufman__2004,TableA7,59,59,Frontal_cortex,Frontal Cortex,,CMRgl,cerebral_metabolic_rate,30,umol/100g/min,30.0,,4.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,yamaguchi1990,"(Yamaguchi et al., 1990)","(Yamaguchi et al., 1990)",yamaguchi1990,"(Yamaguchi et al., 1990)",primary,journal_article,resolved,"(Yamaguchi et al., 1990)",yamaguchi1990
1389,Papio anubis,Papio,Kaufman__2004,TableA7,60,60,Frontal_cortex,Frontal Cortex,,CMRgl,cerebral_metabolic_rate,50.2,umol/100g/min,50.2,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1390,Papio anubis,baboon,Karbowski__2007,TableS16,18,18,Hippocampus,Hippocampus,Hippocampus,CMRgl,cerebral_metabolic_rate,0.32,umol/g/min,32.0,7.000000000000001,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1391,Papio anubis,Papio,Kaufman__2004,TableA2,11,11,Hippocampus,Hippocampus,,CMRgl,cerebral_metabolic_rate,30.8,umol/100g/min,30.8,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1392,Papio anubis,Papio,Kaufman__2004,TableA2,12,12,Hippocampus,Hippocampus,,CMRgl,cerebral_metabolic_rate,32.3,umol/100g/min,32.3,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et al., 2002)","(Millien et al., 2002)",millien2002,"(Millien et al., 2002)",primary,journal_article,resolved,"(Millien et al., 2002)",millien2002
1393,Papio anubis,Papio,Kaufman__2004,TableA2,13,13,Hippocampus,Hippocampus,,CMRgl,cerebral_metabolic_rate,33.1,umol/100g/min,33.1,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1394,Papio anubis,baboon,Karbowski__2007,TableS11,6,6,Neocortex,Cerebral cortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,0.46,umol/g/min,46.0,13.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,nNA,N=6,N=6,nNA,N=6,primary,journal_article,unresolved,N=6,nNA
1395,Papio anubis,baboon,Karbowski__2007,TableS12,18,18,Neocortex,Cerebral cortex,Cerebral cortex,CMRgl,cerebral_metabolic_rate,0.46,umol/g/min,46.0,10.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1396,Papio anubis,Papio,Kaufman__2004,TableA6,57,57,Neocortex,Neocortex,,CMRgl,cerebral_metabolic_rate,33.1,umol/100g/min,33.1,,6.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,mackenzie1976,"(MacKenzie et al., 1976)","(MacKenzie et al., 1976)",mackenzie1976,"(MacKenzie et al., 1976)",primary,journal_article,resolved,"(MacKenzie et al., 1976)",mackenzie1976
1397,Papio anubis,Papio,Kaufman__2004,TableA6,58,58,Neocortex,Neocortex,,CMRgl,cerebral_metabolic_rate,49,umol/100g/min,49.0,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1398,Papio anubis,baboon,Karbowski__2007,TableS9,6,6,Occipital_cortex,Occipital cortex,Occipital cortex,CMRgl,cerebral_metabolic_rate,0.33,umol/g/min,33.0,6.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1399,Papio anubis,Papio,Kaufman__2004,TableA11,45,45,Occipital_cortex,Occipital Cortex,,CMRgl,cerebral_metabolic_rate,24.4,umol/100g/min,24.4,,9.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kiyosawa1989,"(Kiyosawa et al., 1989)","(Kiyosawa et al., 1989)",kiyosawa1989,"(Kiyosawa et al., 1989)",primary,journal_article,resolved,"(Kiyosawa et al., 1989)",kiyosawa1989
1400,Papio anubis,Papio,Kaufman__2004,TableA11,46,46,Occipital_cortex,Occipital Cortex,,CMRgl,cerebral_metabolic_rate,31.6,umol/100g/min,31.6,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1401,Papio anubis,Papio,Kaufman__2004,TableA11,47,47,Occipital_cortex,Occipital Cortex,,CMRgl,cerebral_metabolic_rate,35,umol/100g/min,35.0,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et al., 2002)","(Millien et al., 2002)",millien2002,"(Millien et al., 2002)",primary,journal_article,resolved,"(Millien et al., 2002)",millien2002
1402,Papio anubis,Papio,Kaufman__2004,TableA11,48,48,Occipital_cortex,Occipital Cortex,,CMRgl,cerebral_metabolic_rate,23.1,umol/100g/min,23.1,,4.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,yamaguchi1990,"(Yamaguchi et al., 1990)","(Yamaguchi et al., 1990)",yamaguchi1990,"(Yamaguchi et al., 1990)",primary,journal_article,resolved,"(Yamaguchi et al., 1990)",yamaguchi1990
1403,Papio anubis,Papio,Kaufman__2004,TableA11,49,49,Occipital_cortex,Occipital Cortex,,CMRgl,cerebral_metabolic_rate,33.7,umol/100g/min,33.7,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1404,Papio anubis,baboon,Karbowski__2007,TableS10,8,8,Parietal_cortex,Parietal cortex,Parietal cortex,CMRgl,cerebral_metabolic_rate,0.47,umol/g/min,47.0,10.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1405,Papio anubis,Papio,Kaufman__2004,TableA8,51,51,Parietal_cortex,Parietal Cortex,,CMRgl,cerebral_metabolic_rate,26.6,umol/100g/min,26.6,,9.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kiyosawa1989,"(Kiyosawa et al., 1989)","(Kiyosawa et al., 1989)",kiyosawa1989,"(Kiyosawa et al., 1989)",primary,journal_article,resolved,"(Kiyosawa et al., 1989)",kiyosawa1989
1406,Papio anubis,Papio,Kaufman__2004,TableA8,52,52,Parietal_cortex,Parietal Cortex,,CMRgl,cerebral_metabolic_rate,43.8,umol/100g/min,43.8,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro etal., 1999)","(Meguro etal., 1999)",meguro1999,"(Meguro etal., 1999)",primary,journal_article,resolved,"(Meguro etal., 1999)",meguro1999
1407,Papio anubis,Papio,Kaufman__2004,TableA8,53,53,Parietal_cortex,Parietal Cortex,,CMRgl,cerebral_metabolic_rate,39.1,umol/100g/min,39.1,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et al., 2002)","(Millien et al., 2002)",millien2002,"(Millien et al., 2002)",primary,journal_article,resolved,"(Millien et al., 2002)",millien2002
1408,Papio anubis,Papio,Kaufman__2004,TableA8,54,54,Parietal_cortex,Parietal Cortex,,CMRgl,cerebral_metabolic_rate,45.2,umol/100g/min,45.2,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1409,Papio anubis,baboon,Karbowski__2007,TableS4,7,7,Prefrontal_cortex,Prefrontal cortex,Prefrontal cortex,CMRgl,cerebral_metabolic_rate,0.52,umol/g/min,52.0,14.000000000000002,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1410,Papio anubis,baboon,Karbowski__2007,TableS8,10,10,Sensorimotor_cortex,Sensorimotor cortex,Sensorimotor cortex,CMRgl,cerebral_metabolic_rate,0.49,umol/g/min,49.0,8.0,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1411,Papio anubis,Papio,Kaufman__2004,TableA12,15,15,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,46.9,umol/100g/min,46.9,,8.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,meguro1999,"(Meguro et al., 1999)","(Meguro et al., 1999)",meguro1999,"(Meguro et al., 1999)",primary,journal_article,resolved,"(Meguro et al., 1999)",meguro1999
1412,Papio anubis,Papio,Kaufman__2004,TableA12,16,16,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,45.2,umol/100g/min,45.2,,10.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,millien2002,"(Millien et al., 2002)","(Millien et al., 2002)",millien2002,"(Millien et al., 2002)",primary,journal_article,resolved,"(Millien et al., 2002)",millien2002
1413,Papio anubis,Papio,Kaufman__2004,TableA12,17,17,Sensorimotor_cortex,Sensorimotor Cortex,,CMRgl,cerebral_metabolic_rate,60.3,umol/100g/min,60.3,,2.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kaufman2004_present,Present Study,Present Study,kaufman2004_present,Present Study,primary,journal_article,resolved,Present Study,kaufman2004_present
1414,Papio anubis,baboon,Karbowski__2007,TableS7,18,18,Temporal_cortex,Temporal cortex,Temporal cortex,CMRgl,cerebral_metabolic_rate,0.47,umol/g/min,47.0,14.000000000000002,,umol/100g/min,unknown,resting_unknown,TRUE,single_primary_reference,single,,reported_via_secondary_compilation,,meguro1999,Meguro et al 1999,Meguro et al 1999,meguro1999,Meguro et al 1999,primary,journal_article,resolved,Meguro et al 1999,meguro1999
1415,Papio anubis,Papio,Kaufman__2004,TableA9,49,49,Temporal_cortex,Temporal Cortex,,CMRgl,cerebral_metabolic_rate,30.5,umol/100g/min,30.5,,9.0,umol/100g/min,anesthetized,resting_anesthetized,FALSE,single_primary_reference,single,,reported_via_secondary_compilation,anesthetized,kiyosawa1989,"(Kiyosawa et al., 1989)","(Kiyosawa et al., 1989)",kiyosawa1989,"(Kiyosawa et al., 1989)",primary,journal_article,resolved,"(Kiyosawa et al., 1989)",kiyosawa1989
