"Species","Variable","Value","Source"
"Saguinus oedipus","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Diet_Nect","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saguinus oedipus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Inv","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callimico goeldii","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Nect","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_dominant","Nectar","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix jacchus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Vunk","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Fruit","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Nect","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_dominant","Nectar","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callithrix pygmaea","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Inv","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_PlantO","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Leontopithecus rosalia","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Fruit","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Nect","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_PlantO","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Diet_breadth","6","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Cebus albifrons","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Vunk","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Fruit","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_PlantO","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Diet_breadth","5","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Trophic_guild","Omnivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Saimiri sciureus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Fruit","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_Seed","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Diet_breadth","5","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Ateles geoffroyi","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Fruit","70","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_Seed","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Lagothrix lagothricha","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_PlantO","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta seniculus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_PlantO","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta caraya","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Fruit","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_PlantO","60","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Diet_breadth","2","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Alouatta palliata","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Vunk","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Fruit","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Nect","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_PlantO","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_dominant","Invertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Diet_breadth","6","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Aotus trivirgatus","Activity_pattern","Nocturnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Inv","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Fruit","50","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_PlantO","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Diet_breadth","3","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Callicebus moloch","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Vend","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Nect","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_PlantO","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_dominant","Endotherm vertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia pithecia","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Inv","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Vend","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Nect","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_Seed","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_PlantO","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_dominant","Endotherm vertebrates","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","ForStrat_stratum","Arboreal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Pithecia monachus","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_PlantO","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca maura","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Fruit","30","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_Seed","20","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_PlantO","40","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_dominant","Other plant","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca mulatta","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Vunk","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Scav","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Fruit","70","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Nect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_Seed","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_PlantO","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_dominant","Fruit","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Diet_breadth","4","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Trophic_guild","Herbivore","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","ForStrat_stratum","Scansorial","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca nemestrina","Activity_pattern","Diurnal","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Inv","10","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Vend","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Vect","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
"Macaca radiata","Diet_Vfish","0","Wilman et al. 2014 (EltonTraits diet & foraging)"
