"species_sci","Species","MSW3_ID","Family","Diet_Inv","Diet_Vend","Diet_Vect","Diet_Vfish","Diet_Vunk","Diet_Scav","Diet_Fruit","Diet_Nect","Diet_Seed","Diet_PlantO","Diet_dominant","Diet_breadth","Trophic_guild","Diet_Certainty","ForStrat_Value","ForStrat_stratum","ForStrat_Certainty","Activity_Nocturnal","Activity_Crepuscular","Activity_Diurnal","Activity_pattern","Activity_Certainty","BodyMass.g","BodyMass_SpecLevel"
"Peromyscus winkelmanni","Peromyscus winkelmanni","1587","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",53.75,"1"
"Peromyscus fraterculus","Peromyscus fraterculus","1588","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",33,"0"
"Peromyscus stirtoni","Peromyscus stirtoni","1589","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",29.2,"1"
"Peromyscus dickeyi","Peromyscus dickeyi","1590","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28.6,"1"
"Peromyscus spicilegus","Peromyscus spicilegus","1591","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",36,"1"
"Peromyscus slevini","Peromyscus slevini","1592","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",32.87,"2"
"Peromyscus truei","Peromyscus truei","1593","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",27.35,"1"
"Peromyscus eva","Peromyscus eva","1594","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",22,"1"
"Peromyscus simulus","Peromyscus simulus","1595","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus difficilis","Peromyscus difficilis","1596","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28,"1"
"Peromyscus grandis","Peromyscus grandis","1597","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",71,"1"
"Peromyscus crinitus","Peromyscus crinitus","1598","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",17.98,"1"
"Peromyscus caniceps","Peromyscus caniceps","1599","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",33.16,"2"
"Peromyscus californicus","Peromyscus californicus","1600","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",43.53,"1"
"Peromyscus bullatus","Peromyscus bullatus","1601","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus boylii","Peromyscus boylii","1602","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",21.35,"1"
"Peromyscus beatae","Peromyscus beatae","1603","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",33,"0"
"Peromyscus aztecus","Peromyscus aztecus","1604","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus attwateri","Peromyscus attwateri","1605","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",27.9,"1"
"Peromyscus eremicus","Peromyscus eremicus","1606","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23.65,"1"
"Peromyscus keeni","Peromyscus keeni","1607","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28.25,"1"
"Peromyscus mekisturus","Peromyscus mekisturus","1608","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",60,"1"
"Peromyscus megalops","Peromyscus megalops","1609","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",66.2,"1"
"Peromyscus mayensis","Peromyscus mayensis","1610","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",32,"1"
"Peromyscus maniculatus","Peromyscus maniculatus","1611","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",21.28,"1"
"Peromyscus sejugis","Peromyscus sejugis","1612","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",21.5,"1"
"Peromyscus melanocarpus","Peromyscus melanocarpus","1613","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",59,"1"
"Peromyscus furvus","Peromyscus furvus","1614","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",33,"1"
"Peromyscus madrensis","Peromyscus madrensis","1615","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",32.2,"2"
"Peromyscus interparietalis","Peromyscus interparietalis","1616","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28,"1"
"Peromyscus hylocetes","Peromyscus hylocetes","1617","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",33,"0"
"Peromyscus hooperi","Peromyscus hooperi","1618","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",36,"1"
"Peromyscus gymnotis","Peromyscus gymnotis","1619","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus guatemalensis","Peromyscus guatemalensis","1620","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus guardia","Peromyscus guardia","1621","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",32.13,"2"
"Peromyscus levipes","Peromyscus levipes","1622","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",23,"1"
"Peromyscus pseudocrinitus","Peromyscus pseudocrinitus","1623","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",33.03,"2"
"Peromyscus leucopus","Peromyscus leucopus","1624","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",21.17,"1"
"Peromyscus sagax","Peromyscus sagax","1625","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",33,"0"
"Peromyscus melanophrys","Peromyscus melanophrys","1626","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus polius","Peromyscus polius","1627","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus polionotus","Peromyscus polionotus","1628","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",12.95,"1"
"Peromyscus perfulvus","Peromyscus perfulvus","1629","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus pembertoni","Peromyscus pembertoni","1630","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",33,"0"
"Peromyscus pectoralis","Peromyscus pectoralis","1631","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",39,"1"
"Peromyscus ochraventer","Peromyscus ochraventer","1632","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus nasutus","Peromyscus nasutus","1633","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",28,"1"
"Peromyscus mexicanus","Peromyscus mexicanus","1634","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",32.6,"1"
"Peromyscus merriami","Peromyscus merriami","1635","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus melanurus","Peromyscus melanurus","1636","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",40,"1"
"Peromyscus melanotis","Peromyscus melanotis","1637","Cricetidae",50,0,0,0,0,10,20,0,20,0,"Invertebrates",4,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",39.6,"1"
"Podomys floridanus","Podomys floridanus","1638","Cricetidae",30,0,0,0,0,0,0,0,40,30,"Seed",3,"Herbivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",30.8,"1"
"Scotinomys xerampelinus","Scotinomys xerampelinus","1639","Cricetidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","0","0","1","Diurnal","ABC",15,"1"
"Scotinomys teguina","Scotinomys teguina","1640","Cricetidae",100,0,0,0,0,0,0,0,0,0,"Invertebrates",1,"Faunivore","ABC","G","Ground","A","0","0","1","Diurnal","ABC",11.25,"1"
"Xenomys nelsoni","Xenomys nelsoni","1641","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","Ar","Arboreal","A","1","0","0","Nocturnal","ABC",130,"1"
"Juscelinomys guaporensis","Juscelinomys guaporensis","1642","Cricetidae",20,0,0,0,0,0,0,0,0,80,"Other plant",2,"Herbivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",97.3,"0"
"Juscelinomys candango","Juscelinomys candango","1643","Cricetidae",20,0,0,0,0,0,0,0,0,80,"Other plant",2,"Herbivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",97.3,"1"
"Juscelinomys huanchacae","Juscelinomys huanchacae","1644","Cricetidae",20,0,0,0,0,0,0,0,0,80,"Other plant",2,"Herbivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",97.3,"0"
"Kunsia tomentosus","Kunsia tomentosus","1645","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",115.6,"1"
"Kunsia fronto","Kunsia fronto","1646","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",168,"1"
"Lenoxus apicalis","Lenoxus apicalis","1647","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",53.6,"1"
"Loxodontomys micropus","Loxodontomys micropus","1648","Cricetidae",50,0,0,0,0,0,0,0,0,50,"Invertebrates",2,"Omnivore","ABC","G","Ground","A","1","0","0","Nocturnal","ABC",70.76,"1"
"Loxodontomys pikumche","Loxodontomys pikumche","1649","Cricetidae",50,0,0,0,0,0,0,0,0,50,"Invertebrates",2,"Omnivore","D1","G","Ground","A","1","0","0","Nocturnal","ABC",70.76,"0"
"Lundomys molitor","Lundomys molitor","1650","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","ABC",238.49,"1"
"Megalomys desmarestii","Megalomys desmarestii","1651","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",47.71,"0"
"Megalomys luciae","Megalomys luciae","1652","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",47.71,"0"
"Megaoryzomys curioi","Megaoryzomys curioi","1653","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",47.71,"0"
"Melanomys zunigae","Melanomys zunigae","1654","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",53.5,"1"
"Melanomys caliginosus","Melanomys caliginosus","1655","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",41,"1"
"Melanomys robustulus","Melanomys robustulus","1656","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",53.5,"1"
"Microakodontomys transitorius","Microakodontomys transitorius","1657","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",47.71,"0"
"Abrawayaomys ruschii","Abrawayaomys ruschii","1658","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",63,"1"
"Abrothrix andinus","Abrothrix andinus","1659","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",24.91,"1"
"Abrothrix olivaceus","Abrothrix olivaceus","1660","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",24.52,"1"
"Abrothrix markhami","Abrothrix markhami","1661","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",29.03,"2"
"Abrothrix longipilis","Abrothrix longipilis","1662","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",38.86,"1"
"Abrothrix lanosus","Abrothrix lanosus","1663","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",27.83,"1"
"Abrothrix jelskii","Abrothrix jelskii","1664","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",34.5,"1"
"Abrothrix illuteus","Abrothrix illuteus","1665","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",47.79,"1"
"Abrothrix hershkovitzi","Abrothrix hershkovitzi","1666","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",32.42,"2"
"Abrothrix sanborni","Abrothrix sanborni","1667","Cricetidae",30,0,0,0,0,0,0,0,0,70,"Other plant",2,"Herbivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",24.7,"1"
"Aepeomys lugens","Aepeomys lugens","1668","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",37,"1"
"Aepeomys reigi","Aepeomys reigi","1669","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",37,"0"
"Akodon aerosus","Akodon aerosus","1670","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",60,"1"
"Akodon bogotensis","Akodon bogotensis","1671","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",13,"1"
"Akodon iniscatus","Akodon iniscatus","1672","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",28.7,"1"
"Akodon orophilus","Akodon orophilus","1673","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon molinae","Akodon molinae","1674","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",33,"1"
"Akodon neocenus","Akodon neocenus","1675","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",42.4,"1"
"Akodon mystax","Akodon mystax","1676","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",18.5,"1"
"Akodon montensis","Akodon montensis","1677","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon mollis","Akodon mollis","1678","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",30.4,"1"
"Akodon lindberghi","Akodon lindberghi","1679","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",26.4,"1"
"Akodon leucolimnaeus","Akodon leucolimnaeus","1680","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon sanctipaulensis","Akodon sanctipaulensis","1681","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",27.1,"1"
"Akodon juninensis","Akodon juninensis","1682","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon paranaensis","Akodon paranaensis","1683","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon fumeus","Akodon fumeus","1684","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",22.7,"1"
"Akodon dolores","Akodon dolores","1685","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",50.5,"1"
"Akodon dayi","Akodon dayi","1686","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",32.5,"1"
"Akodon cursor","Akodon cursor","1687","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39.85,"1"
"Akodon lutescens","Akodon lutescens","1688","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",20.69,"1"
"Akodon boliviensis","Akodon boliviensis","1689","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",27.5,"1"
"Akodon azarae","Akodon azarae","1690","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",25,"1"
"Akodon aliquantulus","Akodon aliquantulus","1691","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon albiventer","Akodon albiventer","1692","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",21.8,"1"
"Akodon kofordi","Akodon kofordi","1693","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",29.5,"1"
"Akodon subfuscus","Akodon subfuscus","1694","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",30.4,"1"
"Akodon torques","Akodon torques","1695","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon oenos","Akodon oenos","1696","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon sylvanus","Akodon sylvanus","1697","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon pervalens","Akodon pervalens","1698","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon toba","Akodon toba","1699","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",51.2,"1"
"Akodon surdus","Akodon surdus","1700","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon varius","Akodon varius","1701","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",40,"1"
"Akodon spegazzinii","Akodon spegazzinii","1702","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",28.6,"1"
"Akodon simulator","Akodon simulator","1703","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",42.5,"1"
"Akodon reigi","Akodon reigi","1704","Cricetidae",70,0,0,0,0,0,0,0,0,30,"Invertebrates",2,"Faunivore","D1","G","Ground","A","1","1","1","Cathemeral","ABC",31.32,"0"
"Akodon serrensis","Akodon serrensis","1705","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",28.3,"1"
"Akodon affinis","Akodon affinis","1706","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",24.9,"1"
"Akodon budini","Akodon budini","1707","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",26.9,"1"
"Akodon siberiae","Akodon siberiae","1708","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",34.6,"1"
"Akodon latebricola","Akodon latebricola","1709","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",39,"1"
"Akodon mimus","Akodon mimus","1710","Cricetidae",80,0,0,0,0,0,0,0,0,20,"Invertebrates",2,"Faunivore","ABC","G","Ground","A","1","1","1","Cathemeral","ABC",24,"1"
"Amphinectomys savamis","Amphinectomys savamis","1711","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",47.71,"0"
"Andalgalomys pearsoni","Andalgalomys pearsoni","1712","Cricetidae",20,0,0,0,0,0,10,0,40,30,"Seed",4,"Herbivore","D2","G","Ground","A","1","0","0","Nocturnal","D2",25.4,"1"
