Species,Domain,Standardized_Term,Value,source,team,dependency_group
Myodes glareolus,Gait,Phase,25.86,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sus scrofa,Gait,Phase,25.74963,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mephitis mephitis,Gait,Phase,25.63,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus asinus,Gait,Phase,25,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Zaglossus bruijni,Gait,Phase,24.28250762,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis aureus,Gait,Phase,24.25926,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Paradoxurus hermaphroditus,Gait,Phase,24.12,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus caballus,Gait,Phase,24,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus burchelli,Gait,Phase,24,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pecari tajacu,Gait,Phase,23.79032,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leptailurus serval,Gait,Phase,23.49302641,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Muntiacus muntjak,Gait,Phase,23.41897,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus silvicultor,Gait,Phase,23.12,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Capra aegagrus,Gait,Phase,23,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus dromedarius,Gait,Phase,22.78823,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nasua nasua,Gait,Phase,22.5366778,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus natalensis,Gait,Phase,22.5,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vombatus ursinus,Gait,Phase,22.41667,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dendrohyrax arboreus,Gait,Phase,22.22,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dendrolagus goodfellowi,Gait,Phase,22,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus bairdii,Gait,Phase,21.96879,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Felis catus,Gait,Phase,21.71555499,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ovis canadensis,Gait,Phase,21.6864,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nandinia binotata,Gait,Phase,21.43,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Arctictis binturong,Gait,Phase,21.41,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Saiga tatarica,Gait,Phase,21.36364,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nanger granti,Gait,Phase,21.0492,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus bactrianus,Gait,Phase,21,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ceratotherium simum,Gait,Phase,21,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Kobus ellipsiprymnus,Gait,Phase,20.9,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Moschiola meminna,Gait,Phase,20.76149,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailurus fulgens,Gait,Phase,20.41667,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera tigris,Gait,Phase,20.32129476,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailuropoda melanoleuca,Gait,Phase,20.16835,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sarcophilus harrisii,Gait,Phase,20.12,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caracal caracal,Gait,Phase,20.07495141,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leopardus pardalis,Gait,Phase,19.12393178,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Zalophus wollebaeki,Gait,Phase,19.11,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Aepyceros melampus,Gait,Phase,19,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Elephas maximus,Gait,Phase,19,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Alcelaphus buselaphus,Gait,Phase,18.96552,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis lupus,Gait,Phase,18.965,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Acinonyx jubatus,Gait,Phase,18,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Connochaetes taurinus,Gait,Phase,18,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lasiorhinus krefftii,Gait,Phase,18,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus americanus,Gait,Phase,18,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Antilocapra americana,Gait,Phase,17.94872,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cuon alpinus,Gait,Phase,17.94872,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lama glama,Gait,Phase,17,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Loxodonta africana,Gait,Phase,17,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lynx rufus,Gait,Phase,17,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus arctos,Gait,Phase,17,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bubalus bubalis,Gait,Phase,16.96429,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Okapia johnstoni,Gait,Phase,16.90813,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bison bison,Gait,Phase,16,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mungos mungo,Gait,Phase,16,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus maritimus,Gait,Phase,16,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera leo,Gait,Phase,15,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Oryx gazella,Gait,Phase,14.81,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Giraffa camelopardalis,Gait,Phase,14,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Procyon lotor,Gait,Phase,14,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Chrysocyon brachyurus,Gait,Phase,13.18249,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tachyglossus aculeatus,Gait,Phase,13,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vicugna pacos,Gait,Phase,12.92514634,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera onca,Gait,Phase,10.256,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Crocuta crocuta,Gait,Phase,10,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles geoffroyi,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles fusciceps,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trichosurus vulpecula,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Daubentonia madagascariensis,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lemur catta,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pygathrix nemaeus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Priodontes maximus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hapalemur griseus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cyclopes didactylus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Varecia variegata,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pygathrix cinerea,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trachypithecus poliocephalus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles paniscus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Macaca fascicularis,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Macaca mulatta,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Propithecus coquereli,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cebus capucinus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Eulemur mongoz,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Rhinopithecus roxellana,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trachypithecus hatinhensis,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trachypithecus phayrei,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trachypithecus delacouri,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Saimiri sciureus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Aotus nancymaae,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Potos flavus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leontopithecus rosalia,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caluromys philander,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Papio ursinus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Alouatta seniculus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mandrillus sphinx,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Loris tardigradus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nycticebus pygmaeus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cheirogaleus medius,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Philander opossum,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pseudocheirus peregrinus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bradypus variegatus,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Acrobates pygmaeus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sapajus apella,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Orycteropus afer,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Choloepus didactylus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pan troglodytes,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Monodelphis domestica,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Phascolarctos cinereus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hippopotamus amphibius,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mesocricetus auratus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Petaurus breviceps,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Chiropotes satanas,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ornithorhynchus anatinus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Gorilla gorilla,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Oreotragus oreotragus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Isoodon macrourus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dasyurus maculatus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mystacina tuberculata,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mus musculus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tupaia tana,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Muscardinus avellanarius,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Castor canadensis,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dasypus novemcinctus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Rattus norvegicus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Apodemus agrarius,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sciurus griseus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Didelphis virginiana,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Micromys minutus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Erinaceus europaeus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Talpa europaea,Gait,Gait,DSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vulpes vulpes,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tragelaphus strepsiceros,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Thallomys paedulcus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Odocoileus virginianus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Moschus leucogaster,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myrmecobius fasciatus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pteropus vampyrus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Desmodus rotundus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bos taurus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Erethizon dorsatum,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pithecia pithecia,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Apodemus flavicollis,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cervus elaphus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Hydrochoerus hydrochaeris,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ovis aries,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cryptoprocta ferox,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Enhydra lutris,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myrmecophaga tridactyla,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sciurus niger,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mellivora capensis,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ammotragus lervia,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus indicus,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus terrestris,Gait,Gait,LSDC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Myodes glareolus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sus scrofa,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mephitis mephitis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus asinus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Zaglossus bruijni,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis aureus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Paradoxurus hermaphroditus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus caballus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Equus burchelli,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pecari tajacu,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leptailurus serval,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Muntiacus muntjak,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus silvicultor,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Capra aegagrus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus dromedarius,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nasua nasua,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cephalophus natalensis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vombatus ursinus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dendrohyrax arboreus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Dendrolagus goodfellowi,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tapirus bairdii,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Felis catus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ovis canadensis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nandinia binotata,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Arctictis binturong,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Saiga tatarica,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Nanger granti,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Camelus bactrianus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ceratotherium simum,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Kobus ellipsiprymnus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Moschiola meminna,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailurus fulgens,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera tigris,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ailuropoda melanoleuca,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Sarcophilus harrisii,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Caracal caracal,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Leopardus pardalis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Zalophus wollebaeki,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Aepyceros melampus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Elephas maximus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Alcelaphus buselaphus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Canis lupus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Acinonyx jubatus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Connochaetes taurinus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lasiorhinus krefftii,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus americanus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Antilocapra americana,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Cuon alpinus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lama glama,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Loxodonta africana,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lynx rufus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus arctos,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bubalus bubalis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Okapia johnstoni,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Bison bison,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Mungos mungo,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ursus maritimus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera leo,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Oryx gazella,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Giraffa camelopardalis,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Procyon lotor,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Chrysocyon brachyurus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Tachyglossus aculeatus,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Vicugna pacos,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Panthera onca,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Crocuta crocuta,Gait,Gait,LSLC,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles geoffroyi,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Ateles fusciceps,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Trichosurus vulpecula,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Daubentonia madagascariensis,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Lemur catta,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
Pygathrix nemaeus,Gait,Foot_Posture,plantigrade,Wimberly_etal_2021_mammalgait.txt,Wimberly_2021,Wimberly_2021
