source,Domain,Standardized_Term,Species,Value
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pan troglodytes,T
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pongo sp.,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pongo pygmaeus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pongo pygmaeus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pongo pygmaeus,A
Granatosky__2018_TableS1,Locomotion,Arboreal_terrestrial,Pongo pygmaeus,A
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Ateles fusciceps,0.063
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Ateles geoffroyi,0.061
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Ateles hybridus,-0.377
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Cercocebus torquatus,-0.029
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Cercopithecus diana,0.178
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Cercopithecus neglectus,-0.258
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Gorilla gorilla,0.248
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Homo sapiens,0.761
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Hylobates lar,-0.011
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Hylobates moloch,-0.115
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Leontopithecus chrysomelas,0.151
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Leontopithecus chrysopygus,0.039
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Leontopithecus rosalia,0.022
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Macaca fascicularis,-0.036
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Macaca nemestrina,0.035
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Macaca silenus,-0.051
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Macaca sylvanus,-0.025
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Macaca tonkeana,-0.057
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Mandrillus sphinx,0.034
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Nomascus gabriellae,-0.173
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Nomascus leucogenys,-0.031
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Pan paniscus,0.044
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Pan troglodytes,0.133
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Papio anubis,0.108
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Papio hamadryas,0.066
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Pithecia pithecia,-0.385
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Pongo sp.,-0.225
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Pygathrix cinerea,0.165
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Rhinopithecus roxellana,-0.319
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Saimiri sciureus,-0.119
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Sapajus apella,-0.028
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Sapajus flavius,-0.13
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Sapajus xanthosternos,0.089
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Semnopithecus entellus,-0.184
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Symphalangus syndactylus,-0.048
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Theropithecus gelada,0.053
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Trachypithecus auratus,-0.256
Caspar_etal_2022_Table1,Handedness,Handedness_index_mean,Trachypithecus hatinhensis,-0.248
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Ateles fusciceps,0.798
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Ateles geoffroyi,0.829
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Ateles hybridus,0.917
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Cercocebus torquatus,0.665
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Cercopithecus diana,0.755
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Cercopithecus neglectus,0.621
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Gorilla gorilla,0.541
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Homo sapiens,0.9429999999999999
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Hylobates lar,0.614
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Hylobates moloch,0.799
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Leontopithecus chrysomelas,0.514
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Leontopithecus chrysopygus,0.35
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Leontopithecus rosalia,0.502
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Macaca fascicularis,0.6840000000000001
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Macaca nemestrina,0.527
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Macaca silenus,0.467
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Macaca sylvanus,0.67
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Macaca tonkeana,0.543
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Mandrillus sphinx,0.389
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Nomascus gabriellae,0.618
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Nomascus leucogenys,0.555
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Pan paniscus,0.529
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Pan troglodytes,0.507
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Papio anubis,0.527
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Papio hamadryas,0.408
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Pithecia pithecia,0.9340000000000001
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Pongo sp.,0.487
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Pygathrix cinerea,0.499
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Rhinopithecus roxellana,0.729
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Saimiri sciureus,0.757
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Sapajus apella,0.6870000000000001
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Sapajus flavius,0.769
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Sapajus xanthosternos,0.677
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Semnopithecus entellus,0.5600000000000001
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Symphalangus syndactylus,0.482
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Theropithecus gelada,0.257
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Trachypithecus auratus,0.984
Caspar_etal_2022_Table1,Handedness,Handedness_strength_mean,Trachypithecus hatinhensis,0.8169999999999999
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Ateles fusciceps,1.35
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Ateles geoffroyi,2.48
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Callicebus cupreus,1.85
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Callimico goeldii,1.43
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Callithrix geoffroyi,1.32
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Callithrix jacchus,1.33
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Cercocebus atys,2.24
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Cercopithecus diana,2.03
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Cercopithecus hamlyni,3.84
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Cercopithecus lhoesti,2.77
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Colobus guereza,2.38
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Eulemur coronatus,1.6
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Eulemur macaco,1.23
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Gorilla gorilla,5
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Hapalemur griseus,1.78
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Homo sapiens,5.4
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Hylobates pileatus,2.14
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Lemur catta,1.48
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Leontopithecus chrysomelas,1.63
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Leontopithecus rosalia,1.2
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Macaca fascicularis,4.11
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Macaca sylvanus,3.76
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Macaca tonkeana,3
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Mandrillus sphinx,2.21
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Pan troglodytes,4.38
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Pithecia pithecia,1.86
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Pongo sp.,3.89
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Propithecus verreauxi,1.44
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Saguinus bicolor,1
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Saguinus imperator,1.62
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Saguinus labiatus,2.27
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Saguinus oedipus,1.7
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Saimiri sciureus,1.94
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Sapajus apella,2.54
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Symphalangus syndactylus,3.08
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Theropithecus gelada,4.17
Heldstab_etal_2016_TableS1,Manipulation,Manipulation_complexity,Varecia rubra,1.33
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Ateles fusciceps,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Ateles geoffroyi,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Callicebus cupreus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Callimico goeldii,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Callithrix geoffroyi,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Callithrix jacchus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Cercocebus atys,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Cercopithecus diana,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Cercopithecus hamlyni,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Cercopithecus lhoesti,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Colobus guereza,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Eulemur coronatus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Eulemur macaco,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Gorilla gorilla,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Hapalemur griseus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Homo sapiens,1
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Hylobates pileatus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Lemur catta,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Leontopithecus chrysomelas,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Leontopithecus rosalia,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Macaca fascicularis,1
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Macaca sylvanus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Macaca tonkeana,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Mandrillus sphinx,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Pan troglodytes,1
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Pithecia pithecia,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Pongo sp.,1
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Propithecus verreauxi,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Saguinus bicolor,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Saguinus imperator,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Saguinus labiatus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Saguinus oedipus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Saimiri sciureus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Sapajus apella,1
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Symphalangus syndactylus,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Theropithecus gelada,0
Heldstab_etal_2016_TableS1,Manipulation,Tool_use,Varecia rubra,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Ateles fusciceps,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Ateles geoffroyi,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Callicebus cupreus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Callimico goeldii,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Callithrix geoffroyi,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Callithrix jacchus,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Cercocebus atys,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Cercopithecus diana,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Cercopithecus hamlyni,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Cercopithecus lhoesti,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Colobus guereza,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Eulemur coronatus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Eulemur macaco,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Gorilla gorilla,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Hapalemur griseus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Homo sapiens,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Hylobates pileatus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Lemur catta,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Leontopithecus chrysomelas,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Leontopithecus rosalia,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Macaca fascicularis,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Macaca sylvanus,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Macaca tonkeana,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Mandrillus sphinx,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Pan troglodytes,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Pithecia pithecia,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Pongo sp.,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Propithecus verreauxi,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Saguinus bicolor,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Saguinus imperator,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Saguinus labiatus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Saguinus oedipus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Saimiri sciureus,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Sapajus apella,1
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Symphalangus syndactylus,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Theropithecus gelada,0
Heldstab_etal_2016_TableS1,Manipulation,Extractive_foraging,Varecia rubra,0
